Gene = sunn
Position 578: 3.231807959152667e-05
Position 1251: 3.1859653002855674e-05
Position 19: 2.8920268427794892e-05
Position 61: 2.8811836147445386e-05
Position 254: 2.2905884710351106e-05
Position 2365: 2.2902187560972418e-05
Position 1271: 2.2198503930500142e-05
Position 533: 2.1660866735796598e-05
Position 1713: 2.1511038771256958e-05
Position 1379: 2.0145359415339627e-05
Position 1818: 1.991992924867332e-05
Position 3535: 1.9478137484065005e-05
Position 870: 1.8992640275183696e-05
Position 331: 1.7726792855466745e-05
Position 368: 1.6140799816802118e-05
Position 132: 1.572158250453028e-05
Position 163: 1.2994354502742302e-05
Position 2413: 1.1697925286978678e-05
Position 1260: 7.352764011174965e-06
Position 49: 7.332880170626766e-06
Position 397: 6.734977902085296e-06
Position 417: 6.170123315922493e-06
Position 544: 5.899269959558991e-06
Position 520: 5.167692713773599e-06
Position 1190: 3.683193010953817e-06
Position 2299: 3.3329781663374146e-06
Position 130: 3.023722340941566e-06
Position 1263: 2.1323768633990984e-06
Position 299: 2.1214839021716463e-06
Position 1872: 1.933854715040272e-06
Position 2908: 1.6902006496135158e-06
Position 1228: 1.380748032728876e-06
Position 2175: 1.0633190679671364e-06
Position 1133: 9.874833534464286e-07
Position 206: 6.095256412978646e-07
Position 1506: 5.668141063266293e-07
Position 2332: 2.8481542626109204e-07
Position 972: 1.9293956052721268e-07
Position 3026: 1.8601921372775744e-07
Position 2103: 2.3145879186348207e-08
Position 1867: 1.7331676115817305e-08
Position 1834: 1.498038244323595e-08
Position 775: 5.359858493441832e-09
Position 1460: 4.45908176037435e-09
Position 170: 4.217345429725733e-09
Position 262: 5.313195568321336e-10
Position 241: 4.890851818925634e-10
Position 2631: 2.349846522180276e-10
Position 1732: 3.45596914873437e-11
Position 1432: 2.540052203158902e-11
Position 270: 9.508982148596388e-14
Position 272: 4.3087359191812487e-14
Position 1175: 2.1400637721010305e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 1130: 0.9981877058717977
Position 2453: 0.9977927943287017
Position 2034: 0.9886254003275998
Position 1427: 0.9713975743385876
Position 688: 0.8964690697002832
Position 2939: 0.6238354153615941
Position 949: 0.5721806286359868
Position 3364: 0.501795206283795
Position 202: 0.1859672576448079
Position 2659: 0.15785693805773013
Position 1816: 0.14092322248550804
Position 3389: 0.11319627149100141
Position 865: 0.1080391343919712
Position 899: 0.07322140870214695
Position 3165: 0.06374382431159518
Position 166: 0.06309889843121778
Position 956: 0.04671285314690178
Position 1710: 0.04512242771020055
Position 3443: 0.044223699677970935
Position 3175: 0.04407910479845633
Position 2996: 0.04326753189335728
Position 2964: 0.03528929387742467
Position 3038: 0.032349192226606364
Position 695: 0.030009005914601875
Position 3074: 0.02552517031308232
Position 3350: 0.021442089843614114
Position 848: 0.021144876257809253
Position 3124: 0.019271663518648077
Position 2211: 0.018705352623108677
Position 2891: 0.014220543393297447
Position 870: 0.013497069591048025
Position 2673: 0.013448512750091186
Position 2800: 0.010204796241186706
Position 170: 0.009227703206902905
Position 3619: 0.007036051676596883
Position 3554: 0.0058490756263805165
Position 654: 0.0051580948644905054
Position 1692: 0.004887357384231542
Position 3054: 0.004714102091613941
Position 3464: 0.004377308765712766
Position 2698: 0.004187747181978153
Position 3202: 0.0038012829459153795
Position 520: 0.0033506322188768573
Position 2057: 0.002716908179989562
Position 529: 0.0021627924189392845
Position 2966: 0.0021300721483265127
Position 1557: 0.0017226072117621912
Position 2620: 0.001555110164014478
Position 2613: 0.001501344609175901
Position 1531: 0.0013718398020760457
Position 3647: 0.0013536570385155689
Position 1680: 0.0013436816989871
Position 1004: 0.0013373008430683322
Position 875: 0.0012940380190134852
Position 1435: 0.0012411021331111482
Position 1650: 0.001166453776215974
Position 2472: 0.0011105417631448742
Position 1158: 0.001041409867522289
Position 468: 0.0007839554357939931
Position 3579: 0.0007627019286675747
Position 3254: 0.0007377621568029428
Position 250: 0.0007045350413272546
Position 1848: 0.0005611826185036215
Position 2371: 0.0005426653226293246
Position 431: 0.0004598135773066047
Position 1501: 0.00045149086694276115
Position 96: 0.0004416126533093771
Position 1628: 0.00032319281695489217
Position 3448: 0.0003083276461568227
Position 304: 0.0002908368245010516
Position 1140: 0.00028389287006893004
Position 460: 0.00027134008928998314
Position 1186: 0.0002654200870097063
Position 3226: 0.0002528387857509217
Position 753: 0.00024726071250353774
Position 2149: 0.00022868430997777557
Position 238: 0.00022086515768767647
Position 397: 0.00020723782193431955
Position 1444: 0.00017911026968198872
Position 1271: 0.0001751801381751659
Position 3411: 0.00017331222879767792
Position 2111: 0.00016080303371129572
Position 1713: 0.00015571137729901083
Position 297: 0.0001508331153053674
Position 1887: 0.0001492475144134534
Position 2908: 0.0001461883559944635
Position 585: 0.0001398322039502806
Position 538: 0.000133995112155264
Position 487: 0.00012721132194385386
Position 1732: 0.00012254101339468086
Position 1439: 0.00011089442376141345
Position 2708: 9.743548668387062e-05
Position 1818: 9.141303568015413e-05
Position 2970: 8.676099698298528e-05
Position 2279: 7.79107017744987e-05
Position 2103: 6.834031456150654e-05
Position 1563: 6.275909661268714e-05
Position 262: 6.170258547756613e-05
Position 312: 6.10738890392631e-05
Position 2615: 4.930391655712114e-05
Position 1470: 4.29409436833653e-05
Position 559: 4.074429464312321e-05
Position 3626: 3.869830177439199e-05
Position 1101: 3.841864964469207e-05
Position 2200: 3.321049324556423e-05
Position 3663: 2.4327247167625376e-05
Position 2593: 1.914537926578371e-05
Position 316: 1.7917853342068545e-05
Position 452: 1.5899954844062428e-05
Position 2160: 1.3482962314597048e-05
Position 2052: 1.3351158886193263e-05
Position 1286: 8.958075756912643e-06
Position 570: 6.43314618821533e-06
Position 177: 5.2723359375187185e-06
Position 115: 4.833744249464787e-06
Position 1291: 2.9260648558934744e-06
Position 564: 2.209117134585917e-06
Position 82: 2.183934935063357e-06
Position 1213: 2.0760504784371995e-06
Position 1325: 1.4203716902465141e-06
Position 111: 1.369747681526874e-06
Position 2589: 1.355818573477084e-06
Position 609: 1.0372715474389185e-06
Position 766: 7.716206014980604e-07
Position 1190: 6.35636610365548e-07
Position 1175: 3.9866436371173886e-07
Position 2419: 1.973694151309729e-08
Position 2504: 1.618848268564419e-08
Position 2512: 4.7489519675457874e-11
