Gene = flr
Position 2824: 4.9926154796041954e-05
Position 2494: 4.6507685351464945e-05
Position 2356: 4.5750571306272846e-05
Position 3247: 4.441778481665423e-05
Position 328: 4.378625361714241e-05
Position 1166: 4.3378091347151506e-05
Position 2173: 4.2711670533692486e-05
Position 575: 4.192791820325275e-05
Position 709: 4.17140906131026e-05
Position 1912: 4.1121800436189127e-05
Position 1271: 3.737270007191847e-05
Position 690: 3.716655833801027e-05
Position 1181: 2.9547704994757153e-05
Position 1444: 2.7803494330965916e-05
Position 1383: 2.5573740137265865e-05
Position 3482: 1.712442002681262e-05
Position 760: 1.6780266793129146e-05
Position 24: 1.5815065202139732e-05
Position 3009: 1.469463990329452e-05
Position 556: 1.3351401842115262e-05
Position 213: 1.3330641312656567e-05
Position 330: 1.305407494198804e-05
Position 2761: 1.2785967858626662e-05
Position 765: 1.2134141767438096e-05
Position 711: 1.2083079844888868e-05
Position 1848: 1.0808592749108537e-05
Position 1762: 1.0793462815705132e-05
Position 10: 1.0392786706891539e-05
Position 1622: 9.793362892529485e-06
Position 528: 9.74226557068579e-06
Position 656: 9.446638045538303e-06
Position 352: 8.355288422763333e-06
Position 972: 7.76371835160391e-06
Position 2973: 6.587737458617187e-06
Position 3273: 5.265581205201439e-06
Position 667: 4.552860603622102e-06
Position 164: 4.391387962903427e-06
Position 873: 4.338209555453614e-06
Position 1526: 3.58727690082686e-06
Position 628: 3.021890451513008e-06
Position 1626: 2.872139025420628e-06
Position 2224: 2.788716728184944e-06
Position 844: 2.4194076159017723e-06
Position 3205: 2.067839025009788e-06
Position 1257: 1.6529571941676886e-06
Position 735: 1.294355595458295e-06
Position 1185: 1.0174697381866608e-06
Position 1846: 9.029018823440228e-07
Position 2601: 1.9617022252195155e-07
Position 31: 1.2755617540701747e-07
Position 3016: 6.046656604419945e-08
Position 2269: 4.306793899548029e-08
Position 2209: 3.7542269253738225e-08
Position 2143: 2.329434910218571e-08
Position 2035: 1.2076396284820575e-08
Position 1705: 1.203258150265667e-08
Position 2267: 1.0024756982388252e-08
Position 2746: 8.12201116934552e-09
Position 1679: 7.885397843388022e-09
Position 2353: 5.9880613657358995e-09
Position 696: 1.795345218238454e-09
Position 2113: 1.6322295966375043e-09
Position 1647: 1.4265229546309178e-09
Position 1675: 1.2326049072076486e-09
Position 3367: 1.0799119286244048e-09
Position 1660: 7.145519902311011e-10
Position 1869: 5.699147354728261e-10
Position 1616: 2.20369245974271e-10
Position 1863: 2.087590037962922e-10
Position 1641: 2.059469941021139e-10
Position 1692: 1.7213190087661098e-10
Position 1903: 9.247154448029661e-11
Position 1250: 6.938826630009721e-11
Position 1555: 4.284720621134433e-11
Position 1699: 4.034570510547711e-11
Position 1652: 3.864315778954112e-11
Position 1594: 7.103891008316103e-12
Position 433: 5.981160217817658e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1822: 0.9889661468377329
Position 3151: 0.9882760705651285
Position 1493: 0.9791157451399768
Position 473: 0.9681195839782755
Position 1214: 0.933514302473422
Position 2933: 0.6778926345208601
Position 801: 0.12997113638633134
Position 2965: 0.0351218312763357
Position 200: 0.02581760879324955
Position 3299: 0.021186169743061138
Position 2948: 0.014501206052804553
Position 1826: 0.008112592383572596
Position 2616: 0.006670772863381166
Position 765: 0.006664531568000948
Position 3165: 0.005656227727075859
Position 1166: 0.005263618657950889
Position 683: 0.004345164155529217
Position 2649: 0.0041799093767431105
Position 786: 0.004171942274611937
Position 1571: 0.003959605351537093
Position 1044: 0.0031544813946851567
Position 1908: 0.002070691444497807
Position 1357: 0.0019455900197334478
Position 2059: 0.0015927706878950993
Position 2599: 0.0015067096283858405
Position 2920: 0.0013841232120301887
Position 1452: 0.0013344405544713702
Position 2739: 0.0011613478923193094
Position 1052: 0.0010023755827738663
Position 2028: 0.0009158981086446775
Position 832: 0.0008393110490596673
Position 3418: 0.0007985770673959157
Position 1561: 0.0007884970040201477
Position 820: 0.0006039550569620833
Position 3222: 0.0005538936548423168
Position 311: 0.000509028371330946
Position 287: 0.00040058446371922784
Position 2622: 0.00036696061041892325
Position 1022: 0.00036550770072915243
Position 732: 0.00034078305631698086
Position 1127: 0.00029316921541338925
Position 906: 0.00021421499865956296
Position 314: 0.00021366929946654744
Position 2718: 0.00021200656036651154
Position 903: 0.00019812013086098606
Position 3601: 0.00018745112209344345
Position 2063: 0.00017323483412568684
Position 1257: 0.00015368774002698198
Position 2277: 0.00012253202374014417
Position 3308: 0.0001222839971054676
Position 3303: 0.00011959669787857383
Position 1221: 0.0001067537301343827
Position 890: 9.521840928080892e-05
Position 433: 9.136150728758804e-05
Position 2342: 7.431676614068784e-05
Position 3016: 7.126639623199985e-05
Position 3358: 6.994621881509938e-05
Position 2541: 6.530699722314025e-05
Position 541: 6.365443677540913e-05
Position 1601: 6.230736892135218e-05
Position 2421: 6.169848371568391e-05
Position 2113: 5.6596336185698046e-05
Position 300: 5.650302185608265e-05
Position 2094: 5.476578523576447e-05
Position 3425: 5.3953319129388216e-05
Position 3339: 5.374233647781155e-05
Position 2324: 5.1690174326316466e-05
Position 2817: 4.858706397217379e-05
Position 1869: 4.2245227733862e-05
Position 1244: 3.823634094317703e-05
Position 378: 3.7744597911598314e-05
Position 2191: 3.73786254407196e-05
Position 2529: 3.661167706301854e-05
Position 3347: 3.2236079422902826e-05
Position 1079: 3.0219424080884284e-05
Position 1831: 2.8569820557463716e-05
Position 2477: 2.6830451559778294e-05
Position 773: 2.4149240030260915e-05
Position 1590: 2.3776454922242435e-05
Position 220: 2.2058628964910446e-05
Position 427: 2.203122540263587e-05
Position 1507: 2.0541829819992904e-05
Position 2492: 1.9271699339411273e-05
Position 2378: 1.1475256568785638e-05
Position 703: 1.039640553292059e-05
Position 3237: 9.652374021950284e-06
Position 1988: 9.64900737685352e-06
Position 3533: 9.134460983566098e-06
Position 240: 8.611669810251239e-06
Position 3083: 7.005518358471918e-06
Position 1421: 6.4805682890941595e-06
Position 1692: 5.648162512330747e-06
Position 1404: 4.775731943789297e-06
Position 430: 4.719658714822182e-06
Position 151: 4.5703158355130886e-06
Position 1631: 4.0125470833573724e-06
Position 1383: 3.982856029474331e-06
Position 70: 3.16426404757522e-06
Position 65: 2.690396356334783e-06
Position 97: 2.1699931389883065e-06
Position 1609: 1.8228129364046705e-06
Position 547: 1.792474316561136e-06
Position 1282: 1.637754689710937e-06
Position 1534: 1.1216940342829509e-06
Position 320: 1.088829212442028e-06
Position 1310: 9.273489993485473e-07
Position 133: 8.882410670370336e-07
Position 1456: 8.863343976782699e-07
Position 1320: 7.453965551253787e-07
Position 439: 4.559543038957757e-07
Position 257: 3.1989702442292816e-07
Position 77: 2.683254719626888e-07
Position 237: 9.681664098065326e-08
Position 213: 7.701822081121726e-08
Position 616: 5.950610614415844e-08
Position 2194: 5.857940419758402e-08
Position 1854: 5.1841278503411497e-08
Position 153: 3.8205658757392465e-08
Position 323: 2.7187286044110656e-08
Position 1875: 2.377718637207404e-08
Position 244: 2.0058560889327675e-08
Position 1887: 1.1320049700527315e-08
Position 80: 1.120696092780351e-08
Position 2289: 9.156962686337064e-09
Position 690: 4.636956392923285e-09
Position 318: 1.746301244983307e-09
Position 1966: 1.0932955863612316e-09
Position 1884: 5.824387065245407e-10
Position 164: 4.649702439756875e-10
Position 344: 3.179775369983873e-12
Position 87: 2.5319190263184195e-12
Position 202: 9.921802241576667e-14
Position 204: 7.970086781747052e-14
Position 137: 6.415337322591404e-15
