Gene = Mob2
Position 5077: 2.4530193563810183e-06
Position 1575: 2.3075361216179105e-06
Position 6326: 2.0189604782371947e-06
Position 264: 1.9723197766931333e-06
Position 1079: 1.955301481573439e-06
Position 5768: 1.906304558040072e-06
Position 1488: 1.6891615105626401e-06
Position 6374: 1.533336458130817e-06
Position 1415: 1.5042136622568326e-06
Position 4228: 1.4925970737500997e-06
Position 281: 1.4025416219204961e-06
Position 6782: 1.0833999689438852e-06
Position 1225: 8.046627510563439e-07
Position 5526: 7.870342711968951e-07
Position 261: 6.878595256929637e-07
Position 4452: 6.480929832452181e-07
Position 5245: 6.205063977106321e-07
Position 2495: 6.02734766310992e-07
Position 6271: 5.361560526733685e-07
Position 6005: 3.7461330034747314e-07
Position 4830: 3.5201100838280187e-07
Position 1626: 3.505641959021751e-07
Position 4221: 2.820948449515213e-07
Position 4534: 2.5374256180644257e-07
Position 5474: 2.5370251148369277e-07
Position 227: 2.2330015612896336e-07
Position 4661: 2.0083027085543436e-07
Position 4602: 1.9429060077318124e-07
Position 4161: 1.5609546802089355e-07
Position 874: 1.4035777161716992e-07
Position 4420: 1.3045302395888573e-07
Position 4097: 1.0159651083588328e-07
Position 1824: 8.067215468026721e-08
Position 885: 8.023078386887518e-08
Position 731: 6.814038520346526e-08
Position 4042: 5.824781745416783e-08
Position 1453: 5.563304262888278e-08
Position 4267: 5.152735187738056e-08
Position 1600: 2.760966117042402e-08
Position 623: 2.6466652188355623e-08
Position 393: 2.488968505865093e-08
Position 1297: 2.3658727515062398e-08
Position 1616: 2.3572635925208276e-08
Position 1042: 1.9684159865156134e-08
Position 1303: 1.7128211650796127e-08
Position 1398: 1.6361777477670317e-08
Position 844: 1.5745966734996462e-08
Position 1863: 5.986423905705318e-09
Position 1594: 2.9797920607332292e-09
Position 387: 2.392246674464389e-09
Position 644: 1.1633082308192845e-09
Position 79: 8.766945214977994e-10
Position 75: 7.940980407148559e-10
Position 626: 5.732303085799057e-10
Position 1022: 3.973646835029341e-10
Position 852: 2.1145409901906046e-10
Position 959: 1.6085518749942701e-10
Position 662: 5.965029729427018e-11
Position 698: 9.944283704920739e-12
Position 295: 1.0331184811038924e-12
Position 363: 4.181978259208463e-13
Position 695: 3.964573432685409e-13
Position 81: 3.151506014615899e-13
Position 273: 2.9177214939118346e-13
Position 213: 1.788596187894382e-14
Position 215: 3.915129360198829e-17
