Gene = mtgo
Position 2296: 2.4409173802108265e-08
Position 1074: 1.9731387962963257e-08
Position 2038: 1.292446286619357e-08
Position 2822: 1.1443718875187594e-08
Position 2971: 8.272127056431873e-09
Position 923: 6.641199586864898e-09
Position 2825: 4.950681746866259e-09
Position 2059: 4.01679295871638e-09
Position 2456: 3.998211344972015e-09
Position 2219: 2.178408628836323e-09
Position 715: 1.9634624521228003e-09
Position 795: 1.796925146889575e-09
Position 101: 1.7446409685263716e-09
Position 2221: 1.6956004732010203e-09
Position 1898: 7.2171165692108e-11
Position 73: 4.2245107614814724e-13
Position 331: 1.8277436518153222e-13
Position 340: 8.450184784942035e-15
Position 440: 4.647012203340407e-15
