Gene = Cka
Position 700: 2.2656197913623706e-05
Position 614: 2.085333287891274e-05
Position 727: 1.6137096041428467e-05
Position 649: 1.463031124174645e-05
Position 4234: 1.4021612048639848e-05
Position 4426: 1.2292026418761935e-05
Position 5722: 1.0227346214494602e-05
Position 3325: 9.510623507031472e-06
Position 195: 8.43749643107561e-06
Position 3554: 8.12669895130595e-06
Position 300: 5.145994718405763e-06
Position 4217: 5.1184042968367266e-06
Position 2322: 1.5770221300087748e-06
Position 470: 1.0560109579095567e-06
Position 3113: 1.0256874861944812e-06
Position 2456: 1.0022672209685915e-06
Position 3187: 6.316261902812777e-07
Position 377: 6.259169805809499e-07
Position 239: 2.7618158507085124e-07
Position 94: 9.020740662795485e-08
Position 280: 6.2053757668212e-08
Position 119: 6.039485834316426e-08
Position 74: 4.310909074313854e-08
Position 339: 1.4705854368559003e-08
Position 125: 5.750131714833886e-09
Position 99: 5.0328402621692105e-09
Position 123: 4.286589044267123e-09
Position 78: 1.2524517745568218e-10
Position 314: 3.439507069788607e-11
Position 323: 1.7457401922433022e-11
Position 76: 3.246532848494641e-16
