Gene = BHD
Position 488: 4.784455279230087e-09
Position 315: 2.012915915637846e-09
Position 419: 1.8663865401799996e-09
Position 905: 5.892270293437546e-10
Position 297: 2.2596601022003592e-10
Position 1170: 2.1556064893146213e-12
Position 647: 2.1258397029396714e-12
Position 1133: 1.9309799861051214e-12
Position 826: 1.733405689575648e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9404071770933236
Position 1501: 0.9322126749472667
Position 66: 0.050823273200375954
Position 1369: 0.04263052442853773
Position 1146: 0.03146979673544652
Position 75: 0.020148761629344644
Position 1537: 0.016220268202956783
Position 1346: 0.010495002277129378
Position 1108: 0.010125228007386904
Position 539: 0.007195766222948634
Position 512: 0.006991788331010788
Position 1043: 0.005582502242111326
Position 1506: 0.005569784488990819
Position 85: 0.004917285332356673
Position 424: 0.004140100574437148
Position 1642: 0.002697496583291512
Position 467: 0.0023953678448525822
Position 876: 0.0022743584250210828
Position 839: 0.001658801219159376
Position 1165: 0.0014787406571220127
Position 929: 0.0013922583879925744
Position 753: 0.0012407261705568815
Position 485: 0.0011521699141738367
Position 989: 0.0008529084606463754
Position 1162: 0.0008371077185815552
Position 856: 0.0005113491548254784
Position 90: 0.0003841413480997182
Position 1472: 0.0003750730810912225
Position 268: 0.00029669576889999763
Position 944: 0.00019324618515725254
Position 518: 0.00016326489526342648
Position 1394: 0.00014310941708718867
Position 1414: 0.00013344262584626994
Position 271: 0.0001089782925812205
Position 1016: 9.380355994431955e-05
Position 161: 8.536484259203693e-05
Position 820: 7.802896557865519e-05
Position 584: 6.883633645150177e-05
Position 1544: 6.82995061965436e-05
Position 699: 6.422394239376468e-05
Position 1012: 5.732894926416484e-05
Position 608: 5.390210834049485e-05
Position 659: 4.581124964223722e-05
Position 108: 4.124330131392723e-05
Position 776: 3.435881910276799e-05
Position 817: 2.529974370733483e-05
Position 722: 2.5266824305229853e-05
Position 1574: 2.131391278764705e-05
Position 563: 1.8405698814510355e-05
Position 128: 1.8135489808178048e-05
Position 1648: 1.7610002202963793e-05
Position 588: 1.6640956236931387e-05
Position 1559: 1.2188181454782263e-05
Position 947: 1.0841301287197942e-05
Position 902: 1.0622662113918362e-05
Position 87: 1.0196660077028047e-05
Position 1622: 8.956833153178081e-06
Position 206: 8.592561822638076e-06
Position 1233: 6.398494363128329e-06
Position 1411: 5.847107239737689e-06
Position 566: 4.805461290611947e-06
Position 248: 4.711811518296555e-06
Position 605: 4.613780757469285e-06
Position 1556: 3.476274074692863e-06
Position 301: 2.9502656510133657e-06
Position 599: 2.8415027229500573e-06
Position 620: 2.6281804878217204e-06
Position 203: 2.5442747851715346e-06
Position 578: 2.3988139395244007e-06
Position 308: 2.0892271639453724e-06
Position 1586: 1.2213307111560686e-06
Position 1606: 6.139071840340637e-07
Position 1420: 3.7737061395719604e-07
Position 179: 1.3708178241382832e-08
Position 347: 1.0849481734999823e-08
Position 169: 3.0511204568975963e-09
Position 385: 2.5138380993453704e-09
Position 334: 1.5746205789481069e-09
Position 361: 1.423899198868858e-09
Position 283: 6.34837365358811e-10
Position 326: 6.323096050977505e-10
Position 215: 5.11206240323488e-10
Position 389: 3.265051855969833e-10
Position 344: 8.795605546085684e-12
Position 185: 3.3921214975604795e-12
