Gene = Ptip
Position 2111: 0.0021682205201685157
Position 7635: 0.0018568641755902751
Position 178: 0.0018563460774475818
Position 936: 0.0018483747857697532
Position 6668: 0.0018336133994103186
Position 6671: 0.0017342918046273541
Position 2040: 0.0016713866999381257
Position 225: 0.0015661782821992827
Position 7887: 0.0015062879597221768
Position 4339: 0.0014909670143400948
Position 542: 0.00148143095049114
Position 26: 0.0013666020759199593
Position 1086: 0.0013149770862793313
Position 6372: 0.0012952305235112399
Position 5804: 0.0012820094480847318
Position 548: 0.0011835595422942668
Position 306: 0.0011402333626884273
Position 2930: 0.0010948441272319593
Position 7992: 0.0010527445809689986
Position 6806: 0.000988397826670354
Position 6255: 0.0009667617643935866
Position 6409: 0.0009631609909440497
Position 43: 0.0009274187701917495
Position 6537: 0.0008978161438273498
Position 5819: 0.0008857080748040252
Position 7346: 0.0008765597595145127
Position 7200: 0.0008544407882095979
Position 414: 0.0008240244649830557
Position 8360: 0.0007707535870807453
Position 534: 0.0007574602063336013
Position 8202: 0.0007397486066939551
Position 3404: 0.0007381565544417482
Position 416: 0.0007162185156831398
Position 440: 0.0006878621654872148
Position 6207: 0.0006637470225591743
Position 4891: 0.0006459520889436899
Position 2234: 0.0006348297204022017
Position 5560: 0.0005060059711639259
Position 8246: 0.0005039516199046723
Position 4198: 0.00048723895622646875
Position 7712: 0.000456463512389684
Position 412: 0.0004460255932283241
Position 7185: 0.000434104545926991
Position 3720: 0.00039234421721842764
Position 426: 0.000381968462468827
Position 1607: 0.00035015928870264974
Position 556: 0.00032099013435757146
Position 560: 0.00030748652784696464
Position 566: 0.00027383911327030595
Position 855: 0.00026901416929238093
Position 7792: 0.0002496653863454538
Position 515: 0.00022940652230236705
Position 1671: 0.00020538932314026012
Position 8505: 0.000170097138332984
Position 5710: 0.00016975524678764672
Position 1207: 0.0001595129434119289
Position 436: 0.00015784291338724713
Position 653: 0.0001576208918585731
Position 5816: 0.00015335718590510795
Position 6926: 0.00015334547794818045
Position 391: 0.00015328107849181313
Position 7855: 0.00013825647438789167
Position 682: 0.00013586836898672752
Position 5164: 0.00013414106077618218
Position 5477: 0.00013193881286266963
Position 2195: 0.000119638090213046
Position 1531: 0.00011890356073996084
Position 248: 0.00011690904342343786
Position 458: 0.00011342144257710868
Position 420: 0.00011334609282727795
Position 2165: 0.00011154012863215252
Position 971: 0.00011027102047936706
Position 693: 0.0001088741513250892
Position 7232: 0.00010691153154999871
Position 884: 0.00010211423882378154
Position 378: 0.00010150964888793489
Position 6731: 9.569061441840018e-05
Position 254: 9.398044914176977e-05
Position 1081: 8.64229314836288e-05
Position 434: 8.568324329171491e-05
Position 1040: 8.046930123368828e-05
Position 5060: 7.655324061949729e-05
Position 7365: 7.09624633863732e-05
Position 6971: 6.517349618679472e-05
Position 2387: 6.429739735187205e-05
Position 1657: 6.307753537603028e-05
Position 6840: 6.202535831631494e-05
Position 2183: 5.635502169582581e-05
Position 532: 5.197849109342312e-05
Position 1580: 5.086786650545242e-05
Position 2484: 4.8694436561825805e-05
Position 8594: 4.85626733633956e-05
Position 2114: 4.6389957520633596e-05
Position 3507: 4.4043196817223027e-05
Position 6862: 4.2539253761905105e-05
Position 593: 3.811250197334401e-05
Position 8654: 3.67089071338965e-05
Position 540: 2.9428693045310414e-05
Position 257: 2.878572544374388e-05
Position 328: 2.7672596622671286e-05
Position 5393: 2.1930624921774842e-05
Position 67: 2.1103247874807446e-05
Position 2096: 2.065184125032553e-05
Position 444: 1.620183708534087e-05
Position 129: 1.4404178661524582e-05
Position 4220: 1.3675888388254078e-05
Position 1008: 1.1735201983076625e-05
Position 4081: 1.1490886997519752e-05
Position 424: 1.0004212929362094e-05
Position 698: 8.62894562712262e-06
Position 587: 8.123516924248869e-06
Position 4072: 6.935778640106039e-06
Position 7230: 6.654548086365807e-06
Position 6877: 6.441665935367751e-06
Position 546: 5.75979825181226e-06
Position 3788: 5.67152230380934e-06
Position 3878: 5.53688726033309e-06
Position 7251: 2.9096835121075814e-06
Position 7152: 2.255421314088076e-06
Position 88: 1.3021531013094326e-06
Position 119: 1.1486330540385044e-06
Position 418: 9.768714437417266e-07
Position 989: 8.56661394717351e-07
Position 7662: 7.970968306858226e-07
Position 7146: 6.754552984931749e-07
Position 83: 6.257034989828261e-07
Position 778: 5.264562492751785e-07
Position 7871: 4.3617293856746277e-07
Position 7937: 4.2410644079373346e-07
Position 7915: 3.484846995197509e-07
Position 5170: 3.2855344038114757e-07
Position 385: 2.3978184846666124e-07
Position 7640: 2.3135515551049564e-07
Position 8040: 2.056945759516275e-07
Position 7362: 1.1535953214061669e-07
Position 7632: 8.938701684111523e-08
Position 3819: 4.920532851220706e-08
Position 8091: 1.858991537591546e-08
Position 8302: 1.8427733705788856e-08
Position 4078: 1.4468485329662078e-08
Position 8159: 8.304428317240178e-09
Position 6307: 3.9440944488567975e-09
Position 7434: 3.916659624497512e-09
Position 7528: 6.024701790442949e-10
Position 7574: 2.954833212302633e-12
Position 7454: 1.4177909942135065e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 7296: 0.9991720977909387
Position 3331: 0.9951623678553424
Position 7002: 0.9899416583970386
Position 5639: 0.9699334356262476
Position 730: 0.8436149510568108
Position 5001: 0.6579037283765502
Position 3936: 0.37902208195596615
Position 2908: 0.28972068271872187
Position 8597: 0.09617418191556315
Position 3529: 0.07608771685556977
Position 6395: 0.06710480622506064
Position 3124: 0.056211634407875674
Position 3070: 0.04350709911258482
Position 6472: 0.037335411887150324
Position 4779: 0.030659468438542458
Position 5604: 0.023858128321556604
Position 5427: 0.023320170296404784
Position 8043: 0.022696222397127853
Position 2308: 0.021880467578807673
Position 4461: 0.021124385802957703
Position 5412: 0.020130680128393835
Position 1987: 0.017105319134077767
Position 7463: 0.016126756021167695
Position 5866: 0.013235998745896014
Position 5283: 0.012156058350177872
Position 8755: 0.011343242075940074
Position 2527: 0.010730039719567354
Position 6730: 0.010711136556443412
Position 2594: 0.008707101039110182
Position 7034: 0.008570926564350642
Position 5340: 0.008519475773310204
Position 6600: 0.007683701742112158
Position 1732: 0.007414120900676645
Position 4230: 0.007395775798959005
Position 3957: 0.00669799334554757
Position 3094: 0.006614218366640812
Position 4062: 0.006435515311638398
Position 8428: 0.005821248521832991
Position 8388: 0.005183479238119781
Position 4278: 0.005167593909989052
Position 4131: 0.004944529832888514
Position 6280: 0.004628347767312053
Position 8089: 0.0035102641037688394
Position 8492: 0.0032999822108037776
Position 7924: 0.0030718210602700777
Position 5334: 0.0030684994338844467
Position 7507: 0.003006109152032115
Position 4494: 0.0027962348745225463
Position 7956: 0.0026044275384002236
Position 8619: 0.0024881537163637378
Position 2884: 0.002485132409961838
Position 4431: 0.00248480430190229
Position 3998: 0.002320337749926924
Position 4785: 0.0022331075711147616
Position 3781: 0.0022008734404065197
Position 6553: 0.001908572693741583
Position 3532: 0.0016747514680908189
Position 4743: 0.0016529904883933527
Position 4434: 0.0016195987074118783
Position 8324: 0.0015430026063552444
Position 7712: 0.001537254577617888
Position 4563: 0.0014454530703647515
Position 8082: 0.001426949652508767
Position 4239: 0.001417983152219978
Position 3340: 0.001389290643612454
Position 8567: 0.001360770443799875
Position 8525: 0.0012980094030268137
Position 4155: 0.0012925628605560545
Position 748: 0.0012848674795511315
Position 7878: 0.0012502490186038458
Position 4971: 0.0012494346950649772
Position 4524: 0.0012410142790739366
Position 3775: 0.0012161181706381043
Position 4128: 0.0011646711606158986
Position 8552: 0.0011556293334476343
Position 4272: 0.0011302526135896695
Position 8302: 0.0009661241269459844
Position 6862: 0.0009594986602764024
Position 4089: 0.0009385992718388293
Position 8759: 0.0009317920274595098
Position 5908: 0.0009008566320719611
Position 8696: 0.000892232904334705
Position 4257: 0.0008860625934383377
Position 6626: 0.0008713846966738818
Position 4254: 0.0008693889858776458
Position 5872: 0.0008256225051465462
Position 5148: 0.0008210897365125623
Position 5923: 0.0008040896743876563
Position 6405: 0.0007878784549121504
Position 4398: 0.0007750172230313835
Position 2788: 0.0007463780870360377
Position 3364: 0.0007294091886037208
Position 8305: 0.0007085969374261941
Position 1657: 0.0006747714872659576
Position 8226: 0.0006680499109253385
Position 8673: 0.0006578266596429283
Position 5785: 0.0006463748032558958
Position 1729: 0.0006104700043797916
Position 4134: 0.000600698390755895
Position 3954: 0.0005828277541738258
Position 6493: 0.0005610014553344219
Position 8134: 0.0005555941534312503
Position 5211: 0.0005439359333811825
Position 8462: 0.0005411075256911713
Position 4395: 0.0005389674105835309
Position 1618: 0.0005295371813368517
Position 5208: 0.0005199206020859655
Position 4308: 0.0005199092479750086
Position 4377: 0.0005180041608903127
Position 3343: 0.0004685821316143866
Position 3969: 0.00045679120724352227
Position 7013: 0.0004474336153328081
Position 4815: 0.000445447336968029
Position 1663: 0.00042146627897973087
Position 1903: 0.0004196041915797621
Position 7595: 0.0003544439486366952
Position 5618: 0.00034827763615680586
Position 3361: 0.00030921889601480255
Position 8654: 0.0003044478397342618
Position 1801: 0.00028706933657962933
Position 5013: 0.00028242721772023694
Position 5118: 0.0002534528669697176
Position 7640: 0.0002451812936466541
Position 6307: 0.00021264277097570084
Position 4374: 0.00021234547217392297
Position 8437: 0.00019616470033124512
Position 5671: 0.00018345473304056179
Position 4110: 0.0001634162897134622
Position 7604: 0.00016062953253841863
Position 7480: 0.0001598447397367456
Position 5726: 0.00015110171771072243
Position 4869: 0.00014725506404648727
Position 4311: 0.0001469199369839638
Position 3507: 0.00013789491232993881
Position 4152: 0.0001358567307698364
Position 3784: 0.0001287915690499291
Position 1906: 0.0001095392464155747
Position 4566: 9.525484516489699e-05
Position 4005: 7.065624205096752e-05
Position 3563: 6.820358436944073e-05
Position 5812: 6.549251988564883e-05
Position 3808: 6.38017586594503e-05
Position 4038: 6.250203600428658e-05
Position 4449: 6.181269968609189e-05
Position 3535: 6.10943392466156e-05
Position 8718: 6.1083329270042e-05
Position 4314: 6.005542429035413e-05
Position 4281: 5.898552849833812e-05
Position 129: 4.605494409958987e-05
Position 7124: 3.6819624979873844e-05
Position 452: 3.643666737566526e-05
Position 3832: 3.4972671555677587e-05
Position 7055: 3.480288926247123e-05
Position 7037: 1.749602735063148e-05
Position 3367: 1.0327879073804118e-05
Position 7155: 7.490937944723911e-06
Position 2024: 7.031131086623618e-06
Position 1759: 5.689003739978797e-06
Position 7323: 4.72606159537329e-06
Position 7184: 4.693628417723461e-06
Position 7127: 4.161902461117415e-06
Position 855: 2.219770397983926e-06
Position 234: 1.828054269705028e-06
Position 181: 1.275378407239168e-06
Position 102: 1.2171585776547166e-06
Position 243: 1.1534856654357136e-06
Position 195: 2.800172784536451e-07
Position 248: 2.783286103436905e-07
Position 7331: 2.5605646414628695e-07
Position 225: 1.2156435007484755e-07
Position 150: 8.177703183711489e-08
Position 7260: 6.469228133523671e-08
Position 245: 6.150801638748191e-08
Position 145: 5.130139496393483e-08
Position 291: 1.8164509887633364e-08
Position 7414: 1.3804303437478632e-08
Position 296: 7.0214760077149225e-09
Position 312: 5.317976749678593e-09
Position 282: 4.462662000523262e-09
Position 464: 4.347111417976743e-09
Position 204: 2.5610565228119153e-09
Position 207: 1.7961765245317798e-09
Position 7360: 1.4832024411811305e-09
Position 219: 8.913714713790653e-10
Position 7384: 8.600327955940692e-10
Position 515: 7.18744400523415e-10
Position 7434: 4.4938167111034454e-10
Position 254: 3.7372478567093777e-10
Position 7442: 1.7539850008671675e-10
