Gene = lama
Position 2345: 0.0033816752038833314
Position 254: 0.0030466933988688057
Position 11288: 0.0028641571778369786
Position 11181: 0.0024761027476906117
Position 10808: 0.0024091839957408184
Position 11211: 0.0023219218277358796
Position 2383: 0.0021170067898844823
Position 4243: 0.0020554474803722695
Position 1972: 0.0019217968391848077
Position 426: 0.001835176384180629
Position 12192: 0.0017573599052440807
Position 1977: 0.0016079639704355507
Position 1152: 0.0015449273574526302
Position 11063: 0.0013567362049250007
Position 1193: 0.001314931253571968
Position 12235: 0.001299405362553973
Position 11613: 0.0012317668808060317
Position 1360: 0.0012211844236437502
Position 10805: 0.0010841300106205901
Position 1454: 0.001071972937958179
Position 7176: 0.0010519225078559455
Position 289: 0.001046086898284692
Position 1895: 0.0009746723025852498
Position 4578: 0.0009503901255441439
Position 858: 0.0009097815964564535
Position 1228: 0.0008034161368941073
Position 928: 0.0007889081070972051
Position 991: 0.000726958141576895
Position 10484: 0.0006335643947771979
Position 164: 0.000596136342769854
Position 1755: 0.0005647217340643705
Position 10202: 0.0005501969072893059
Position 351: 0.0005092601760886664
Position 2080: 0.0004998597420657341
Position 1490: 0.0004963232214255684
Position 11095: 0.0004800975916302064
Position 2380: 0.0004381580975965722
Position 10798: 0.00040731171161906466
Position 567: 0.0004052587409370527
Position 1545: 0.00038596639590497597
Position 2031: 0.0003266696826568216
Position 11144: 0.00031045607574953747
Position 12033: 0.00030531639292295115
Position 893: 0.00022194799828946163
Position 11413: 0.0002209869899392148
Position 3118: 0.00018934310865496607
Position 10387: 0.00017410952644027986
Position 11324: 0.00016582189621592815
Position 11246: 0.00014698391953445872
Position 11644: 0.00012960609862200912
Position 667: 0.00012640059784596223
Position 3113: 0.0001179359166611271
Position 2179: 0.00011643266866566911
Position 11072: 0.00011262927908927546
Position 1196: 0.00010936514549809919
Position 2918: 0.00010285711920219074
Position 12278: 9.695038666721021e-05
Position 10167: 9.691968186036164e-05
Position 10696: 7.403072597459678e-05
Position 784: 4.940857369096599e-05
Position 10988: 4.7544295223948035e-05
Position 974: 4.29219484560878e-05
Position 855: 3.7856301846217785e-05
Position 296: 3.7496269393159596e-05
Position 366: 3.604621257732977e-05
Position 389: 2.9414544320351142e-05
Position 416: 2.579975321966681e-05
Position 172: 2.4777540551510945e-05
Position 1398: 2.318758054729907e-05
Position 340: 2.1835806714100964e-05
Position 9296: 2.1460027211291273e-05
Position 201: 1.5456582697112294e-05
Position 1211: 1.46613952232086e-05
Position 900: 1.4252357436306608e-05
Position 1909: 1.4220569791146553e-05
Position 2448: 1.401995802429143e-05
Position 741: 1.201138401895498e-05
Position 2288: 1.1841126127691223e-05
Position 3097: 1.005319808167042e-05
Position 1313: 8.995468978651689e-06
Position 324: 5.036398669918018e-06
Position 10598: 4.120853853421188e-06
Position 8629: 2.622546638167409e-06
Position 1549: 2.2310953354600713e-06
Position 1775: 2.048034472894488e-06
Position 3066: 1.8613615722145914e-06
Position 174: 1.7387673398663273e-06
Position 10463: 1.4015681251606001e-06
Position 1363: 1.369355224724984e-06
Position 2470: 9.932342801474393e-07
Position 10421: 9.70087324663108e-07
Position 10427: 6.069694662580201e-07
Position 10360: 5.028770861853609e-07
Position 10634: 1.8091303729115553e-07
Position 10349: 1.6989913880948803e-07
Position 10367: 1.511128779090616e-07
Position 10715: 8.7289505931524e-08
Position 10607: 6.790701531493138e-08
Position 660: 2.6785584933683765e-08
Position 303: 2.5986044977700107e-08
Position 229: 2.033941675561335e-08
Position 370: 1.9760096621775136e-08
Position 10619: 1.2136880311780878e-08
Position 10724: 1.0269380580861305e-08
Position 581: 1.0112328110017482e-08
Position 10490: 8.073673293404107e-09
Position 10639: 8.00407811230088e-09
Position 10727: 7.967093481855692e-09
Position 10544: 1.5255492803132745e-09
Position 223: 5.112907043334879e-10
Position 235: 4.776375485549593e-10
Position 195: 3.0934102922577097e-10
Position 53: 1.9863171811736774e-11
Position 208: 8.766513011236018e-12
Position 77: 2.4610264304299028e-12
Position 373: 1.6506636403349223e-12
Position 109: 1.5924344841233608e-12
Position 105: 7.985641070812453e-13
Position 57: 7.212937595856034e-13
Position 87: 4.0205811990686937e-13
