Gene = GlyP
Position 1174: 0.00046513642854016
Position 6241: 0.0004255535204870389
Position 237: 0.0004086627783378488
Position 507: 0.00039393716562586564
Position 4973: 0.00039309788612072657
Position 2069: 0.0003656872515870365
Position 3958: 0.0003563768706318301
Position 3435: 0.0003470558775701149
Position 4451: 0.0003369657017256721
Position 2844: 0.00027141038639580964
Position 1347: 0.0002671404189013696
Position 1446: 0.00026451967633051547
Position 5964: 0.0002538705481419868
Position 3087: 0.00019976146032132204
Position 4691: 0.00017527673546161978
Position 1508: 0.00017042726636426028
Position 6224: 0.00013861684599875666
Position 3706: 0.00013372933700292868
Position 1655: 0.00012020039082377529
Position 4391: 0.00011360624759358056
Position 347: 0.00011188757650289515
Position 1547: 0.00010932204078522552
Position 720: 0.00010882340371063927
Position 4322: 9.624589931013982e-05
Position 1866: 9.100063538934832e-05
Position 2568: 8.950058451434043e-05
Position 6123: 8.207609507087902e-05
Position 381: 6.898467488451031e-05
Position 2120: 6.440680289854364e-05
Position 1844: 6.252633635224509e-05
Position 3144: 5.7083299078535275e-05
Position 2981: 5.7081672467677176e-05
Position 1485: 5.625357034976037e-05
Position 1218: 5.5248284037375695e-05
Position 3193: 4.8469500466116905e-05
Position 2474: 4.781873344835186e-05
Position 1828: 4.718634857631575e-05
Position 2876: 4.2713960072865096e-05
Position 2389: 4.259594954434401e-05
Position 1023: 4.2051946723570715e-05
Position 5929: 3.3620121419283095e-05
Position 2457: 2.9255180930531262e-05
Position 6171: 2.2690627267461065e-05
Position 171: 2.1513022080489176e-05
Position 414: 2.0705576972771774e-05
Position 811: 1.8145629832078042e-05
Position 6428: 1.3527299701959614e-05
Position 5924: 1.3259578210601284e-05
Position 6387: 1.1750326818019385e-05
Position 160: 1.1494144446529145e-05
Position 1566: 1.1048292290159891e-05
Position 1563: 9.676234538505552e-06
Position 1417: 9.196775746182008e-06
Position 6371: 8.0998077326901e-06
Position 192: 7.111409374750497e-06
Position 2083: 5.721008582025389e-06
Position 2159: 3.811023107358789e-06
Position 1887: 3.330441335740671e-06
Position 1028: 3.0001613825286536e-06
Position 2603: 2.9714455942705652e-06
Position 1961: 2.793438951426367e-06
Position 554: 2.7454988019735555e-06
Position 1274: 2.6235572366140553e-06
Position 1360: 2.5791471007270407e-06
Position 2246: 2.3860150133983526e-06
Position 6415: 2.2169530234431927e-06
Position 6300: 2.1167484337282643e-06
Position 1215: 8.957546508909591e-07
Position 793: 8.443880604134338e-07
Position 2942: 6.809455258846004e-07
Position 417: 5.404459476863477e-07
Position 288: 3.362359129753814e-07
Position 2127: 2.819189461975561e-07
Position 148: 2.3070911320127982e-07
Position 1070: 6.4121794833853246e-09
Position 2020: 2.4345904643632826e-09
Position 1131: 1.240022709098499e-09
Position 1203: 1.2343973471267093e-09
Position 1058: 1.2082567200251511e-10
Position 150: 1.2396038976240804e-11
Position 176: 1.2202161661287734e-11
