Gene = sick
Position 5533: 9.833844768972971e-11
Position 2393: 6.822765768931273e-11
Position 424: 6.769536124226802e-11
Position 1167: 5.7820799633703955e-11
Position 4717: 4.008138012526215e-11
Position 6847: 3.9829161880604615e-11
Position 6852: 3.883103759701447e-11
Position 433: 2.0539618238710418e-11
Position 4120: 1.471873922670867e-11
Position 5698: 1.2551059126569137e-11
Position 430: 9.925186931682838e-12
Position 5830: 9.165020060539835e-12
Position 4620: 4.548635466156036e-12
Position 4075: 3.7398194991151694e-12
Position 4500: 2.534897810318671e-12
Position 3188: 1.3027196576423824e-12
Position 2840: 7.850443679200106e-13
Position 2767: 6.232099250795853e-13
Position 2808: 2.7726030687292794e-13
Position 2772: 2.1186256917926083e-13
Position 1486: 1.8324069526971893e-14
Position 1698: 1.8198971202561466e-14
Position 1971: 1.6993598114829936e-14
Position 1577: 1.5464398981124683e-14
Position 439: 6.381136075861514e-17
Position 436: 2.1821135490067488e-17
Position 77: 1.6303601564954328e-17
Position 334: 1.0237456503373607e-17
Position 92: 5.1459611159962345e-18
Position 153: 4.589859799666562e-18
Position 53: 4.472687077350629e-18
Position 95: 3.58180287084e-18
Position 146: 2.119742502768783e-18
Position 162: 9.895669480786883e-19
Position 157: 9.722295801709317e-28
