Gene = melt
Position 7044: 0.00016553163886721156
Position 967: 0.00015744871260380057
Position 7561: 0.000125787762175784
Position 350: 0.00012217033558527566
Position 79: 0.00011208445011484826
Position 8428: 9.79218650820965e-05
Position 549: 9.675110539059642e-05
Position 261: 9.202831833162252e-05
Position 8127: 8.447092027626164e-05
Position 8266: 8.369278625695417e-05
Position 7137: 8.250671112483999e-05
Position 132: 7.114691235192427e-05
Position 8272: 6.631196904741943e-05
Position 7716: 6.383276759071376e-05
Position 5458: 6.23964986114117e-05
Position 6234: 5.948543204924539e-05
Position 7367: 5.589318458254221e-05
Position 5481: 4.908642980708323e-05
Position 7678: 4.774751666021548e-05
Position 6267: 4.6418969693543034e-05
Position 195: 4.518347233951533e-05
Position 6750: 4.24563741816665e-05
Position 389: 3.711373187972226e-05
Position 5492: 3.61546195914887e-05
Position 6764: 3.482712697983085e-05
Position 8109: 3.242331536375888e-05
Position 6467: 2.9780574842558153e-05
Position 7695: 2.684856085507822e-05
Position 7439: 2.6588696526406095e-05
Position 5968: 2.6424488610241473e-05
Position 897: 2.2648933838413804e-05
Position 211: 2.2314284293388517e-05
Position 6934: 2.1998062313856225e-05
Position 7765: 1.9715154467077875e-05
Position 6701: 1.8790647029392776e-05
Position 8023: 1.531100537509958e-05
Position 8469: 1.4450755396686706e-05
Position 45: 1.3433181875461003e-05
Position 7502: 1.3324627559768044e-05
Position 6333: 1.1736194862508088e-05
Position 810: 1.047152482749133e-05
Position 6095: 1.0197164326507975e-05
Position 95: 9.751480716036547e-06
Position 910: 8.535482360006455e-06
Position 5513: 8.487455219159983e-06
Position 6936: 8.183451056911596e-06
Position 73: 7.607717064778052e-06
Position 5929: 7.537308485101635e-06
Position 8503: 5.96068233150256e-06
Position 940: 5.787246187631605e-06
Position 7830: 5.774506978335069e-06
Position 523: 5.491419130031466e-06
Position 7408: 5.384597672213874e-06
Position 97: 5.244957989073268e-06
Position 6299: 5.143411663062322e-06
Position 7541: 4.9226439592087386e-06
Position 6982: 4.868681719848697e-06
Position 7983: 4.838505375041522e-06
Position 7428: 4.756725454428776e-06
Position 443: 4.648805097872779e-06
Position 7072: 4.195249139369367e-06
Position 5345: 4.186559103601828e-06
Position 1107: 4.074820339728443e-06
Position 6420: 3.6574318950176705e-06
Position 180: 3.622193015333138e-06
Position 5011: 3.5078853180365353e-06
Position 1000: 2.981028881446463e-06
Position 7335: 2.829045030941072e-06
Position 664: 2.755742982110637e-06
Position 7671: 2.5743832483311175e-06
Position 7530: 2.497045536229149e-06
Position 795: 2.479240196430892e-06
Position 908: 2.3401816293403927e-06
Position 833: 2.3266393921462407e-06
Position 7091: 2.233499084502304e-06
Position 890: 2.2045783458094884e-06
Position 716: 2.2043696771288494e-06
Position 8114: 2.119019050452271e-06
Position 8017: 2.0096712102861137e-06
Position 453: 1.93298612768784e-06
Position 6158: 1.8355456647108397e-06
Position 7028: 1.6055246236503095e-06
Position 6518: 1.3639567717825375e-06
Position 165: 1.0670834644635778e-06
Position 6269: 9.86394687667953e-07
Position 7275: 8.638912907976861e-07
Position 6386: 7.523725528559077e-07
Position 7394: 7.308570671228453e-07
Position 121: 6.69106485382337e-07
Position 7636: 6.634397272282223e-07
Position 103: 6.274826503842833e-07
Position 6990: 6.238487897075704e-07
Position 7228: 4.302932835180383e-07
Position 5943: 4.2525274698096816e-07
Position 553: 3.309489501144373e-07
Position 119: 3.2021704602451316e-07
Position 8014: 2.3433683594770194e-07
Position 7669: 1.901941799009344e-07
Position 25: 1.6187812197504666e-07
Position 526: 1.0222843722829876e-07
Position 732: 8.019552397947427e-08
Position 4957: 4.172207097169011e-08
Position 7649: 3.382229411155357e-08
Position 7887: 1.0179259619807658e-08
Position 7872: 9.447399868941453e-09
Position 5898: 8.666152741977752e-09
Position 5847: 6.836990478517994e-09
Position 4946: 4.696843844147488e-09
Position 5278: 3.342985598442322e-09
Position 5000: 1.3895181722198166e-09
Position 5030: 1.0587736235581658e-09
Position 4936: 9.477562756288226e-10
Position 5932: 8.724119349848632e-10
Position 7996: 7.961952633814038e-10
Position 5379: 6.959229529875321e-10
Position 6655: 2.599897109853294e-10
Position 6437: 1.6753529513001617e-10
Position 4933: 1.7623273492623726e-11
Position 5962: 4.043876310425523e-12
Position 7259: 2.492381231450257e-12
Position 7262: 2.150890288911768e-12
Position 7214: 1.6752217635566964e-12
Position 1273: 6.487303537173486e-13
Position 931: 3.1362620128675694e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 7620: 0.9998547584428776
Position 7961: 0.9974899755005503
Position 6848: 0.9942960877479545
Position 7427: 0.9914268662094284
Position 4869: 0.9829511324780636
Position 6041: 0.9131157682699396
Position 7210: 0.8970482299450623
Position 5183: 0.8252689960919023
Position 4656: 0.8143633213644634
Position 1970: 0.18269772857048736
Position 5234: 0.15652963933878342
Position 4665: 0.09404159770570802
Position 2146: 0.06953394311180168
Position 7192: 0.05713863247703073
Position 1874: 0.046780677334348646
Position 4203: 0.04645373457864539
Position 6047: 0.04362582650428328
Position 7254: 0.03211468053524699
Position 6082: 0.025445553727603234
Position 1080: 0.02457741110518573
Position 6688: 0.022470691971126985
Position 6655: 0.01990520285094339
Position 1898: 0.019858308158538163
Position 5390: 0.017540330434032275
Position 4883: 0.014212888944979074
Position 1060: 0.014164983151369291
Position 3709: 0.013871198550001978
Position 1071: 0.013391180781453122
Position 2121: 0.012109363415945009
Position 4728: 0.009828695366640949
Position 1173: 0.008184495757668468
Position 6059: 0.006589298242197768
Position 7227: 0.006352277686863006
Position 6544: 0.0059857289305060325
Position 2358: 0.0051902774493601655
Position 3581: 0.005080127410189547
Position 1083: 0.004978522715117033
Position 3392: 0.004959060885828256
Position 443: 0.004906507780391312
Position 139: 0.004694198691548319
Position 1337: 0.004638228308443565
Position 5702: 0.0046357534367791236
Position 2319: 0.0042340011534602925
Position 814: 0.004166539419858848
Position 8547: 0.0038628054343213896
Position 5199: 0.0036388525109885507
Position 1556: 0.003614765468645982
Position 2804: 0.003397719313516845
Position 5246: 0.0029638018632058526
Position 3615: 0.002863583192723025
Position 6854: 0.0027607973157019647
Position 3800: 0.002608635495873012
Position 8036: 0.002583502194441803
Position 7493: 0.0023619663452824134
Position 8063: 0.002077729215006977
Position 5214: 0.0019971992086722703
Position 5456: 0.0017571455463769236
Position 6694: 0.0015822559120403621
Position 5468: 0.0014567216169875223
Position 1728: 0.001221140056743403
Position 6343: 0.0012103546805979312
Position 261: 0.0011151498404485833
Position 1230: 0.0010899212918036706
Position 6934: 0.0010363844090243493
Position 5594: 0.0008511276331871783
Position 3817: 0.0008175670658454692
Position 549: 0.0007835545421686493
Position 8485: 0.0007757113814855368
Position 6609: 0.0007651962721269631
Position 1914: 0.0007241350178760262
Position 3961: 0.0006740061636246902
Position 4148: 0.0006556072089068882
Position 1189: 0.0005857375604517994
Position 5664: 0.0005647016553419151
Position 4929: 0.0005460505152107239
Position 318: 0.0005251319746306418
Position 4878: 0.000497358348364471
Position 6995: 0.00045999343077161365
Position 1831: 0.00044727038891990745
Position 7968: 0.0004420272071027642
Position 6147: 0.0004382177283194243
Position 1945: 0.00042705419337355757
Position 2166: 0.00042227832264068066
Position 838: 0.000419788220730563
Position 8510: 0.00041636697855173014
Position 7784: 0.00041435432334342904
Position 403: 0.00040176264105563485
Position 8310: 0.0003566276595683896
Position 3293: 0.00035140149130766273
Position 6515: 0.00031657191599119693
Position 5510: 0.0003018673490314291
Position 1197: 0.00029279852781920277
Position 8006: 0.00028790818517949264
Position 6563: 0.0002822477243564213
Position 6898: 0.00027708000876538997
Position 6184: 0.0002708859193066982
Position 8191: 0.00026869595265430034
Position 890: 0.0002654210364029572
Position 1123: 0.00023947424811982698
Position 7433: 0.00023600360977453532
Position 6446: 0.00021253261815740374
Position 5581: 0.0002044651606401879
Position 152: 0.00018618502231383823
Position 860: 0.0001741750422375466
Position 159: 0.00016954122732242398
Position 7439: 0.00015559426660984708
Position 1990: 0.00015204989159426933
Position 7471: 0.00015048308585785864
Position 484: 0.00014954326004054118
Position 5615: 0.0001492980072171952
Position 5513: 0.0001408725330468752
Position 2247: 0.00014062199742390563
Position 1474: 0.0001401649935957598
Position 6090: 0.00013159120936326083
Position 618: 0.00012288035969606467
Position 1560: 0.00012122644706913163
Position 7436: 0.00011833302613209143
Position 5278: 0.00011810558978307188
Position 1105: 0.00011142904402560238
Position 6913: 0.00011022296423535201
Position 406: 9.689789911231482e-05
Position 4914: 9.383337837988972e-05
Position 8078: 7.859343757885164e-05
Position 1371: 7.766809446217898e-05
Position 8444: 7.263608470391717e-05
Position 1128: 6.943441073816744e-05
Position 7317: 6.732042740855297e-05
Position 8316: 6.470658962264356e-05
Position 1201: 6.446325435107926e-05
Position 7991: 5.755850979494694e-05
Position 7450: 5.710962537361e-05
Position 8281: 4.923344756018022e-05
Position 5847: 4.887380611111559e-05
Position 6352: 3.899873044432874e-05
Position 2587: 3.7570370139840606e-05
Position 8277: 3.489476876323726e-05
Position 7963: 3.42265580421693e-05
Position 6974: 3.3751732123582966e-05
Position 6850: 3.239475779345182e-05
Position 7393: 2.995351673519903e-05
Position 6409: 2.6100892415763802e-05
Position 967: 2.5993866420329874e-05
Position 931: 2.456653703599918e-05
Position 5648: 2.3729475200427364e-05
Position 2545: 1.8588009710825452e-05
Position 7761: 1.8544954856233782e-05
Position 8302: 1.6677907312798267e-05
Position 456: 1.650984059370055e-05
Position 896: 1.5671080339013003e-05
Position 5379: 1.5251482761629121e-05
Position 7028: 1.4970041888120962e-05
Position 6233: 1.404541547730767e-05
Position 195: 1.3677233760453965e-05
Position 5489: 1.322626567011054e-05
Position 8331: 1.3108866937574995e-05
Position 8414: 1.2671879080656004e-05
Position 459: 1.2629624035342434e-05
Position 8144: 1.2618654875523484e-05
Position 8084: 1.2224390710889427e-05
Position 2540: 1.217275244590207e-05
Position 165: 1.1416560474376164e-05
Position 2083: 1.0659033815273109e-05
Position 592: 1.0654407885238704e-05
Position 1102: 9.277484568132686e-06
Position 453: 8.78420263828383e-06
Position 7481: 8.088443873174798e-06
Position 499: 7.86590275577435e-06
Position 5569: 7.237042804708187e-06
Position 7791: 6.2355697903591275e-06
Position 5626: 5.8950091684399105e-06
Position 7728: 4.970074976701331e-06
Position 409: 4.23245737907249e-06
Position 6910: 4.148757325177547e-06
Position 7078: 4.042732162606332e-06
Position 6807: 4.011979607771023e-06
Position 8168: 3.943145801655052e-06
Position 7550: 3.3813634331736504e-06
Position 940: 3.196232914732004e-06
Position 7052: 2.9753134837198323e-06
Position 695: 2.8537936126726016e-06
Position 7629: 2.4752622715624865e-06
Position 8283: 2.4554597130711316e-06
Position 908: 2.230017389443227e-06
Position 7010: 1.6022138127944244e-06
Position 8176: 1.4113460647126105e-06
Position 7502: 1.3359160876274746e-06
Position 6604: 1.3186333481600914e-06
Position 1094: 1.1119772357680372e-06
Position 8424: 1.0915500333030525e-06
Position 7686: 6.472829728459165e-07
Position 7516: 5.90329169732433e-07
Position 7815: 5.702147203328458e-07
Position 508: 5.387926588955988e-07
Position 285: 5.367312501613516e-07
Position 7690: 5.24141067936302e-07
Position 7351: 4.228587369298833e-07
Position 761: 4.196371191320757e-07
Position 7809: 3.743229523149584e-07
Position 7844: 3.2858280160972406e-07
Position 664: 3.1037824767753805e-07
Position 7824: 2.888948794453415e-07
Position 753: 2.8552492468940366e-07
Position 7593: 1.6380154499357302e-07
Position 7677: 1.2877380764032933e-07
Position 795: 9.209142699946727e-08
Position 692: 8.868754470640594e-08
Position 7821: 7.458582740383356e-08
Position 7587: 5.5069688333137644e-08
Position 7537: 4.912818967311594e-08
Position 649: 4.7593756892021584e-08
Position 7644: 3.74017865092927e-08
Position 7818: 3.076267786320249e-08
Position 7897: 2.7937405966880655e-08
Position 174: 2.4737732575472815e-08
Position 7830: 1.0907954053412001e-08
Position 505: 9.36273314193625e-09
Position 7879: 5.2903579925408125e-09
Position 362: 2.060941455233811e-09
Position 205: 2.182298420227204e-17
Position 211: 1.559502946615567e-17
Position 342: 6.768870858175568e-18
Position 701: 5.656142351474928e-18
