Gene = lt
Position 626: 0.001873141307294465
Position 389: 0.001590656023123634
Position 2725: 0.0015805277163603944
Position 6113: 0.0014606744311865512
Position 1434: 0.0012878000267285464
Position 1290: 0.0012289314848950269
Position 1508: 0.0012056185904580775
Position 1532: 0.001188970914990795
Position 6553: 0.001070955546036458
Position 1179: 0.00088316942376268
Position 651: 0.000795754095787198
Position 9266: 0.00070693815150099
Position 5336: 0.0005997862274588812
Position 1172: 0.0005846217904935264
Position 1040: 0.0005152163662481467
Position 1494: 0.0004950917876720739
Position 5266: 0.000439407546759886
Position 3907: 0.0003542451751335936
Position 425: 0.00033476172776445475
Position 7264: 0.0002987602068291053
Position 5760: 0.00027721136021060914
Position 447: 0.00027457659479576213
Position 126: 0.00025401689033692574
Position 1015: 0.0002519985228553026
Position 632: 0.00024437567934796706
Position 8123: 0.0002328438748453789
Position 8000: 0.00021266674863141936
Position 1573: 0.00017260516614099426
Position 7476: 0.00016022862025107858
Position 4092: 0.0001417666395802878
Position 5130: 0.00012866450665644823
Position 1271: 0.00012724120487264042
Position 296: 0.00011702010817038847
Position 110: 0.00011070079560270875
Position 491: 9.078384651697635e-05
Position 3541: 8.391288032484769e-05
Position 1188: 8.267717758681274e-05
Position 7535: 8.246805463733937e-05
Position 6563: 6.079182307708892e-05
Position 5548: 6.016039864373154e-05
Position 6427: 5.4940989311857024e-05
Position 467: 5.185222850392114e-05
Position 3128: 3.6826514054139495e-05
Position 6477: 3.655084503878314e-05
Position 3597: 2.6931417126299152e-05
Position 6622: 2.0217363095109013e-05
Position 3108: 1.9123285703969614e-05
Position 485: 1.763043747908219e-05
Position 700: 1.701908963206134e-05
Position 6459: 1.657968474642485e-05
Position 3053: 1.606092157191063e-05
Position 203: 1.5196697482615612e-05
Position 1831: 1.0290332993249451e-05
Position 3698: 1.026564665654323e-05
Position 3947: 1.0207443424352887e-05
Position 312: 7.479731061649512e-06
Position 1359: 5.7299711029667346e-06
Position 1554: 5.4640870137489645e-06
Position 4583: 5.144936836487648e-06
Position 5086: 4.2975620370818145e-06
Position 679: 4.182829279245498e-06
Position 692: 4.152881051009776e-06
Position 505: 4.030538839837271e-06
Position 339: 3.9138595605332e-06
Position 556: 3.6426600757323667e-06
Position 237: 3.2516246118866935e-06
Position 3978: 2.2768967068098595e-06
Position 473: 2.1153072585232637e-06
Position 3666: 1.5914815765508205e-06
Position 499: 1.391238813470214e-06
Position 2970: 1.1492775052665858e-06
Position 5047: 1.1422200988257132e-06
Position 52: 9.345108977622842e-07
Position 217: 9.120881818634736e-07
Position 4789: 8.543544339972011e-07
Position 3932: 8.008899507811338e-07
Position 3558: 7.433278192776516e-07
Position 1559: 7.056470186401456e-07
Position 3727: 5.312837194610315e-07
Position 839: 4.2313641460442903e-07
Position 970: 4.0655328213362627e-07
Position 814: 3.6104213797646575e-07
Position 845: 3.597939116109099e-07
Position 666: 3.112675420895029e-07
Position 824: 2.6926234636754263e-07
Position 1943: 1.9846668045338712e-07
Position 811: 1.8768686724390745e-07
Position 930: 1.5609163789753324e-07
Position 952: 1.2125460309314122e-07
Position 1085: 1.1786026602521289e-07
Position 894: 1.1630214416248491e-07
Position 849: 5.214486525244353e-08
Position 2413: 4.48467860437602e-08
Position 902: 3.603572382207823e-08
Position 1069: 1.2977534605561108e-08
Position 2077: 1.207745213725596e-08
Position 1052: 4.069038875201055e-09
Position 1071: 2.3490230504744087e-09
Position 1153: 2.0952674457994478e-09
Position 213: 8.135052575299553e-11
Position 225: 5.510840917726836e-12
