Gene = l(2)37Cd
Position 747: 2.5915802338969332e-08
Position 15: 1.7680935846134378e-08
Position 289: 9.756570811050225e-09
Position 937: 4.82171330570619e-09
Position 291: 1.5921796423075233e-09
Position 726: 2.4094285670011578e-11
Position 696: 2.0656798005610313e-11
Position 757: 5.866883834618056e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 453: 0.9890842478224293
Position 194: 0.977068861119893
Position 710: 0.9181001309950612
Position 1076: 0.10136064661213746
Position 681: 0.0384126185263954
Position 2017: 0.02727395282051426
Position 1777: 0.010962040992676718
Position 1534: 0.010012402995375817
Position 799: 0.00741068095221515
Position 1178: 0.005966023746192148
Position 499: 0.005931860095888635
Position 1284: 0.005382874680448441
Position 722: 0.005126378497532663
Position 1152: 0.004510394140583475
Position 802: 0.0021063259050979923
Position 1521: 0.0013892832789757917
Position 927: 0.001300453282662397
Position 1493: 0.0010397447986782334
Position 1855: 0.0010201332614059322
Position 1900: 0.0009973310710409261
Position 652: 0.0009169615921893652
Position 1212: 0.0006272164920451994
Position 1331: 0.0005224033193246858
Position 1734: 0.00047487625246782263
Position 521: 0.0004473065351911537
Position 1931: 0.00041943323375353804
Position 2053: 0.0003861518287418781
Position 1729: 0.0003385387056252291
Position 1209: 0.0003189717867644315
Position 1524: 0.0002581713055353528
Position 1786: 0.00025700304089126846
Position 644: 0.0002536620606524671
Position 2033: 0.00023840895905555043
Position 1044: 0.00021575336636945266
Position 951: 0.00019785716207261272
Position 1128: 0.00018545136024761526
Position 1961: 0.00017674288389779813
Position 691: 0.00013117072080534947
Position 855: 0.00011489738063294984
Position 726: 0.00010228596509467861
Position 1221: 9.824716636282595e-05
Position 1557: 7.855417132701487e-05
Position 1821: 7.694889588129287e-05
Position 1869: 5.310103352626627e-05
Position 897: 5.210206113033731e-05
Position 1414: 5.010394538199289e-05
Position 154: 4.531455379456933e-05
Position 1317: 4.31116933994426e-05
Position 884: 3.450577438494666e-05
Position 1540: 2.993459037627719e-05
Position 132: 2.9725565702338076e-05
Position 1947: 2.8350972085127123e-05
Position 1139: 2.7504008165710346e-05
Position 831: 2.214955902677476e-05
Position 545: 2.1708011464432833e-05
Position 1473: 2.0441915408448482e-05
Position 1260: 1.77621999340374e-05
Position 901: 1.638362426701987e-05
Position 210: 9.606893307706018e-06
Position 284: 2.543603738952948e-06
Position 584: 9.931203981646195e-07
Position 524: 5.145396764073118e-07
Position 242: 5.059805644939065e-07
Position 326: 4.6858643048257326e-07
Position 313: 1.543407818228445e-07
Position 933: 8.862329608407056e-08
Position 379: 8.753298054344705e-08
Position 837: 4.986568199477134e-08
Position 332: 3.735174846510047e-08
Position 376: 3.5939060812255886e-08
Position 100: 2.7801249112341743e-08
Position 621: 1.894493313178768e-09
Position 404: 1.8205753772583444e-09
Position 46: 2.8978420223321017e-10
Position 382: 1.4453761806663377e-10
Position 816: 5.679312970758628e-11
Position 76: 4.731360502542707e-12
Position 397: 2.55739765926328e-12
Position 588: 1.1127757441990488e-12
Position 63: 7.211500222894198e-13
Position 54: 2.4229087402143945e-13
