Gene = brun
Position 4750: 9.422100650543257e-09
Position 4244: 8.699579125634638e-09
Position 1623: 7.108496997724694e-09
Position 2718: 6.983886673721519e-09
Position 4268: 6.799055621355902e-09
Position 3525: 6.4506688412764876e-09
Position 4735: 6.089099772572998e-09
Position 4187: 5.465125500688647e-09
Position 1056: 4.478181925817916e-09
Position 1404: 3.766097985991894e-09
Position 420: 3.0849707586360156e-09
Position 1204: 2.8285731287163844e-09
Position 3063: 2.4041232268225915e-09
Position 3066: 9.026667159534546e-10
Position 1359: 6.005029522167755e-10
Position 1202: 5.445563022885014e-10
Position 3952: 5.285857119869996e-10
Position 3448: 3.4658133292066254e-10
Position 3305: 1.6300662732092983e-10
Position 863: 3.510786028987164e-12
Position 453: 8.656197457136065e-13
Position 3424: 3.0823009790655147e-13
Position 1340: 2.38875703552348e-14
Position 763: 2.0310994138699413e-14
Position 1122: 1.5182595101029657e-14
Position 2586: 1.2724086921796264e-14
Position 1199: 5.576031916497716e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3839: 0.9990237011077144
Position 655: 0.998524004983516
Position 3292: 0.9983204824114194
Position 1474: 0.9722234646201512
Position 4617: 0.8932199395956337
Position 4344: 0.8792427776631708
Position 2381: 0.843515749315998
Position 4092: 0.811155622111588
Position 2679: 0.6520162590194556
Position 2687: 0.28331368291107684
Position 4112: 0.10342201011861561
Position 2389: 0.09096816540750047
Position 3026: 0.04568860531624105
Position 2396: 0.04338098745577484
Position 4161: 0.029014126505841623
Position 4351: 0.027791645570421377
Position 3468: 0.021641720278114035
Position 2888: 0.021288479906114672
Position 2998: 0.020559928543263
Position 2489: 0.013663383655849782
Position 3079: 0.01254955851499892
Position 2265: 0.011391862826726875
Position 5164: 0.011358367541330143
Position 4977: 0.009410452942550171
Position 4699: 0.008997571444280768
Position 4642: 0.008858994255169828
Position 2707: 0.008524430592511957
Position 4456: 0.007864477478129624
Position 3517: 0.007680135135563149
Position 1397: 0.007456954353671477
Position 1992: 0.006796674973884688
Position 4373: 0.00669055446794344
Position 2213: 0.005515130593626037
Position 1506: 0.00521814418539559
Position 288: 0.004663779858223118
Position 4818: 0.004082383531236333
Position 2807: 0.003985788431094635
Position 5053: 0.003679821347742522
Position 1911: 0.0036430987709814493
Position 5090: 0.0035870794706443793
Position 3525: 0.0029681659676701593
Position 1184: 0.002571534549690715
Position 2027: 0.002460326869343524
Position 1708: 0.002405054272283732
Position 5396: 0.002391739877133457
Position 5195: 0.0023256745995986986
Position 5036: 0.0022878100002843797
Position 1578: 0.002279806761114393
Position 2524: 0.0021995021264619987
Position 4208: 0.0021436504146450487
Position 4729: 0.0020301610813831697
Position 2193: 0.0019350755034737955
Position 3725: 0.0018713058614589833
Position 4778: 0.0017642674231895836
Position 3634: 0.0017305950468480581
Position 1517: 0.0014659961251834689
Position 3109: 0.0013541981098745953
Position 1989: 0.0013085010842765234
Position 4639: 0.0012980818691303785
Position 2822: 0.0012814822654235718
Position 4598: 0.0012402949495874359
Position 2402: 0.0011540412798668924
Position 891: 0.0011510797277180264
Position 1222: 0.0010960261281043376
Position 2593: 0.0010710089451995788
Position 3305: 0.0009804903017255034
Position 1413: 0.0009658181307848243
Position 3745: 0.0009629241890052343
Position 5021: 0.000845832157747703
Position 738: 0.000778841201198574
Position 4142: 0.0007120193699086412
Position 2105: 0.0006657698101122389
Position 3052: 0.0006655747017292539
Position 4645: 0.0005244530949545966
Position 2896: 0.0005191834663297765
Position 3316: 0.0004934461712559288
Position 2149: 0.0004348381046332139
Position 1212: 0.0003444029439221206
Position 3134: 0.00033997791304098807
Position 5120: 0.00033960785445662846
Position 5349: 0.0003252344358821442
Position 3889: 0.00030723344596179686
Position 1008: 0.00030659929292114666
Position 2712: 0.0002841347031094543
Position 3480: 0.00028140215033308614
Position 4359: 0.0002507066810341794
Position 463: 0.00023468339319600482
Position 5103: 0.00022246280278309817
Position 3773: 0.00021622943337002416
Position 1143: 0.0002133719515400038
Position 3040: 0.00018259353278063996
Position 3641: 0.00018109053842724505
Position 3738: 0.0001803345578049085
Position 1808: 0.00016706305753689857
Position 361: 0.00016114629695508962
Position 1052: 0.0001583501525018725
Position 1878: 0.00015288382757590375
Position 4732: 0.0001509789996395546
Position 1533: 0.00014351411756778254
Position 2006: 0.00012908220063900154
Position 1300: 0.00012598762209486432
Position 2055: 0.00012286604453715978
Position 2043: 0.00012249583267884281
Position 2052: 0.00011819301746105494
Position 491: 0.00011780971324621722
Position 309: 9.599474114985968e-05
Position 1190: 9.523054702524705e-05
Position 5244: 9.406524905976568e-05
Position 4781: 9.354528510492884e-05
Position 2010: 8.920186371673152e-05
Position 5218: 8.326854334625195e-05
Position 4704: 8.083794655469503e-05
Position 4138: 7.613132408210244e-05
Position 319: 7.056405219206153e-05
Position 1587: 5.973733864621073e-05
Position 3335: 5.722954066324356e-05
Position 4719: 5.7139827380043624e-05
Position 2953: 5.6052575950149035e-05
Position 4735: 5.3282707352767264e-05
Position 4298: 5.315595950124167e-05
Position 2143: 4.4219034908426076e-05
Position 4487: 4.251172407472682e-05
Position 4263: 4.1434596399683034e-05
Position 1237: 4.063504471749363e-05
Position 3918: 3.910711128798201e-05
Position 1416: 3.8466270579069656e-05
Position 4181: 3.836287306026402e-05
Position 987: 3.6418754137390166e-05
Position 5241: 3.4186710007601026e-05
Position 4651: 3.3365301865642654e-05
Position 1720: 3.0543454650307727e-05
Position 2271: 3.035474223679551e-05
Position 2918: 2.767235948480473e-05
Position 4168: 2.6660514363402893e-05
Position 931: 2.6024926833657067e-05
Position 2531: 2.562105497613371e-05
Position 4244: 2.5477991519232946e-05
Position 1087: 2.5268302724352997e-05
Position 3353: 2.313338420101516e-05
Position 3805: 2.219316615131617e-05
Position 2541: 2.1638932645070245e-05
Position 4233: 2.1299958452836612e-05
Position 1544: 1.9874726750097327e-05
Position 4406: 1.9838514063613077e-05
Position 3191: 1.9281697623891598e-05
Position 1812: 1.9058135491094123e-05
Position 3194: 1.8702269084051622e-05
Position 1584: 1.6133511362482326e-05
Position 1170: 1.462452883503782e-05
Position 912: 1.3410235418794124e-05
Position 3654: 1.191479412282588e-05
Position 1378: 1.0937177926911466e-05
Position 474: 1.084361506566937e-05
Position 4542: 1.0137572823745622e-05
Position 3891: 1.0016427424210644e-05
Position 1530: 9.590143947711923e-06
Position 785: 8.148660641147006e-06
Position 2496: 7.690149509992717e-06
Position 1761: 7.122378908788269e-06
Position 1538: 5.948631518677805e-06
Position 2084: 5.900028213835347e-06
Position 3661: 5.375023534991156e-06
Position 1834: 5.2690930250870315e-06
Position 270: 4.591932852549753e-06
Position 1104: 4.229486483250547e-06
Position 1817: 4.0434941350976645e-06
Position 3674: 3.712444649713263e-06
Position 327: 3.4372007654220024e-06
Position 1791: 3.2877995591155877e-06
Position 1330: 2.9693887099643495e-06
Position 888: 2.487881997272997e-06
Position 448: 2.4315385029342024e-06
Position 982: 2.407178236634152e-06
Position 1147: 1.6696014128294156e-06
Position 1292: 1.6623153702917772e-06
Position 608: 1.494251463878761e-06
Position 1728: 1.2212989263426422e-06
Position 3482: 1.103953437266994e-06
Position 546: 8.433106911187829e-07
Position 150: 6.384386418827541e-07
Position 3940: 6.326116580637304e-07
Position 207: 6.264386969532661e-07
Position 832: 5.880075684733069e-07
Position 3933: 4.749987120914282e-07
Position 858: 4.740968528203086e-07
Position 444: 4.169995349294456e-07
Position 252: 4.1080371123438626e-07
Position 2548: 3.7313628092785834e-07
Position 952: 3.202870268714537e-07
Position 375: 2.496330613342694e-07
Position 237: 2.1013077745971742e-07
Position 228: 2.0233222316042508e-07
Position 81: 1.7480177267673623e-07
Position 471: 1.6247240474733043e-07
Position 153: 7.21318192729554e-08
Position 185: 5.442605291336817e-08
Position 158: 3.3616727373474546e-08
Position 89: 3.304966163603481e-08
Position 173: 2.75938848998629e-08
Position 193: 8.960045079281026e-09
Position 124: 5.007361549001464e-09
Position 234: 3.4373496341467264e-09
Position 816: 4.890255121651261e-10
Position 714: 5.15261470727089e-11
Position 204: 1.920957938649077e-12
Position 272: 1.2625368089087524e-14
Position 178: 1.0931235907247297e-15
Position 377: 3.687927360649163e-18
