Gene = TMS1
Position 561: 1.7205640028895056e-09
Position 2206: 4.3300888438842325e-11
Position 534: 3.5346223321617306e-11
Position 525: 9.655236710443324e-12
Position 539: 1.2591277748043118e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2298: 0.9994881355386452
Position 1315: 0.9973879944840165
Position 1146: 0.9971893160410255
Position 525: 0.9927918567779823
Position 1561: 0.9785931193349308
Position 1836: 0.4071557516612445
Position 2071: 0.2178628637622099
Position 2080: 0.21716530220317565
Position 2083: 0.18322360907965782
Position 84: 0.060388109929751424
Position 2092: 0.03156662767361216
Position 897: 0.029854613561463964
Position 725: 0.008023968159409107
Position 675: 0.007471436636207822
Position 1563: 0.005636614630149687
Position 2655: 0.004327147624241393
Position 1579: 0.003237318521509123
Position 1816: 0.0031013185911390934
Position 2098: 0.002949642794019399
Position 867: 0.0017997893083286276
Position 1567: 0.00147931650472821
Position 2462: 0.0013494187423584811
Position 1627: 0.0013061716584262446
Position 225: 0.0009616822686974307
Position 457: 0.0008353180443541809
Position 1032: 0.0008270200616411447
Position 2433: 0.0007042205938120141
Position 1150: 0.00039058871111624497
Position 553: 0.00029078287305717615
Position 1380: 0.00028783109248087187
Position 1649: 0.0002770404070549404
Position 1901: 0.0002470727264711467
Position 1721: 0.00020677058303909118
Position 1162: 0.00019530442978856475
Position 1400: 0.0001737955332578872
Position 799: 0.0001501311432137512
Position 107: 0.00014452755758243482
Position 1438: 0.00011458822233232111
Position 370: 9.709199394200342e-05
Position 2117: 9.342231033613618e-05
Position 222: 9.256695321019844e-05
Position 95: 8.979087601619523e-05
Position 1912: 8.489793933844935e-05
Position 308: 6.374206072743981e-05
Position 150: 5.7719873304580467e-05
Position 687: 4.797770299417662e-05
Position 338: 4.689809252907877e-05
Position 875: 4.670127557068089e-05
Position 806: 3.864562755098656e-05
Position 581: 3.783412356923576e-05
Position 2100: 3.6285924962662746e-05
Position 2447: 3.3570233035541675e-05
Position 1295: 2.8859434483992156e-05
Position 1599: 2.8323954676525756e-05
Position 2279: 2.6054612505303477e-05
Position 690: 2.4874574587978264e-05
Position 474: 2.1612154842390767e-05
Position 1760: 1.729449224680107e-05
Position 1408: 1.727246045589816e-05
Position 1317: 1.1829116614471272e-05
Position 312: 1.1136208069146668e-05
Position 2142: 1.0968466773917399e-05
Position 2538: 1.0650372875945792e-05
Position 2607: 9.863549899431227e-06
Position 2402: 7.645530373973117e-06
Position 2149: 6.740408341738679e-06
Position 1339: 4.532886983223542e-06
Position 2317: 4.313773722435666e-06
Position 318: 3.583877844812914e-06
Position 557: 3.469816936729937e-06
Position 2353: 3.1276241125268347e-06
Position 740: 2.627090531819673e-06
Position 2364: 2.3277185403754436e-06
Position 461: 2.06070007114845e-06
Position 1081: 1.0842920355215603e-06
Position 158: 8.874954297548584e-07
Position 2438: 3.786264697939269e-07
Position 1517: 3.1862782327109277e-07
Position 2263: 2.834766763995467e-07
Position 1764: 1.531654170151248e-07
Position 1484: 1.0287728845029361e-07
Position 129: 1.027547693606495e-07
Position 182: 9.430124797536483e-08
Position 58: 8.951162116041601e-08
Position 1440: 2.5963555675416062e-08
Position 1743: 1.931727417702011e-08
Position 1503: 1.0703254772635193e-08
Position 163: 2.2606629908774027e-09
Position 331: 1.6070827035474853e-09
Position 544: 1.360858639632142e-09
Position 246: 1.1458402023281508e-09
Position 186: 8.380070217978278e-10
Position 174: 6.980001900654252e-13
