Gene = dre4
Position 2710: 9.772906487806441e-06
Position 559: 9.665500885377549e-06
Position 1161: 8.691497898991954e-06
Position 2471: 8.328058447502611e-06
Position 4617: 7.747078496013487e-06
Position 3457: 7.19864400662241e-06
Position 1306: 6.6539549266707725e-06
Position 879: 6.653220851197275e-06
Position 99: 5.743107542967447e-06
Position 3908: 4.858855983749074e-06
Position 234: 4.394074627599174e-06
Position 2609: 4.268766248040457e-06
Position 4138: 3.7337229788451962e-06
Position 27: 2.452130901020951e-06
Position 3614: 2.4366327736287457e-06
Position 3124: 1.8057436214369386e-06
Position 4625: 1.7535186967469982e-06
Position 3008: 1.6910295242459112e-06
Position 801: 1.2491730761410134e-06
Position 691: 9.833732480241317e-07
Position 1460: 8.98690863067301e-07
Position 1383: 8.098326959980681e-07
Position 913: 7.628784270587017e-07
Position 78: 4.962687986800931e-07
Position 3547: 4.054668394957493e-07
Position 146: 2.0872530519036036e-07
Position 3551: 2.01396882730663e-07
Position 472: 1.4840067927165163e-07
Position 1279: 1.441255488157816e-07
Position 1158: 1.347519304344697e-07
Position 960: 8.348989367427344e-08
Position 3869: 4.502009483475934e-08
Position 136: 3.723759987847488e-08
Position 1053: 2.5950119976654405e-08
Position 911: 2.594198276391854e-08
Position 793: 1.9295555683181034e-08
Position 3872: 1.6063232554414147e-08
Position 3276: 9.374963577237921e-09
Position 2176: 2.532836560415058e-09
Position 2155: 2.463580540984072e-09
Position 4233: 1.3484416600322523e-09
Position 1097: 1.20255963615923e-09
Position 2217: 1.0567552775493513e-09
Position 3814: 5.5372270547621036e-12
Position 386: 6.718114264490141e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3576: 0.9991804962404444
Position 3249: 0.9974882563679268
Position 1093: 0.9968587006909654
Position 396: 0.9911694763875536
Position 4394: 0.9638371676902234
Position 2328: 0.9181745816586849
Position 725: 0.8924611987608242
Position 3841: 0.7145206320279431
Position 2143: 0.10381657931508724
Position 1762: 0.07224544109818651
Position 3121: 0.06621791297864027
Position 4256: 0.034358874037599026
Position 722: 0.023224737591272276
Position 2340: 0.01571714257330928
Position 1706: 0.010149704824477305
Position 2353: 0.00899917335420154
Position 2155: 0.007200826199342783
Position 1732: 0.006907905386236909
Position 2973: 0.006779238266713583
Position 2710: 0.006389490440111656
Position 1426: 0.006164216041096562
Position 2734: 0.005788104759688511
Position 1839: 0.005406856327832708
Position 1447: 0.0051586269260088845
Position 2571: 0.004901594350690853
Position 2737: 0.004853034634652271
Position 249: 0.004277158029966397
Position 2500: 0.003756508442376949
Position 1634: 0.0034003444108965998
Position 785: 0.0032859132345401058
Position 333: 0.00320110690105648
Position 3786: 0.002551590214987202
Position 1097: 0.002438560677012407
Position 1567: 0.00227009852358393
Position 683: 0.0021334374785049893
Position 2836: 0.001758573120378192
Position 1503: 0.0015777698893218771
Position 3124: 0.001575113305775611
Position 755: 0.0015253007125549452
Position 3880: 0.0015224829098583303
Position 1729: 0.001258729095511203
Position 1735: 0.0011882078425260135
Position 782: 0.0010594727327262134
Position 4126: 0.0010502005757214708
Position 2116: 0.0010116465778583809
Position 2665: 0.0009372140381149811
Position 4404: 0.0008338868509346018
Position 920: 0.0008328220554431612
Position 3301: 0.0007695097657563615
Position 603: 0.0006468874388682342
Position 1770: 0.0006077852071876844
Position 1390: 0.0005788693927972318
Position 2506: 0.0005579314013090051
Position 2413: 0.0005222979036094491
Position 2025: 0.00048043583139915387
Position 1393: 0.0004562497427047355
Position 1710: 0.00044222283290308806
Position 3347: 0.00042805868179044917
Position 404: 0.00040448776439214835
Position 2518: 0.00037002851552588007
Position 3578: 0.00035827470562000135
Position 4600: 0.0003401428480987482
Position 2102: 0.00033651521430501125
Position 3857: 0.000289278996853938
Position 4108: 0.00026625237552536826
Position 1360: 0.0002634275383853349
Position 889: 0.0002518160689620715
Position 3926: 0.00025078095022275365
Position 1468: 0.00024768107878798913
Position 575: 0.0002470827103764892
Position 740: 0.00023986956000580885
Position 252: 0.000235601101937314
Position 4413: 0.00023383970955957603
Position 4332: 0.0002288012746747909
Position 1383: 0.00022771941551760714
Position 4631: 0.00021816205212361585
Position 812: 0.0002126245308116604
Position 1526: 0.00020006110110774936
Position 2017: 0.00018303587906775342
Position 653: 0.00015726168742175218
Position 869: 0.00015085316270556525
Position 4013: 0.00013814689223449764
Position 1465: 0.00013445540321127645
Position 791: 0.0001325636761640726
Position 2652: 0.00012488946031222434
Position 1351: 0.00012136900786393929
Position 4734: 0.00011890110829548726
Position 1118: 0.00011469617170331777
Position 3274: 0.00011224109797814927
Position 2313: 0.00010521180451406926
Position 2752: 0.0001017319505684617
Position 2557: 0.00010046368134968001
Position 4680: 9.683700162668908e-05
Position 4467: 9.255664819265172e-05
Position 1691: 8.823980758414594e-05
Position 2245: 7.996667636246256e-05
Position 926: 7.881563399085959e-05
Position 4427: 7.858509327581579e-05
Position 4281: 7.723809824438803e-05
Position 1688: 7.09192355185036e-05
Position 3958: 6.866000233430058e-05
Position 734: 6.070200748612687e-05
Position 1474: 5.9510936985034264e-05
Position 1111: 5.7895890746294345e-05
Position 2416: 5.380646048681938e-05
Position 1798: 5.002297651632585e-05
Position 2228: 4.890988317241803e-05
Position 3669: 4.8227867406254284e-05
Position 1646: 4.641669796174292e-05
Position 950: 4.541354384615285e-05
Position 3608: 4.4533929986587693e-05
Position 765: 4.4081087396213686e-05
Position 1214: 4.168020430911171e-05
Position 428: 3.9845170646621076e-05
Position 835: 3.761697676722742e-05
Position 983: 3.4233851955580704e-05
Position 691: 2.6985403898706347e-05
Position 541: 2.6195592516268254e-05
Position 280: 2.5939582907537712e-05
Position 1471: 2.5753920921143447e-05
Position 354: 2.5431386795729446e-05
Position 3934: 2.4509870356429474e-05
Position 1808: 2.1550208652476334e-05
Position 932: 2.0058615647502386e-05
Position 3310: 1.8522668222408182e-05
Position 338: 1.821869302999458e-05
Position 3381: 1.7687544610326053e-05
Position 993: 1.6011475522148472e-05
Position 960: 1.3795629237294694e-05
Position 3547: 1.3793424433238231e-05
Position 1579: 1.3285500889692032e-05
Position 1811: 1.327508496019624e-05
Position 600: 1.3016767257905615e-05
Position 609: 1.2994497212492793e-05
Position 3893: 1.1132366527065956e-05
Position 501: 1.0968938954249537e-05
Position 4277: 8.28103673862441e-06
Position 1150: 8.189298873642176e-06
Position 4437: 7.2891463280259655e-06
Position 3331: 7.286520124865914e-06
Position 3949: 7.0110356893313505e-06
Position 4472: 6.807699981231611e-06
Position 3413: 5.761483700536585e-06
Position 4061: 5.2718261474595325e-06
Position 1024: 5.1876496636116784e-06
Position 4296: 2.6891940157199437e-06
Position 848: 2.586511638321588e-06
Position 3860: 2.476816000589512e-06
Position 840: 2.2442773058749664e-06
Position 589: 2.2209896621191402e-06
Position 356: 2.176248697747791e-06
Position 3626: 1.89135272898981e-06
Position 625: 1.798379500996601e-06
Position 83: 1.797620956251801e-06
Position 582: 1.7467735651564081e-06
Position 1147: 1.3882883309008961e-06
Position 160: 1.1401677719691643e-06
Position 3770: 1.0914458621761267e-06
Position 3887: 9.306623367317302e-07
Position 486: 8.553340845795645e-07
Position 300: 7.962411514793658e-07
Position 1173: 7.822502860271658e-07
Position 752: 6.300976117057719e-07
Position 308: 5.794324108512299e-07
Position 622: 3.774318888799703e-07
Position 3707: 2.744506544496355e-07
Position 466: 2.4649014907466245e-07
Position 157: 2.3490480753268598e-07
Position 94: 1.644080285423924e-07
Position 271: 1.2977545361146373e-07
Position 1303: 9.71922979052482e-08
Position 3704: 6.43282714882293e-08
Position 3596: 3.328217510088567e-08
Position 114: 2.0631572361448644e-08
Position 201: 1.5803726117316325e-08
Position 522: 1.4431165387772294e-08
Position 468: 1.2901939359026903e-08
Position 1224: 7.615210341179241e-09
Position 3632: 4.36955906918361e-09
Position 1363: 3.1934474682396638e-09
Position 141: 3.4762434558930513e-10
Position 207: 1.2278633438102342e-10
Position 262: 6.077041877298636e-11
Position 99: 1.5229304313766359e-12
