Gene = Dhc62B
Position 5309: 4.368492163734812e-05
Position 369: 3.960514163052056e-05
Position 7151: 3.881080216729824e-05
Position 6945: 3.7463301369144304e-05
Position 110: 3.6700601752572065e-05
Position 1087: 1.429500725449971e-05
Position 2590: 1.2193311393927279e-05
Position 1061: 5.938623605843665e-06
Position 943: 4.097796520691473e-06
Position 2815: 3.852130642235083e-06
Position 2662: 3.395603921954009e-06
Position 74: 2.0390651075016458e-06
Position 2379: 1.9793191845587122e-06
Position 5724: 1.9274124374614158e-06
Position 2730: 1.5815063641948021e-06
Position 349: 1.5465376412056634e-06
Position 6028: 1.4395950723812661e-06
Position 1030: 1.4309041617805926e-06
Position 2556: 1.4264009572849224e-06
Position 2414: 9.168572749892099e-07
Position 2489: 9.04857834136199e-07
Position 485: 8.055036956372986e-07
Position 935: 7.146240287532859e-07
Position 800: 6.421856266231106e-07
Position 2601: 6.2239036488419e-07
Position 2848: 5.89039119094061e-07
Position 1079: 5.119476830009888e-07
Position 3636: 4.0308688641668735e-07
Position 2315: 4.011588366664346e-07
Position 11414: 3.942992554384265e-07
Position 11125: 3.8815895696151186e-07
Position 11243: 3.7194293274167235e-07
Position 3267: 3.637477714270538e-07
Position 885: 3.0997709548316503e-07
Position 11247: 2.5900174582064777e-07
Position 3390: 2.2520612260743862e-07
Position 3508: 1.864720208024426e-07
Position 11186: 1.0474096308967158e-07
Position 474: 9.71260729795222e-08
Position 11534: 6.487167237558595e-08
Position 2583: 5.844560082876081e-08
Position 11139: 5.78217837845564e-08
Position 2581: 5.661358528761656e-08
Position 11284: 5.1082179830890056e-08
Position 2538: 4.881425398509315e-08
Position 2351: 4.403643584319654e-08
Position 2763: 2.9364206515690745e-08
Position 705: 2.1993847415746524e-08
Position 539: 1.7183760168873174e-08
Position 2524: 1.0324472817831288e-08
Position 276: 4.011791381674891e-09
Position 11224: 2.619748420174525e-09
Position 239: 9.004458887543033e-10
Position 290: 7.96684880871215e-10
Position 264: 6.34206601580885e-10
Position 11231: 3.2854694474719976e-10
Position 2300: 3.788738358054065e-12
Position 11167: 3.1455858386031886e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2487: 0.9951578865315437
Position 10880: 0.9943461775354602
Position 11269: 0.9777245046249922
Position 5215: 0.9716420793982331
Position 2245: 0.9575400517799231
Position 9601: 0.8651012686732235
Position 5589: 0.7886122746199107
Position 2033: 0.6259970540535388
Position 9262: 0.4671889631573188
Position 5888: 0.3419679527041673
Position 6571: 0.3236964089284776
Position 5952: 0.27940438252602806
Position 7039: 0.2108376021398441
Position 1319: 0.12247563910536272
Position 3060: 0.07721686632565965
Position 5055: 0.05530965910789186
Position 5595: 0.04742580394223941
Position 1379: 0.04283263584242463
Position 2264: 0.03805704671301819
Position 1137: 0.026323735750226795
Position 5237: 0.024308258049121522
Position 6665: 0.022483045585003747
Position 1886: 0.0216154537103545
Position 4272: 0.021332149584258643
Position 4857: 0.019820067400451353
Position 5007: 0.019305916602567096
Position 2043: 0.016571085943995804
Position 5990: 0.013760398933760045
Position 6257: 0.013734650915112539
Position 3633: 0.01254737342956121
Position 3322: 0.011544520512639505
Position 1883: 0.011400962674263654
Position 4291: 0.010956646467764295
Position 7249: 0.009168513231374843
Position 11325: 0.008825848732302253
Position 4676: 0.007966170610300817
Position 3459: 0.00756181899543132
Position 3879: 0.007392156769002761
Position 12070: 0.006469613503730758
Position 1829: 0.006428364535591729
Position 3715: 0.0063937124235030375
Position 1847: 0.006389568566727577
Position 4557: 0.006332994259140534
Position 9163: 0.005909052936066425
Position 1274: 0.005541595517894461
Position 3573: 0.005333978667083239
Position 1889: 0.0048494838642372355
Position 10921: 0.004459977039306084
Position 11284: 0.004271336084584666
Position 5873: 0.004205034729393496
Position 11329: 0.003874432193471696
Position 3114: 0.0038550928882123956
Position 890: 0.0036420957269999786
Position 6176: 0.003615441710017875
Position 1087: 0.0033776746230052774
Position 3021: 0.0033544092494391512
Position 1953: 0.002580476871035795
Position 5618: 0.0025200325099512077
Position 6281: 0.0023891419199299343
Position 11959: 0.0023582610815591006
Position 5987: 0.0022946575298185513
Position 6448: 0.00216394052086517
Position 11980: 0.002156197897392899
Position 1785: 0.0018917915486732564
Position 5745: 0.001814883844356512
Position 6444: 0.0018113909078151702
Position 5301: 0.0017735491279061973
Position 3795: 0.0016757438394398004
Position 11812: 0.0016552533294018727
Position 503: 0.0015752539010295233
Position 5445: 0.0013627731738218496
Position 11433: 0.0013047712765540125
Position 3849: 0.0012944348465005456
Position 6104: 0.001234804337495705
Position 6141: 0.0011619985386747342
Position 3765: 0.001108325729011385
Position 11806: 0.0011010163019266786
Position 3825: 0.0010993011738575495
Position 11774: 0.0010359464824920496
Position 1030: 0.001029110701469502
Position 10942: 0.0009532132204778936
Position 4327: 0.0008445432695970883
Position 6320: 0.0008401675646851267
Position 3150: 0.000824266071796348
Position 6580: 0.0007769394271124157
Position 4301: 0.0007535244505493885
Position 2208: 0.00074374978506782
Position 11410: 0.0007345374096069147
Position 3855: 0.0007322242726901594
Position 3363: 0.000610303381364634
Position 3717: 0.0005475043427572099
Position 2315: 0.0005100175043050701
Position 4128: 0.0005033696509278956
Position 11470: 0.0004817620735154109
Position 2677: 0.0004775571059219016
Position 902: 0.00044563650656683857
Position 3075: 0.0004303420678977879
Position 3383: 0.00035086964553426706
Position 5037: 0.0003379821855082345
Position 6156: 0.00031712011379458633
Position 6368: 0.00031178792963463555
Position 11879: 0.00030287379809238146
Position 2196: 0.0002783507612812426
Position 6263: 0.0002780284425267125
Position 881: 0.00023442815950659336
Position 11929: 0.00021776105693983554
Position 7013: 0.0001944328570936743
Position 2730: 0.0001719890209574812
Position 12157: 0.00015234924086622505
Position 5622: 0.00014600643873647593
Position 11857: 0.00013959006628440083
Position 1068: 0.0001344565423792057
Position 11622: 0.00012202377018664522
Position 5548: 0.00011909765707534973
Position 1247: 0.00011473656663578798
Position 914: 0.00010818874770802351
Position 12094: 0.00010140054742206492
Position 5574: 9.476292594562372e-05
Position 11725: 9.346967061120823e-05
Position 603: 9.118110877784884e-05
Position 2334: 8.57121767601997e-05
Position 1331: 8.354838260406499e-05
Position 674: 8.33499509751548e-05
Position 339: 6.994687595475109e-05
Position 1400: 6.594625550805262e-05
Position 511: 6.286002148815704e-05
Position 96: 5.46800589184851e-05
Position 12445: 4.799039203327708e-05
Position 5857: 4.636264532848184e-05
Position 5631: 4.265017422566703e-05
Position 2556: 3.980874763939216e-05
Position 5635: 3.727721062870752e-05
Position 2787: 3.6410948669408314e-05
Position 5733: 3.0361256021939857e-05
Position 2357: 2.7897977229641582e-05
Position 2590: 1.776332475612935e-05
Position 2838: 1.750268970337776e-05
Position 2744: 1.616117407651177e-05
Position 2348: 1.2368000391884724e-05
Position 5535: 1.0232915759755342e-05
Position 685: 8.430760076738979e-06
Position 767: 5.6338944448539525e-06
Position 773: 5.344080306607889e-06
Position 254: 4.0823565350279365e-06
Position 2506: 3.253487238068468e-06
Position 2841: 1.7907176346276638e-06
Position 2880: 1.7059009291601745e-06
Position 211: 1.541329315377851e-06
Position 99: 1.3269855991144057e-06
Position 404: 1.2940140561457134e-06
Position 5832: 1.0491675900336016e-06
Position 3015: 9.403546433116184e-07
Position 3201: 8.148159413121388e-07
Position 2769: 7.973012342585545e-07
Position 2426: 5.808734780847972e-07
Position 239: 5.771774364218651e-07
Position 248: 5.254131009921647e-07
Position 2853: 5.211186114409059e-07
Position 2907: 4.713434932932662e-07
Position 2694: 4.346218371961381e-07
Position 2761: 3.8070708414480175e-07
Position 2500: 3.411995642746672e-07
Position 2813: 3.2192352681841334e-07
Position 434: 2.8745586149756603e-07
Position 2799: 2.737467411839398e-07
Position 2566: 2.4312194520997765e-07
Position 2634: 1.9308385174710754e-07
Position 2861: 1.7837359578692237e-07
Position 3125: 1.5895226925224334e-07
Position 3169: 1.52301270485713e-07
Position 3111: 6.239058835249671e-08
Position 440: 5.769365402584781e-08
Position 539: 5.028570156340039e-08
Position 821: 3.90826925169759e-08
Position 290: 3.1036915172996306e-08
Position 215: 2.9212505578992275e-08
Position 651: 2.414933136481245e-08
Position 830: 2.309631027648202e-08
Position 458: 2.276345495256223e-08
Position 656: 2.0268226619948906e-08
Position 2524: 5.349843934666449e-09
Position 2864: 5.316583664550862e-09
Position 269: 7.148681270061154e-10
Position 122: 3.798350011992886e-11
Position 287: 3.405225031683337e-11
