Gene = Cpr76Bc
Position 1058: 1.6049645871363622e-07
Position 451: 1.543611569929679e-07
Position 381: 1.5320414578595904e-07
Position 1154: 4.788590479633814e-09
Position 499: 1.4301234003747292e-09
Position 772: 1.1781452161365048e-09
Position 112: 1.0728356958038328e-09
Position 315: 1.8799702752261647e-12
Position 197: 3.2807070428759895e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5077: 0.7709121092020932
Position 2291: 0.663436063275295
Position 4049: 0.4475691727206608
Position 1298: 0.14624815411792588
Position 2618: 0.09750973079281791
Position 5294: 0.03678537347948952
Position 4722: 0.03323636281971813
Position 1499: 0.02491319045133482
Position 3050: 0.016762409174242366
Position 2775: 0.01621608125083678
Position 5338: 0.01526364192876321
Position 2733: 0.013858689859318658
Position 1449: 0.01306845344054688
Position 4766: 0.010993176732015502
Position 2486: 0.010981606825036145
Position 4748: 0.007443431010898431
Position 772: 0.005136761683348042
Position 6290: 0.0046394071765839765
Position 6034: 0.004091882110547703
Position 2834: 0.0030217166542537252
Position 3700: 0.0021093816339265584
Position 3917: 0.0019795257990118053
Position 4065: 0.0018170895788205414
Position 2901: 0.001511037459103597
Position 2181: 0.0015001196168862784
Position 935: 0.0013571502473929593
Position 729: 0.001294370085932448
Position 1410: 0.0010723321054748514
Position 1051: 0.0010081868464517966
Position 998: 0.000968492862515111
Position 2811: 0.0009574169293837477
Position 2120: 0.0008838429443386737
Position 5443: 0.0008567990388870766
Position 2529: 0.0007560223128046685
Position 2240: 0.0007555627623451523
Position 1884: 0.0006792141261094458
Position 697: 0.0004443741255302633
Position 4792: 0.0003811933148643217
Position 1144: 0.0002869962843008297
Position 1665: 0.00016646912639975474
Position 718: 0.00013448439408277364
Position 3291: 7.804667169605742e-05
Position 1898: 7.648137494842915e-05
Position 832: 5.4850333895201464e-05
Position 499: 3.623474061293947e-05
Position 1154: 3.0088590687834604e-05
Position 491: 2.7134267304250032e-05
Position 966: 2.599284215302726e-05
Position 870: 1.8236951766572062e-05
Position 1302: 1.7072489516240984e-05
Position 971: 1.662715578952821e-05
Position 740: 1.3205991945094e-05
Position 1531: 1.0083512160581069e-05
Position 1573: 8.613324175743724e-06
Position 1348: 5.347653726031258e-06
Position 103: 5.274422145597055e-06
Position 1274: 4.110303571101294e-06
Position 429: 3.526744331318601e-06
Position 661: 3.3545772879269517e-06
Position 406: 3.0771014928424564e-08
Position 329: 1.9008032738437732e-08
Position 230: 3.800782100140787e-09
