Gene = lilli
Position 432: 0.0010798383502545093
Position 20486: 0.0009417020082012743
Position 4207: 0.0008580188329220019
Position 1934: 0.0007417998803718827
Position 603: 0.0006240129899008005
Position 3879: 0.0005799603271417224
Position 19448: 0.0004843570964808615
Position 491: 0.0004324338716844916
Position 4182: 0.0004286917579993533
Position 3637: 0.00034498503145955243
Position 17756: 0.00032062166299073923
Position 5714: 0.00031890655603792223
Position 5225: 0.00023018013371508753
Position 2206: 0.00021446042605809346
Position 5753: 0.0002067196515374165
Position 435: 0.00019127894441391596
Position 5653: 0.00016336866975131682
Position 5636: 0.00015714327217842674
Position 2175: 0.00012543176032173275
Position 440: 0.00010318625974128542
Position 1065: 0.00010293876836238837
Position 18094: 0.00010076072611866856
Position 2053: 9.899494580759127e-05
Position 2133: 9.641195649943986e-05
Position 5143: 9.635988238935562e-05
Position 1523: 9.08851535636629e-05
Position 17107: 8.883291340134613e-05
Position 1552: 5.470116835196147e-05
Position 1600: 5.153598608666331e-05
Position 1130: 4.7152864325998236e-05
Position 16494: 4.601218971341834e-05
Position 16843: 3.788059472164337e-05
Position 5172: 3.7514964079925945e-05
Position 5465: 3.563472967064687e-05
Position 5082: 3.1632860619461e-05
Position 16450: 3.1522349288727256e-05
Position 890: 2.816501472548395e-05
Position 17690: 2.6695727527367392e-05
Position 518: 2.2410251619695864e-05
Position 619: 2.23754720031387e-05
Position 616: 1.665381486829286e-05
Position 1698: 1.12689294013657e-05
Position 13030: 1.1117826668020067e-05
Position 1102: 1.0793192629232601e-05
Position 2555: 9.812177736125676e-06
Position 236: 8.169665595510532e-06
Position 1262: 5.045743114255768e-06
Position 15123: 4.549378496242222e-06
Position 14753: 2.0080267038898916e-06
Position 2820: 1.7265505882765677e-06
Position 14137: 1.5554812419147376e-06
Position 1513: 1.3491668395818087e-06
Position 15079: 1.2991231683798728e-06
Position 1631: 1.283957714503496e-06
Position 3556: 1.1339521014680336e-06
Position 2776: 8.953711470066375e-07
Position 14085: 7.498218902221095e-07
Position 14342: 6.828670700141931e-07
Position 2849: 6.662296231617327e-07
Position 3114: 6.124462856535434e-07
Position 11926: 5.614428667246617e-07
Position 345: 5.075585123406264e-07
Position 11306: 4.504416876040382e-07
Position 2715: 3.872430062464396e-07
Position 12282: 1.8846456206813571e-07
Position 12707: 1.5676494475852578e-07
Position 10136: 1.4927954370204926e-07
Position 10855: 1.1919057906950512e-07
Position 13051: 8.55865201083842e-08
Position 6582: 8.524905666481172e-08
Position 11992: 6.844119903553767e-08
Position 10815: 6.218124350334054e-08
Position 10462: 5.283083997258861e-08
Position 12247: 3.9042405555249195e-08
Position 7146: 3.589611998452558e-08
Position 11933: 3.448108038660325e-08
Position 8962: 1.3477130331393639e-08
Position 6718: 1.0920532068886035e-08
Position 10879: 9.392599637391351e-09
Position 11036: 8.704188841452782e-09
Position 6696: 8.62859862328956e-09
Position 9651: 8.373000141177201e-09
Position 7168: 7.754398646137027e-09
Position 11207: 7.633618166987743e-09
Position 5945: 5.524898464116668e-09
Position 10743: 5.430690170938977e-09
Position 6313: 5.085800066356711e-09
Position 10433: 4.470313849567687e-09
Position 6303: 3.675850471275643e-09
Position 6903: 3.547787276307547e-09
Position 9792: 3.2710852518774575e-09
Position 6568: 3.083288462364974e-09
Position 8259: 1.2994609503072e-09
Position 9290: 8.071962639470229e-10
Position 8576: 6.500618030266991e-10
Position 9014: 5.491944761122339e-10
Position 8104: 3.1414734632813557e-10
Position 7817: 2.829508286958509e-10
Position 6013: 2.690317857317007e-10
Position 6088: 2.413075619175236e-10
Position 8218: 2.161880749363947e-10
Position 8005: 1.8313813067565642e-10
Position 7394: 1.299697358683583e-10
Position 7562: 1.0763491160609566e-10
Position 7475: 9.469071953036405e-11
Position 6333: 9.11737592049947e-11
Position 6025: 8.400305725527689e-11
Position 7420: 8.203306873069697e-11
Position 5924: 5.7359960528602635e-11
Position 7301: 5.732292857214803e-11
Position 6071: 3.507357840561412e-11
Position 5530: 1.9287891710953674e-11
Position 5270: 9.939553005408784e-12
Position 5331: 7.264513643165217e-13
Position 5786: 4.893961856400384e-13
Position 5561: 4.793039631142192e-13
Position 1769: 5.500814785317459e-14
Position 696: 2.3869336025593787e-14
Position 903: 1.4579853265339677e-15
Position 239: 2.3657519705166985e-16
Position 916: 7.309091280213994e-17
Position 496: 6.627703154177366e-17
Position 107: 5.823698779759665e-17
Position 300: 2.0697047246433094e-17
Position 647: 1.874885029607486e-17
Position 530: 1.4352453297556187e-17
Position 324: 1.216426463331871e-17
Position 330: 9.908662959981742e-18
Position 209: 4.942992850787109e-19
Position 248: 2.11084782371884e-19
