Gene = Chs2
Position 1079: 0.12222029227296596
Position 1627: 0.10290730269035289
Position 5797: 0.07781590035213688
Position 862: 0.07048859088647921
Position 3427: 0.06789248630266638
Position 178: 0.06627248533619197
Position 2718: 0.03940759936040892
Position 4234: 0.039017003946711905
Position 6073: 0.035084086930050266
Position 1653: 0.03475987326374234
Position 7454: 0.030461083693384045
Position 796: 0.03029482905873048
Position 7337: 0.02886048936870116
Position 4220: 0.026348490625563662
Position 3363: 0.02542067864112546
Position 1677: 0.024282710061366616
Position 1256: 0.0238916757925396
Position 4476: 0.02344170426041788
Position 5301: 0.022176523355880298
Position 6022: 0.021365079257830853
Position 2509: 0.020962645852771026
Position 7312: 0.019819923955661664
Position 2478: 0.019317374697810478
Position 4450: 0.018602024070092333
Position 884: 0.01761538889968263
Position 2501: 0.016932964289068802
Position 968: 0.01623475990632126
Position 4411: 0.014745968798086
Position 4072: 0.014204114451511391
Position 6117: 0.013462467999875372
Position 2547: 0.011911382984631486
Position 1569: 0.011889466494591003
Position 4646: 0.009969776142457913
Position 4543: 0.009775250961449534
Position 4463: 0.009078164664010228
Position 5881: 0.008628374279544018
Position 924: 0.00803521480505946
Position 2976: 0.007989754697743883
Position 1862: 0.007785040773711563
Position 2475: 0.007579227551165282
Position 6611: 0.007457151602998874
Position 1827: 0.006985861001599523
Position 2751: 0.006719320799333048
Position 2229: 0.006639075630960204
Position 2245: 0.006126304980085008
Position 890: 0.0052432791732290865
Position 7418: 0.005080415578831299
Position 2320: 0.004851455378890446
Position 2969: 0.004734187262428128
Position 1690: 0.004455457481831363
Position 7521: 0.00442993817338109
Position 1694: 0.004217350009086584
Position 842: 0.00405135606384376
Position 1586: 0.003917420210388096
Position 769: 0.003749655975253531
Position 1542: 0.0033465379976188414
Position 2072: 0.0032698417524565718
Position 715: 0.0032355929619575737
Position 7374: 0.0031686535873073508
Position 984: 0.003071802061091368
Position 4060: 0.0030559561968818484
Position 6681: 0.003026249995667448
Position 4885: 0.0030248447785703636
Position 993: 0.002870464449799745
Position 142: 0.002756899048598839
Position 4873: 0.0027498845574287552
Position 2894: 0.0026398954300650736
Position 2986: 0.0024418346280065824
Position 2732: 0.0020091850699797834
Position 6565: 0.0019581151667385937
Position 119: 0.0017784205179581423
Position 952: 0.0016824728340251232
Position 6584: 0.0016611752840556973
Position 895: 0.0015264157978585895
Position 832: 0.00138070333694041
Position 411: 0.001241569827383731
Position 2810: 0.0011709947282570023
Position 929: 0.001094237485418489
Position 839: 0.0010606165826581465
Position 2357: 0.001041770547334387
Position 1390: 0.000935063681546754
Position 2325: 0.0008479480111584703
Position 808: 0.0008019030368928443
Position 1931: 0.0007933301129203031
Position 6834: 0.0007512145425319583
Position 2950: 0.0006300057178144317
Position 1227: 0.0005880276923907393
Position 1065: 0.0005065704966535688
Position 2483: 0.0005012240060008347
Position 638: 0.00043252156365383417
Position 6907: 0.0004119148317814599
Position 2261: 0.00031973190675450527
Position 3668: 0.00031777501818628355
Position 3082: 0.0003069762880742189
Position 2344: 0.00029122225423499205
Position 1950: 0.0002887506807657848
Position 695: 0.00021141655299981626
Position 658: 0.00013946210196091055
Position 145: 0.0001025718451931255
Position 4115: 0.0001016271928789671
Position 2691: 9.376540345763074e-05
Position 253: 6.568348457987967e-05
Position 4129: 5.89519258585735e-05
Position 937: 5.768666994594871e-05
Position 459: 4.9982903107424635e-05
Position 196: 4.639859142176942e-05
Position 3318: 1.903897437888458e-05
Position 3349: 1.3173033281556572e-05
Position 3306: 1.2520130981710914e-05
Position 2376: 1.159337676491243e-05
Position 341: 8.973201314308777e-06
Position 244: 7.447849275336604e-06
Position 226: 4.837906371701313e-06
Position 464: 3.817753322388847e-06
Position 223: 3.46742949576954e-06
Position 193: 3.421755064133424e-06
Position 2835: 1.887174914561484e-06
Position 3709: 1.2143163782771482e-06
Position 2252: 4.7277370907782584e-07
Position 2381: 3.823700972370974e-07
Position 232: 3.1716055399920973e-07
Position 533: 9.232324028156614e-08
Position 575: 7.546921315064027e-08
Position 154: 6.865114083627817e-08
Position 372: 4.624542404391813e-08
Position 475: 7.718736348541828e-09
Position 408: 2.7340663678698544e-09
Position 376: 2.0124294911576288e-09
Position 297: 1.8032265313469493e-09
Position 365: 1.7822701638305748e-09
Position 390: 7.853998861116323e-10
Position 201: 7.754568413541767e-10
Position 584: 2.8046383507672886e-10
