Gene = Bre1
Position 1123: 7.007203713145747e-05
Position 1060: 6.984012500815753e-05
Position 1933: 6.303531926514963e-05
Position 920: 6.163894738796553e-05
Position 1054: 5.800592111070806e-05
Position 1648: 5.506729545750675e-05
Position 2853: 5.360349358365432e-05
Position 2601: 4.923423069889501e-05
Position 3023: 4.683507951507379e-05
Position 1426: 4.680225373743001e-05
Position 360: 4.562994396090471e-05
Position 2305: 4.443658861696705e-05
Position 3864: 4.42304338413508e-05
Position 2618: 4.296614974918713e-05
Position 598: 4.1760012784770184e-05
Position 3002: 4.121005433001819e-05
Position 1350: 3.528228843371964e-05
Position 3663: 3.438645034083101e-05
Position 1545: 3.338473698334932e-05
Position 3647: 3.249406710118042e-05
Position 3197: 3.157481039168327e-05
Position 130: 3.1482686484246836e-05
Position 511: 3.09200487691207e-05
Position 1255: 2.7293034406657835e-05
Position 2612: 2.2349636689775096e-05
Position 1222: 2.162411431229325e-05
Position 2141: 1.95188186228139e-05
Position 926: 1.8651690983489375e-05
Position 1114: 1.8225833362047206e-05
Position 2437: 1.766027921158471e-05
Position 1663: 1.6213171791949073e-05
Position 943: 1.5958850748383096e-05
Position 141: 1.5879268438301262e-05
Position 843: 1.5719311656090685e-05
Position 2014: 1.4204067635683255e-05
Position 3077: 1.4179914279018568e-05
Position 1150: 1.348062194282843e-05
Position 167: 1.2795049455693706e-05
Position 2945: 1.1780170943814997e-05
Position 1654: 1.1038049224420342e-05
Position 1141: 9.94477274867886e-06
Position 2086: 9.77807767979868e-06
Position 2571: 7.010185062601776e-06
Position 404: 6.622805735331436e-06
Position 1901: 6.404609069486268e-06
Position 766: 6.30908645001919e-06
Position 514: 5.864366525144124e-06
Position 1804: 5.721349701255805e-06
Position 3296: 5.428802722477639e-06
Position 3365: 4.732649353040158e-06
Position 721: 3.454164869091958e-06
Position 381: 3.411841210229559e-06
Position 1705: 3.3611418781079204e-06
Position 490: 2.9666699620321208e-06
Position 384: 2.4454583335131373e-06
Position 556: 2.3376957303830123e-06
Position 88: 2.122173574384669e-06
Position 763: 1.5701872944641881e-06
Position 2651: 1.1296584328516922e-06
Position 77: 7.750838319310112e-07
Position 810: 3.065813022604528e-07
Position 3392: 2.5178567711550675e-07
Position 82: 8.019007446644668e-08
Position 1690: 4.368021341559893e-08
Position 66: 1.9840994513862537e-08
Position 1669: 1.15741892079318e-08
Position 2687: 1.1350266648929096e-08
Position 1732: 6.420424805124952e-09
Position 62: 6.2876488583313875e-09
Position 2627: 6.007483024225628e-09
Position 2633: 1.492575115249165e-09
Position 259: 3.9548837479440405e-10
Position 523: 1.1597902048116162e-10
Position 475: 9.711374573393584e-11
Position 204: 7.755951588467124e-11
Position 415: 3.0373228473030183e-11
Position 427: 1.5218812683117822e-11
Position 254: 7.2675448442119425e-12
Position 430: 1.315993444784886e-12
