Gene = Cds
Position 2677: 7.992305488120144e-05
Position 2776: 7.98578238043102e-05
Position 1357: 6.86360728467181e-05
Position 194: 6.517604599898907e-05
Position 829: 6.505671630463533e-05
Position 334: 6.055833627583236e-05
Position 3191: 5.9840593310701604e-05
Position 1354: 5.9084862155394886e-05
Position 3012: 5.6858485522412256e-05
Position 2981: 5.2800111574582645e-05
Position 2915: 5.0519105167635094e-05
Position 2818: 3.3457724945086425e-05
Position 1881: 3.2362044735683703e-05
Position 569: 3.114839247593167e-05
Position 3008: 2.7886614138702716e-05
Position 3772: 2.7880555426990995e-05
Position 3255: 2.6004181382246063e-05
Position 2541: 2.0355842268594734e-05
Position 2253: 1.8034913154055003e-05
Position 2993: 1.3771865405289802e-05
Position 3824: 1.3687496399729715e-05
Position 1378: 1.2187466175020527e-05
Position 946: 1.0280681875083064e-05
Position 1872: 9.822525342139751e-06
Position 1940: 5.0187226898698964e-06
Position 342: 3.5756530371403874e-06
Position 444: 3.3168256601853766e-06
Position 1644: 3.0652758484881304e-06
Position 3044: 1.6143323478092088e-06
Position 77: 1.5579105651958525e-06
Position 1884: 1.0807316725803976e-06
Position 637: 7.406820107816978e-07
Position 1473: 4.452122018158497e-07
Position 833: 3.2882170742129465e-07
Position 520: 2.0260503661193276e-07
Position 791: 1.667503246410179e-07
Position 2033: 1.563829250240142e-07
Position 541: 2.5157354745179044e-08
Position 682: 1.926092758396066e-08
Position 3088: 8.150268389267684e-09
Position 577: 1.2124229224135826e-09
Position 526: 1.0104727015660156e-09
Position 416: 8.492951961164331e-10
Position 615: 5.564356311135563e-12
