Gene = eIF3l
Position 1881: 9.02483522697314e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2411: 0.989388393939894
Position 1379: 0.9846014732986103
Position 846: 0.936062684405572
Position 523: 0.05209688969214694
Position 480: 0.03372645281123639
Position 1026: 0.00873529347925414
Position 535: 0.006657406337076721
Position 2178: 0.005091111744085131
Position 1812: 0.0042683125896229935
Position 1920: 0.003961963330419622
Position 765: 0.003692865344953678
Position 284: 0.003594323458224036
Position 263: 0.002774471017672267
Position 588: 0.0016204159814898111
Position 295: 0.0014785082865079702
Position 1122: 0.0014134935847240912
Position 2280: 0.0014081915866976944
Position 778: 0.0012723660436000726
Position 1581: 0.001209412144365224
Position 305: 0.0011543192867710626
Position 821: 0.0011380439984451543
Position 1236: 0.0008942198690220317
Position 378: 0.000880036292141135
Position 2118: 0.0007977122764870315
Position 966: 0.000777065571860627
Position 2062: 0.0007533058355378243
Position 2234: 0.000744812184400818
Position 503: 0.0005709387203547274
Position 608: 0.0005210715929716935
Position 2448: 0.00047393287492735874
Position 1869: 0.00044077725639708276
Position 1050: 0.00041609375047755426
Position 2531: 0.0003691629791563806
Position 1647: 0.0003185527669921815
Position 1824: 0.00027698959551087314
Position 745: 0.00024409814523228618
Position 1170: 0.00018433641116471112
Position 2547: 0.0001660561568622554
Position 1031: 0.00015643427114342092
Position 1179: 0.00015328285021878923
Position 1686: 0.00013639257909966372
Position 1866: 0.00013294720640662946
Position 1404: 9.549162268810023e-05
Position 1074: 8.341127253631443e-05
Position 2068: 6.0701702334948405e-05
Position 2299: 5.3454648011332385e-05
Position 1011: 5.2059578696494266e-05
Position 1506: 4.0884639908623896e-05
Position 1243: 3.777461665872901e-05
Position 2459: 3.52141156688717e-05
Position 1068: 3.3227519780801854e-05
Position 614: 3.308895060332224e-05
Position 1436: 2.2389663433847317e-05
Position 2641: 1.6454186574090062e-05
Position 1503: 1.2955326042812124e-05
Position 314: 1.2410870095359375e-05
Position 2504: 1.200389883597474e-05
Position 1345: 1.0636162549450343e-05
Position 151: 4.313520235241579e-07
Position 103: 2.3877904399074034e-08
Position 146: 1.3373523544416848e-08
Position 439: 1.2685248850407428e-08
Position 155: 1.0485551388067527e-09
Position 121: 5.443061484781897e-10
Position 91: 1.3084228281007653e-10
Position 93: 9.61086357188712e-11
Position 159: 4.770781608419993e-12
