Gene = ImpL2
Position 926: 3.782904887485135e-06
Position 916: 3.7727864930601395e-06
Position 273: 3.77124056033231e-06
Position 142: 3.6963333176014503e-06
Position 1611: 3.6889585567170373e-06
Position 188: 2.3789107253438035e-06
Position 11404: 2.3159681565515976e-06
Position 934: 1.9530880417288995e-06
Position 1015: 1.3131503924306396e-06
Position 398: 1.1802734967073514e-06
Position 1213: 7.921672575185136e-07
Position 596: 6.561760641785569e-07
Position 818: 5.20454696550417e-07
Position 329: 3.0717374006334576e-07
Position 1108: 1.445871589174853e-07
Position 724: 1.4235508974756662e-07
Position 570: 1.0120877718801667e-07
Position 664: 9.220746298601787e-08
Position 699: 8.964782653287155e-08
Position 708: 7.951220838266671e-08
Position 549: 5.5249876279555715e-08
Position 106: 5.4732487609442703e-08
Position 556: 2.1846088028017644e-08
Position 112: 1.819421702600686e-08
Position 676: 1.3119197702231754e-09
Position 1256: 9.664451680865811e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11295: 0.9983751094257239
Position 10440: 0.9826701453972339
Position 11657: 0.39687470726594193
Position 11601: 0.20512706854992718
Position 9674: 0.20164190849570243
Position 11774: 0.11312840553737738
Position 10758: 0.10796709212481259
Position 12065: 0.067446602602197
Position 7839: 0.06372943533604118
Position 9844: 0.025551769056508192
Position 9237: 0.023768521520763555
Position 10468: 0.014953654874133101
Position 11611: 0.014419770093366752
Position 11428: 0.010928548199891475
Position 9295: 0.009334204312303673
Position 1383: 0.009224841502882717
Position 2620: 0.006995590048758098
Position 498: 0.006935668120633977
Position 9071: 0.006257701275172179
Position 12040: 0.005839165999215105
Position 11627: 0.005529402979354697
Position 11508: 0.004753828702603871
Position 810: 0.003611294944996973
Position 1506: 0.0034802144502867954
Position 11705: 0.0032234039341560265
Position 3461: 0.0028074878723873373
Position 3421: 0.002459191225189765
Position 2854: 0.0023482984565833765
Position 450: 0.0023063452956130935
Position 3405: 0.002193425672674567
Position 4984: 0.0021280515554845145
Position 12089: 0.0018303818402734613
Position 3575: 0.001772372139317302
Position 584: 0.0015640945082801378
Position 4450: 0.001536596774477526
Position 5043: 0.001531558655317947
Position 6802: 0.0014891086543001716
Position 11663: 0.0014806648894132824
Position 11919: 0.0014509349885743436
Position 5743: 0.001420796651436999
Position 11841: 0.0009414470812001504
Position 587: 0.0009140983799403551
Position 525: 0.0008756781581342501
Position 3442: 0.0008566531614941462
Position 11729: 0.0008481292835908927
Position 4604: 0.000841416564110735
Position 398: 0.0008413264810620885
Position 1454: 0.0008259415775126535
Position 3175: 0.000793917895901964
Position 11477: 0.000786194031538957
Position 11721: 0.0007325860740152369
Position 6238: 0.0005916018600607554
Position 12105: 0.0005041936374968488
Position 6080: 0.0004941613093904055
Position 3491: 0.0004890323804958344
Position 2921: 0.00045570032231697976
Position 12046: 0.00042292879104753833
Position 4908: 0.00040516177148282794
Position 2196: 0.0003896719913297131
Position 1407: 0.0003785370134805593
Position 4175: 0.00035052054982689636
Position 4884: 0.0003503550418622116
Position 11784: 0.0003486838066330665
Position 861: 0.0003337325828747573
Position 664: 0.00031343890226276545
Position 12004: 0.00030560586395046724
Position 6976: 0.00030500865273260815
Position 3658: 0.0002658459682349923
Position 3696: 0.0002576366427171762
Position 5966: 0.00025599043097235274
Position 4781: 0.00023833696553075156
Position 4189: 0.00023512294100784547
Position 2052: 0.00019886469708347228
Position 4296: 0.00019578840680858843
Position 11565: 0.00018418150640784074
Position 3187: 0.00017829409467356877
Position 11936: 0.0001500617146097093
Position 1334: 0.00013244960095673008
Position 3508: 0.00012625538812848275
Position 11339: 0.00012026140068745818
Position 11733: 4.086432065423817e-05
Position 11514: 3.843978096327722e-05
Position 11524: 3.235563974497637e-05
Position 11702: 3.229429028650025e-05
Position 2898: 1.974646164997266e-05
Position 1417: 1.537960862442139e-05
Position 11264: 1.2909894810008209e-05
Position 1116: 1.1186739170938732e-05
Position 321: 8.708489019609642e-06
Position 1306: 8.211403845801145e-06
Position 985: 6.746229951583974e-06
Position 11531: 6.517496056803643e-06
Position 11301: 6.472668402994899e-06
Position 1213: 5.96139819761733e-06
Position 1237: 5.414812945313602e-06
Position 1694: 5.242518874289001e-06
Position 1781: 4.601955340124509e-06
Position 1892: 3.3412017754841023e-06
Position 1688: 2.109864963450634e-06
Position 288: 1.5270481938334814e-06
Position 2454: 1.1312424953078056e-06
Position 1852: 1.102972525275029e-06
Position 522: 1.0038300741929084e-06
Position 508: 9.493140143063584e-07
Position 887: 1.4182131547154254e-07
Position 534: 1.253585676618129e-07
Position 724: 6.135467774635971e-08
Position 1008: 5.4471447362532496e-08
Position 244: 4.168846559058584e-08
Position 530: 3.7848877865921174e-08
Position 168: 1.6542984239316357e-08
Position 180: 4.494175498532556e-09
Position 130: 2.884659895450071e-09
Position 273: 2.8022938827073904e-09
Position 174: 2.2996513526555604e-09
Position 257: 1.2404545398167023e-09
