Gene = mio
Position 3285: 3.0616842045055407e-05
Position 2903: 2.8570302698366697e-05
Position 2291: 2.7400830844499477e-05
Position 3243: 2.4459979481387674e-05
Position 2921: 2.4160476576003432e-05
Position 1079: 2.413166408506213e-05
Position 467: 2.2572565957305387e-05
Position 3161: 2.1792309061873913e-05
Position 3292: 2.145508596216584e-05
Position 2113: 2.0827639544428526e-05
Position 1922: 1.8898175272494463e-05
Position 673: 1.8591186319887872e-05
Position 1428: 1.79457938802638e-05
Position 583: 1.723498673293646e-05
Position 1873: 1.5623353772847574e-05
Position 2396: 1.2596752218994993e-05
Position 2068: 1.215459075800522e-05
Position 3042: 1.2071486838319922e-05
Position 2153: 9.878259245277668e-06
Position 3224: 8.257649964831042e-06
Position 2321: 7.984432331810681e-06
Position 2204: 7.723541543603686e-06
Position 1814: 7.488549280918347e-06
Position 2367: 5.0869168229125634e-06
Position 3227: 4.831069811405081e-06
Position 162: 4.601447021313765e-06
Position 3262: 4.446471429139452e-06
Position 2525: 4.290663357476359e-06
Position 3146: 3.0791890589787305e-06
Position 1925: 2.926061613339534e-06
Position 2059: 2.905426620665991e-06
Position 1011: 2.7334141545974685e-06
Position 833: 2.6813838209193798e-06
Position 3093: 2.4361800205180975e-06
Position 665: 1.9866168930849133e-06
Position 1961: 1.8239789848339518e-06
Position 271: 1.507293984830996e-06
Position 205: 8.826682533941354e-07
Position 399: 5.920096852049507e-07
Position 236: 2.0359886324233687e-07
Position 348: 1.468281659241809e-07
Position 482: 1.3404736084006098e-07
Position 224: 8.197973791463233e-08
Position 703: 4.09892391093692e-08
Position 258: 3.786207721257438e-08
Position 658: 2.99504452185295e-08
Position 246: 2.7768120638952365e-08
Position 766: 2.631038997628332e-08
Position 433: 1.0693511940696071e-08
Position 141: 2.2902751720469894e-09
Position 255: 1.0836473524308535e-09
