Gene = gry
Position 1610: 3.973902219400306e-06
Position 2677: 3.866401890219515e-06
Position 2308: 3.852839458478661e-06
Position 1809: 3.822279746841633e-06
Position 67: 3.1766282542819264e-06
Position 376: 3.017834028407039e-06
Position 2479: 2.8589541192449003e-06
Position 1824: 2.416490950503912e-06
Position 4009: 2.3132896489202014e-06
Position 63: 2.2861437159066788e-06
Position 257: 1.8122494273582137e-06
Position 1658: 1.7753757890098168e-06
Position 3436: 1.6596681829958704e-06
Position 1445: 1.4686827833726406e-06
Position 1769: 9.181719730616746e-07
Position 3583: 8.527009179099993e-07
Position 1590: 6.228501079321312e-07
Position 1587: 5.073148285116329e-07
Position 1396: 4.3187418889775313e-07
Position 3542: 4.1723407282776124e-07
Position 1551: 4.077173330646691e-07
Position 2630: 3.2241278892025353e-07
Position 3745: 2.1745255811073992e-07
Position 3198: 2.0693124872045675e-07
Position 3540: 1.7240188423497455e-07
Position 2558: 1.5698974032721165e-07
Position 290: 1.768912388871201e-10
Position 326: 3.081191765146455e-11
Position 302: 2.216194111557436e-11
Position 184: 1.1848829955621142e-12
Position 224: 4.466549003054194e-13
Position 284: 3.4842785697207085e-14
Position 254: 5.3379541303912955e-15
Position 204: 2.369471480902056e-16
