Gene = GramD1B
Position 3209: 0.0009518865481896416
Position 6197: 0.0009160247943510374
Position 10398: 0.0008951898156302744
Position 860: 0.0008492585684170619
Position 5450: 0.0008472069968661049
Position 8090: 0.0007824154533454099
Position 3204: 0.0007201832504139763
Position 259: 0.0007196893900664723
Position 946: 0.0007071068837704026
Position 11313: 0.0006821053548262813
Position 13009: 0.0006225506990285282
Position 13223: 0.0006176411147213461
Position 8557: 0.0006152288620892121
Position 10831: 0.0005580021785887453
Position 737: 0.000528888166948182
Position 6626: 0.0005249781479124317
Position 477: 0.0005212227841503596
Position 8320: 0.0005191190192648332
Position 935: 0.0005170575166548865
Position 13933: 0.0004980412077901276
Position 6534: 0.0004890401880708168
Position 9995: 0.00046584673157665864
Position 1089: 0.00044098409526383947
Position 9803: 0.0004406843509269857
Position 13253: 0.0004086452674839429
Position 8547: 0.0003951897307519754
Position 972: 0.00038747776292219526
Position 13239: 0.00036518632626274917
Position 6375: 0.00036207143639127636
Position 6887: 0.00032804382279524424
Position 7854: 0.00032555327526817416
Position 12871: 0.000325318487709494
Position 191: 0.00032386319865783836
Position 9151: 0.00026783393629620055
Position 650: 0.00025799233224224735
Position 1078: 0.00020998541575809962
Position 701: 0.00018991450747793938
Position 13344: 0.00018726905899171415
Position 746: 0.00017189619380481843
Position 2746: 0.00014450704935503004
Position 9842: 0.00013795472112660857
Position 120: 0.00013255752069312493
Position 9812: 0.00010913574314797856
Position 943: 0.00010731279974066535
Position 9935: 9.738205103504176e-05
Position 856: 8.703283889128074e-05
Position 126: 8.43107884069411e-05
Position 9795: 8.35666281175441e-05
Position 981: 8.009077309006191e-05
Position 12953: 7.178777764745206e-05
Position 8123: 6.10052347907185e-05
Position 10127: 5.3273491647258884e-05
Position 12608: 4.9524750605581625e-05
Position 3027: 4.6120148802524426e-05
Position 688: 4.443567120148115e-05
Position 10168: 4.039713920862161e-05
Position 681: 3.912517970695932e-05
Position 231: 3.887567211482531e-05
Position 2742: 3.556990333860014e-05
Position 183: 3.1096364432032825e-05
Position 9982: 2.684639027102543e-05
Position 827: 2.540672215716588e-05
Position 9694: 2.212434793529373e-05
Position 504: 2.0315406954699724e-05
Position 10004: 1.716488076074872e-05
Position 770: 1.7096470974805624e-05
Position 1646: 1.6516289206362328e-05
Position 1364: 1.6318756597220915e-05
Position 132: 1.4692551018229638e-05
Position 267: 1.3884066090618739e-05
Position 10273: 1.3020182703181427e-05
Position 6265: 1.2664949275189987e-05
Position 10515: 1.259859829118503e-05
Position 9824: 1.0441230171384345e-05
Position 10032: 9.868170604299374e-06
Position 6149: 9.68684505112784e-06
Position 731: 8.343578994868483e-06
Position 7538: 8.22672822920834e-06
Position 10038: 7.618875725672462e-06
Position 9766: 7.1789990328374565e-06
Position 6411: 6.510267581099878e-06
Position 317: 5.707419095642945e-06
Position 12714: 5.697023330756681e-06
Position 598: 5.684569816457055e-06
Position 864: 5.265318081201067e-06
Position 13218: 4.8511979865819205e-06
Position 6361: 4.749229289816446e-06
Position 783: 4.721782939181416e-06
Position 12754: 4.020136887725782e-06
Position 7881: 3.5159131175512055e-06
Position 9961: 2.9112297203485596e-06
Position 265: 2.8544699964234406e-06
Position 10070: 2.8336402994071035e-06
Position 10002: 2.6964551561244536e-06
Position 988: 2.6264407601700597e-06
Position 106: 2.6117262775424092e-06
Position 319: 2.5999812803052677e-06
Position 768: 2.4729822776860313e-06
Position 84: 2.0150835289600207e-06
Position 7774: 1.9054294991152174e-06
Position 794: 1.7636424554615458e-06
Position 7934: 1.5738276301295079e-06
Position 12019: 1.397716665280421e-06
Position 1604: 1.2524378418505884e-06
Position 12769: 1.197101155168537e-06
Position 9963: 9.715746894955637e-07
Position 10040: 9.400869079027559e-07
Position 10330: 7.685529971579502e-07
Position 18: 6.528133236278316e-07
Position 12214: 4.962522933726976e-07
Position 369: 4.5189419170125393e-07
Position 407: 4.033037764672617e-07
Position 322: 3.5965649039844457e-07
Position 10356: 2.9551775337470804e-07
Position 87: 2.863262330971751e-07
Position 809: 1.6720370989622277e-07
Position 759: 1.4878473651876942e-07
Position 414: 1.3308356407619218e-07
Position 13085: 6.733600808152049e-08
Position 2042: 6.463885537593558e-08
Position 384: 4.294246944998939e-08
Position 10222: 3.586226434442093e-08
Position 334: 3.531392406451955e-08
Position 12851: 2.535001059221821e-08
Position 12574: 1.6846285226451948e-08
Position 710: 1.2767491150765787e-08
Position 9818: 1.992543381675307e-09
Position 543: 1.5320142179610836e-10
Position 9715: 5.0522794244791696e-11
Position 536: 2.1386897892662e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12443: 0.999983308522958
Position 9934: 0.9774353308487171
Position 9609: 0.9744423032376491
Position 5652: 0.94341843572235
Position 8431: 0.941535986407177
Position 5177: 0.9022438198439298
Position 11928: 0.8817897355727459
Position 10176: 0.7874794188132392
Position 13526: 0.6212819015236497
Position 7698: 0.5990790191216541
Position 10653: 0.39363851645689624
Position 1031: 0.3557853965264945
Position 13201: 0.31931121571314924
Position 14249: 0.24109458825110244
Position 7695: 0.24046941589414159
Position 10216: 0.20548588287383338
Position 12302: 0.14187968306573528
Position 13123: 0.1338701683268602
Position 10704: 0.0989027325795841
Position 8012: 0.07629759008430755
Position 12929: 0.07258980546431874
Position 7671: 0.06836501304686675
Position 10621: 0.0630236154511317
Position 6862: 0.05237353437733896
Position 10513: 0.04947537835624317
Position 11465: 0.048052983394967365
Position 13908: 0.04303585911490494
Position 11481: 0.04148239216943583
Position 5370: 0.03617852362892158
Position 5791: 0.03615754969507047
Position 12944: 0.03315711287324607
Position 8618: 0.027615718875538788
Position 13159: 0.025067230853199948
Position 8230: 0.02404649791448148
Position 6224: 0.023800391498157377
Position 14005: 0.022052038777116145
Position 8694: 0.021093443260543587
Position 10631: 0.020688687292044716
Position 8022: 0.01909599118138912
Position 13386: 0.01779175840481984
Position 11776: 0.01680084496304435
Position 12666: 0.013791952877617681
Position 9392: 0.013010492085344048
Position 9626: 0.012360312579734297
Position 10772: 0.012300008207218858
Position 3044: 0.011551275288782767
Position 8928: 0.01138114554642452
Position 10901: 0.011286484099879
Position 13061: 0.011025017944970433
Position 9711: 0.010820032972599475
Position 10880: 0.010333255438416823
Position 819: 0.0103190000333018
Position 6469: 0.010210025154327482
Position 5091: 0.010064702865526286
Position 12783: 0.01003324679036946
Position 3119: 0.009463922798026722
Position 8727: 0.008928357915419675
Position 9915: 0.008694391958125863
Position 6416: 0.008468269540828906
Position 4765: 0.008325609653913785
Position 5072: 0.00818557320790882
Position 342: 0.007879816391083773
Position 14607: 0.007636760169776744
Position 5731: 0.007515447463431703
Position 13009: 0.007438124288938217
Position 11168: 0.007434483855905898
Position 4592: 0.007083775645720012
Position 6375: 0.00670269251850581
Position 13780: 0.006678365620800969
Position 8315: 0.006351483334245263
Position 13554: 0.0061523473834274225
Position 3070: 0.005670698867198746
Position 6742: 0.005571224884407366
Position 876: 0.005466698535879442
Position 10855: 0.005420657371915196
Position 14640: 0.005204096669769018
Position 7734: 0.005187531978769822
Position 1139: 0.005054170793283353
Position 11717: 0.004405809808539111
Position 3267: 0.00424851778398959
Position 5028: 0.004236183551361711
Position 3367: 0.004230513588009962
Position 912: 0.004153163976320492
Position 10769: 0.003818828870590156
Position 5216: 0.003624708101545622
Position 13090: 0.003580543469082891
Position 4762: 0.003564938217800259
Position 10450: 0.0033450645853267237
Position 5881: 0.00327581610518434
Position 10904: 0.003130029942268663
Position 4887: 0.00307219536684596
Position 8490: 0.0030565904660542122
Position 11205: 0.0030124097436432743
Position 6328: 0.00264220214881282
Position 764: 0.0025556527566380706
Position 10831: 0.002508798069230994
Position 552: 0.002268396640457076
Position 11650: 0.0022049261801097763
Position 2641: 0.001991251439312328
Position 14653: 0.001957827784801937
Position 6716: 0.0019117520048737922
Position 13882: 0.0018892376958046038
Position 641: 0.001868698594629095
Position 6289: 0.001861833028676667
Position 7198: 0.001831110090604803
Position 6886: 0.0017098616585386557
Position 8522: 0.0017032747557411377
Position 12612: 0.0016889968298295706
Position 7740: 0.0016245499315135025
Position 988: 0.0016046097563366258
Position 5589: 0.0015542936646651929
Position 5807: 0.0015492609346509163
Position 13156: 0.001533803399099189
Position 6441: 0.0014430162908973339
Position 8180: 0.001439029007338551
Position 5592: 0.0013890048559791024
Position 389: 0.001382216018864508
Position 12766: 0.001375902243178934
Position 1162: 0.0012616574775231855
Position 4408: 0.0012361256289166187
Position 12864: 0.0012305844637964288
Position 8907: 0.001189309785645991
Position 8399: 0.0011792533143374973
Position 6191: 0.001143168840731537
Position 10726: 0.0010961680411013185
Position 3889: 0.0010938070960238343
Position 11131: 0.0010704666999734225
Position 12816: 0.001052230125590143
Position 6927: 0.0010057450980119364
Position 8844: 0.0009969393169653533
Position 12982: 0.0009733794542251754
Position 8412: 0.00096651870119401
Position 11549: 0.0009273280026930079
Position 13181: 0.0009135163656785941
Position 2836: 0.0008785535719263534
Position 4196: 0.0008754840416560264
Position 13239: 0.0008723917289225939
Position 10664: 0.0008704482420592933
Position 11080: 0.0008389041127781874
Position 524: 0.0008367838817679243
Position 10222: 0.0008260564737540683
Position 13628: 0.0007722981849401911
Position 7245: 0.0007652782227026143
Position 3772: 0.0007441554815857743
Position 4840: 0.0007429671930863992
Position 1037: 0.0007396700349043109
Position 4976: 0.0006850906834246313
Position 11441: 0.0006779512419588099
Position 768: 0.0006708213800918663
Position 5562: 0.0006703518580503968
Position 3002: 0.0006580784452749919
Position 7396: 0.0006353741083691429
Position 650: 0.000517862459499779
Position 8469: 0.0005151129779603416
Position 6663: 0.00045142632916687317
Position 11024: 0.00044047381825214734
Position 11057: 0.0004194601891136017
Position 7551: 0.0003901138432745861
Position 12680: 0.0003843034458496428
Position 13293: 0.0003826372626158474
Position 9992: 0.000377233257518905
Position 12788: 0.0003726763919747057
Position 8068: 0.00036461017025897415
Position 7534: 0.00034535683462089584
Position 9751: 0.00034265963781758655
Position 8128: 0.0003341307212271932
Position 3966: 0.0003323682987824199
Position 5970: 0.00031218595179068753
Position 180: 0.00030689449296856906
Position 12941: 0.0002969380827632641
Position 7051: 0.0002873458884539147
Position 9018: 0.0002868870674581125
Position 1442: 0.00027926886865438106
Position 1011: 0.0002752058044808216
Position 5916: 0.0002738105266296669
Position 6866: 0.0002720490236586237
Position 8281: 0.0002582966216799004
Position 11262: 0.0002528918655435696
Position 13161: 0.0002453735601954383
Position 2903: 0.0002443706968235024
Position 168: 0.00023751179408449262
Position 4152: 0.00023353147444283163
Position 773: 0.0002329422038861876
Position 10013: 0.00023102723909826172
Position 6787: 0.00023013087463214502
Position 7634: 0.00022981910853616644
Position 9715: 0.00020164619019454852
Position 10835: 0.00019824599717670812
Position 10990: 0.00019703172887111623
Position 5898: 0.00018734934637868527
Position 13013: 0.0001727805477166756
Position 8874: 0.00016385015342059762
Position 5700: 0.0001588284563947059
Position 724: 0.0001584118498956003
Position 6426: 0.00015820040335601026
Position 6280: 0.00014730431975766404
Position 9770: 0.00014719406327467555
Position 5703: 0.00013651686506936422
Position 6618: 0.00013195075658612137
Position 10002: 0.00012992587664694048
Position 148: 0.00012549771504962438
Position 2856: 0.0001223303813176214
Position 7100: 0.0001183159374695503
Position 10252: 9.980190971073284e-05
Position 6255: 9.521463129713036e-05
Position 1580: 9.47137243670883e-05
Position 12706: 8.972969155779312e-05
Position 1683: 8.916575983903237e-05
Position 12851: 8.732603303763e-05
Position 6273: 8.542784872045112e-05
Position 10124: 8.228046457200695e-05
Position 5825: 7.782171280093801e-05
Position 5598: 7.735845605997643e-05
Position 5595: 6.89688112934034e-05
Position 9955: 6.791428624540984e-05
Position 265: 6.716254798388722e-05
Position 1177: 6.443174803242197e-05
Position 1288: 6.0292320358206175e-05
Position 6361: 5.931916733347492e-05
Position 1215: 5.8480700644144755e-05
Position 10321: 5.686287083161741e-05
Position 6035: 5.393729092144605e-05
Position 12690: 5.267003697289271e-05
Position 10117: 5.044445399882513e-05
Position 6196: 4.379032049842065e-05
Position 6838: 4.217081208902399e-05
Position 6537: 4.1877715667290294e-05
Position 10065: 3.665989330693758e-05
Position 10436: 3.531666347055554e-05
Position 9949: 3.472222965526788e-05
Position 7002: 3.3985473100382804e-05
Position 831: 3.134570196510759e-05
Position 10741: 2.735243989655582e-05
Position 5709: 2.5856024927609206e-05
Position 10267: 2.454167001762219e-05
Position 10038: 2.380256676957187e-05
Position 5755: 2.3409063830937994e-05
Position 2592: 2.28019748310646e-05
Position 2595: 2.0833362982282962e-05
Position 145: 2.00682556894806e-05
Position 10231: 1.4458234678166966e-05
Position 10459: 1.4282603882211707e-05
Position 262: 1.4070346782240133e-05
Position 670: 1.3753917995268921e-05
Position 729: 1.0971303363336234e-05
Position 3022: 9.202405597612761e-06
Position 407: 5.75081610912064e-06
Position 12599: 4.858760273751537e-06
Position 9961: 4.586403608169744e-06
Position 1599: 4.452125936753993e-06
Position 281: 4.407029130917872e-06
Position 12585: 4.256037890516563e-06
Position 2570: 3.782041164882707e-06
Position 10032: 3.2714287980501213e-06
Position 210: 3.2457845758650307e-06
Position 788: 3.118554736177889e-06
Position 10228: 2.4585407868321343e-06
Position 8028: 2.444841808665258e-06
Position 10472: 2.2032407238125904e-06
Position 5612: 2.0820109210526527e-06
Position 1224: 1.945047395410376e-06
Position 1085: 1.838640099867283e-06
Position 6387: 1.829844051234553e-06
Position 7773: 1.3063168448927037e-06
Position 259: 1.2642337135264732e-06
Position 6666: 1.229983237785197e-06
Position 10515: 1.1091763527256303e-06
Position 360: 1.1005506940875885e-06
Position 445: 9.86979781571865e-07
Position 951: 9.105579852305978e-07
Position 357: 8.831931530894577e-07
Position 12655: 7.193851969221517e-07
Position 204: 6.013440073374435e-07
Position 12712: 3.041803325555817e-07
Position 12492: 2.6867558189526544e-07
Position 191: 2.2568448855222744e-07
Position 12465: 1.9006537842494144e-07
Position 10348: 1.4517528028600865e-07
Position 681: 8.769240140209903e-08
Position 780: 2.0438715844472298e-08
Position 1264: 1.1965071147747354e-08
Position 12495: 5.430265211475454e-09
Position 485: 2.565299120508297e-09
Position 504: 2.464103438557877e-09
Position 287: 2.127109796288462e-09
Position 575: 1.367543003331546e-09
Position 236: 1.0236671220917032e-09
Position 477: 7.202515802858155e-10
Position 10354: 6.293247271666963e-10
Position 152: 2.2961505574065124e-10
Position 369: 2.151444102871764e-10
Position 558: 1.9920921942476094e-10
Position 292: 1.9602819067607787e-10
Position 489: 1.8248236771006657e-10
Position 84: 1.6832639742971868e-10
Position 296: 1.2040272653225686e-10
Position 299: 7.002219548331551e-11
