Gene = ics
Position 1362: 0.0005124319477415439
Position 1149: 0.00044960676958720946
Position 1084: 0.0004267129237613805
Position 774: 0.000397757806600723
Position 1985: 0.00038489499858270854
Position 311: 0.00032921158951391933
Position 1301: 0.0003266048690125951
Position 1375: 0.00032073448312924644
Position 2828: 0.0003079972636995256
Position 1341: 0.00030786408577591554
Position 1704: 0.0002759785215645136
Position 2084: 0.00020087558578917521
Position 525: 0.00019207209010233114
Position 2590: 0.00015841048077606945
Position 2452: 0.00014508157097993047
Position 1902: 0.00014012556918361602
Position 2005: 0.00012691685126271104
Position 2994: 0.00012144456757239047
Position 1386: 0.00011425254800630763
Position 1169: 0.0001082704787603408
Position 2614: 9.24251014518928e-05
Position 384: 8.165545117409735e-05
Position 1731: 7.900398865395681e-05
Position 101: 7.53025392030266e-05
Position 2272: 5.825002334085747e-05
Position 2169: 5.015120874974413e-05
Position 420: 4.589272725053899e-05
Position 90: 3.6936767118034825e-05
Position 614: 3.2270453225896017e-05
Position 415: 2.8260346514244602e-05
Position 2703: 2.801732116171355e-05
Position 2091: 2.7343054397146746e-05
Position 1757: 2.585988634150427e-05
Position 608: 2.4232104521087055e-05
Position 498: 2.4069924921695446e-05
Position 1859: 2.2216728287789632e-05
Position 335: 1.9893299268725718e-05
Position 1178: 1.9483026786852473e-05
Position 2896: 1.9035899879793894e-05
Position 2858: 1.771438589044768e-05
Position 2178: 1.7635831284856716e-05
Position 2476: 1.750938795053394e-05
Position 108: 1.3649219140915498e-05
Position 2064: 1.3163226474540353e-05
Position 3136: 1.1499733750886991e-05
Position 1222: 1.118825392819978e-05
Position 534: 1.0887238252677374e-05
Position 283: 9.999037926438501e-06
Position 3121: 9.778597026991276e-06
Position 191: 5.184664721694005e-06
Position 2086: 4.068359855306591e-06
Position 1728: 2.5860871893540387e-06
Position 1793: 1.917341259620492e-06
Position 2913: 7.949908731491225e-07
Position 2872: 6.549171730017903e-07
Position 2910: 3.251855974416503e-07
Position 2868: 2.6116310137431346e-07
Position 200: 1.9272530158863375e-07
Position 262: 1.6252792834628262e-07
Position 567: 5.304448057349594e-08
Position 573: 3.68824155885749e-08
Position 269: 2.6961933570590876e-08
Position 1549: 1.928562634455146e-08
Position 540: 7.928568289613554e-09
Position 179: 2.2035525551675993e-11
Position 181: 1.8431509610233834e-11
Position 264: 4.0998764765158965e-14
