Gene = ND-39
Position 3838: 0.02527498083562901
Position 2205: 0.02360721502707857
Position 3140: 0.022780479090704967
Position 592: 0.02007186605520457
Position 3063: 0.013777654594903299
Position 3890: 0.012648474690083303
Position 3817: 0.00778928822634886
Position 2634: 0.006565316262536479
Position 1672: 0.004076384366193726
Position 3152: 0.002036648608382256
Position 60: 0.0017079638614494574
Position 3226: 0.0015947922074902446
Position 895: 0.0012609855328560961
Position 2886: 0.0012484494548185366
Position 2652: 0.0012480305190166539
Position 2617: 0.001235879886428773
Position 2791: 0.0011667893973521019
Position 665: 0.00109977620223527
Position 188: 0.0010211748913837733
Position 4525: 0.0009023404509125121
Position 185: 0.0008695340897084177
Position 1608: 0.0007615346776771695
Position 1368: 0.0006825367522651835
Position 2065: 0.0006375690287725862
Position 2366: 0.0005980460033402105
Position 1312: 0.0005387221770835149
Position 1048: 0.0005168137835044964
Position 779: 0.0005060052117288674
Position 1682: 0.0004993077386180734
Position 3345: 0.00047610422999348534
Position 1658: 0.0003950323790748389
Position 2047: 0.0003851389846209968
Position 3179: 0.00035575673833087754
Position 1984: 0.0003533828353689337
Position 76: 0.00026284930567165493
Position 2563: 0.00023000809718550012
Position 2104: 0.00019534821065698093
Position 1385: 0.00017319912773304432
Position 2490: 0.00016198152471920315
Position 2385: 0.00015907518761589122
Position 484: 0.00014959161011844147
Position 254: 0.00013351094188109735
Position 1076: 0.00013141494370452067
Position 1331: 0.00010235180801789978
Position 898: 8.446524194571067e-05
Position 4777: 7.021395684960317e-05
Position 397: 4.0080224706294664e-05
Position 686: 3.3151726859537065e-05
Position 4780: 2.5441759016958195e-05
Position 4944: 2.5129408061749273e-05
Position 1124: 2.5101607119478367e-05
Position 4774: 1.9289115787473733e-05
Position 4567: 1.841235705208581e-05
Position 524: 1.5862819014427162e-05
Position 858: 1.5396025058119906e-05
Position 826: 1.4273483877298725e-05
Position 4831: 1.319718457522065e-05
Position 511: 1.2323870891691094e-05
Position 315: 5.553776106945423e-06
Position 4959: 5.172703255443116e-06
Position 2209: 4.627478107896914e-06
Position 1704: 4.595445958832804e-06
Position 940: 4.532483630640049e-06
Position 1766: 2.5710026586633582e-06
Position 4573: 2.3634473550567195e-06
Position 371: 2.237674058945376e-06
Position 2092: 2.029311547581465e-06
Position 4576: 1.7172427832540293e-06
Position 4631: 1.2433663921026192e-06
Position 4981: 8.237444874712626e-07
Position 4644: 7.669804198742731e-07
Position 4976: 6.413632194732879e-07
Position 4636: 5.434258051468665e-07
Position 1145: 3.619292714463505e-07
Position 1119: 3.564107675718226e-07
Position 4717: 3.2889492426414e-07
Position 4744: 1.9667853999138603e-07
Position 1688: 1.7233121536248274e-07
Position 133: 7.698856524596075e-08
Position 490: 4.7648720198951015e-08
Position 4988: 3.170467578122562e-08
Position 739: 1.8038799192094055e-08
Position 803: 1.3873239538345861e-08
Position 1109: 1.219681772013435e-08
Position 1004: 1.1994842619741403e-08
Position 526: 1.1419555438778091e-08
Position 942: 6.137797110885568e-09
Position 493: 3.760087809022645e-09
Position 726: 2.556465482826399e-09
Position 327: 2.356604083859168e-09
Position 1026: 2.3084282085005744e-09
Position 784: 1.0487992675246163e-09
Position 606: 4.1455532814928393e-10
Position 752: 1.7686985493551316e-10
Position 329: 1.6592596806204978e-10
Position 137: 1.4463287299900322e-10
Position 145: 1.107250613748548e-10
