Gene = Ir31a
Position 697: 0.0001183856817819412
Position 1715: 9.051928506295952e-05
Position 651: 7.83932654222771e-05
Position 2062: 7.72495935601112e-05
Position 704: 7.031627217616019e-05
Position 2369: 5.0237704130284705e-05
Position 313: 4.61181931736913e-05
Position 280: 3.912431964992891e-05
Position 2006: 3.904222367088635e-05
Position 529: 3.773718004514106e-05
Position 606: 3.1817064144069116e-05
Position 1803: 3.1535493578941596e-05
Position 2169: 2.314729354901635e-05
Position 344: 1.8911883379519175e-05
Position 2001: 1.4259848664160407e-05
Position 321: 1.3880367235871455e-05
Position 1992: 8.817624530029006e-06
Position 868: 7.840368757238957e-06
Position 2109: 6.444226610095195e-06
Position 2153: 2.405867475786282e-06
Position 1762: 2.181836941738238e-06
Position 323: 2.1041854461990227e-06
Position 351: 1.584810774551009e-06
Position 121: 1.1143834583332122e-06
Position 315: 8.400254659739971e-07
Position 207: 6.045312112326294e-07
Position 457: 5.949157494968606e-07
Position 507: 2.6594575278698505e-07
Position 438: 2.503939969548409e-07
Position 2097: 1.4233491851822013e-07
Position 888: 4.566893921137752e-08
Position 441: 4.8139573995720595e-09
Position 1543: 3.562472738644873e-09
Position 1940: 6.876359419974447e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2280: 0.986206756759053
Position 1798: 0.874922817321374
Position 933: 0.8132522725500801
Position 2480: 0.7497589405910773
Position 387: 0.25905785135384535
Position 1364: 0.22822045690373513
Position 693: 0.18377491825346604
Position 441: 0.11420359697301942
Position 457: 0.09059173325664548
Position 1881: 0.07931797140147405
Position 1500: 0.0761728043402602
Position 668: 0.05584321353765973
Position 1967: 0.03857434338459216
Position 1091: 0.02676784972973339
Position 555: 0.024003874321072836
Position 2446: 0.02352155626327299
Position 396: 0.023145601301100556
Position 1546: 0.021291851121690502
Position 568: 0.018705853704521106
Position 1648: 0.01754000778028168
Position 2148: 0.016878045280098737
Position 904: 0.012519602799744171
Position 590: 0.011558882262428115
Position 726: 0.010428662840390346
Position 2084: 0.00902487697890874
Position 103: 0.0044998984245164875
Position 1640: 0.003948503307104864
Position 911: 0.003843981469589848
Position 765: 0.00377388150405937
Position 2296: 0.0037292522170081104
Position 1824: 0.003104459295308061
Position 795: 0.0030967224372391903
Position 287: 0.0027771633102498133
Position 820: 0.0025274745218254045
Position 334: 0.0023707688031555678
Position 523: 0.0021549204442560897
Position 996: 0.0018566133874918518
Position 1319: 0.0017778254043948156
Position 1473: 0.0017051705137005643
Position 1424: 0.001674291488791101
Position 617: 0.0015804915775008072
Position 223: 0.0013569789514306205
Position 2185: 0.0013257703689845998
Position 2242: 0.0010268453520332931
Position 133: 0.0009840910973354278
Position 529: 0.0009832789352777463
Position 1401: 0.0007700568091000934
Position 1832: 0.0007558394588683215
Position 2312: 0.0006679264173720582
Position 945: 0.000494947726147537
Position 1940: 0.0003910437197483636
Position 1232: 0.00037314148838264776
Position 203: 0.00032969411730537446
Position 1913: 0.00031694322871073864
Position 1854: 0.0002460437017535318
Position 1666: 0.0002454343616041525
Position 170: 0.0002431179431216181
Position 292: 0.00019305143752899014
Position 229: 0.00018779491401321182
Position 1801: 0.00016068156441516584
Position 2006: 0.0001375544208459469
Position 167: 0.0001205914351321434
Position 136: 8.977383424719164e-05
Position 1249: 8.266623304875899e-05
Position 2303: 5.444353399574219e-05
Position 2425: 5.251556654121236e-05
Position 859: 5.0936518442547425e-05
Position 259: 2.0357796838948434e-05
Position 2427: 1.6582882883980678e-05
Position 2522: 7.063064229243409e-06
Position 362: 6.5208752032456815e-06
Position 1857: 6.271662284153517e-06
Position 303: 5.0237196110805375e-06
Position 339: 2.200767547161498e-06
Position 182: 1.2030820010449681e-06
Position 307: 5.588293922659683e-07
Position 251: 2.3673824724545102e-07
Position 2216: 1.5325151845006368e-07
Position 313: 7.241563971010132e-08
Position 234: 4.596684927412585e-08
