Gene = Fibp
Position 286: 1.9553714854128823e-08
Position 1815: 1.8688896313803118e-08
Position 1331: 1.1941312920188345e-08
Position 1292: 3.5389148436469043e-09
Position 1677: 2.9287076684984125e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1435: 0.9998397853726407
Position 963: 0.9970392686210675
Position 1685: 0.9925482847443321
Position 1146: 0.9745996318330078
Position 417: 0.9651591031652398
Position 799: 0.8860885115076303
Position 271: 0.825372087648096
Position 833: 0.07821343537891953
Position 1305: 0.031209578917247363
Position 1848: 0.01729084412571368
Position 581: 0.012203813216209046
Position 421: 0.00428752749303272
Position 617: 0.002871556778664484
Position 837: 0.0019243571674798952
Position 449: 0.0018598859646592667
Position 317: 0.0014889309438849902
Position 446: 0.0010173073841561132
Position 1857: 0.00048415372121480784
Position 1725: 0.0003295814297540667
Position 1186: 0.00031494314025258335
Position 1292: 0.00027914024777768545
Position 1693: 0.000253745367028991
Position 1188: 0.0002487237598100038
Position 967: 0.00019430336953203762
Position 761: 0.0001650191789952073
Position 1287: 0.00015621232572300488
Position 252: 0.00010446094848234145
Position 686: 0.0001039918511855548
Position 1765: 9.825987408438842e-05
Position 1342: 6.778181353197358e-05
Position 1021: 6.758021760260991e-05
Position 665: 6.740489024502658e-05
Position 903: 6.387223439116971e-05
Position 294: 5.9435173162700124e-05
Position 1096: 5.9087827150155666e-05
Position 566: 5.2086958836956125e-05
Position 478: 4.646126925178589e-05
Position 81: 4.442057449163017e-05
Position 662: 4.1207335396743534e-05
Position 1209: 3.859820656107668e-05
Position 1161: 3.6895303198133163e-05
Position 328: 3.238802521162148e-05
Position 875: 2.9183603293905116e-05
Position 182: 1.960881762762726e-05
Position 1863: 1.478173472230734e-05
Position 1639: 1.3773178051153059e-05
Position 139: 1.2010917861253482e-05
Position 341: 1.1058883176281724e-05
Position 1230: 7.71016921761068e-06
Position 765: 6.858187709541607e-06
Position 587: 5.603632137352158e-06
Position 207: 5.246322404074832e-06
Position 1781: 4.926574956384153e-06
Position 942: 3.988615997752679e-06
Position 1597: 3.6411263343500374e-06
Position 1107: 3.1134426609164065e-06
Position 1041: 2.6803604941654038e-06
Position 1700: 2.6078983023661626e-06
Position 1245: 2.5940365974606196e-06
Position 87: 2.3945630021080193e-06
Position 186: 1.8932554898002087e-06
Position 105: 1.779787649686139e-06
Position 1797: 1.7263131629161127e-06
Position 1236: 1.7166345151454728e-06
Position 772: 1.6298815979248087e-06
Position 1523: 1.2713055089893528e-06
Position 1621: 1.1324664684020633e-06
Position 770: 7.240253857888085e-07
Position 614: 6.530637623341678e-07
Position 355: 4.6476293292378375e-07
Position 1544: 3.097142737900181e-07
Position 1490: 2.8028524014702864e-07
Position 425: 2.526148759508623e-07
Position 1566: 2.163591004841155e-07
Position 1239: 1.178741712242541e-07
Position 1248: 8.825857898222912e-08
Position 908: 6.840290875292911e-08
Position 1649: 3.790815788617956e-08
Position 1520: 3.240539475287522e-08
Position 191: 2.1060673406923562e-08
Position 102: 3.893822007187656e-09
Position 1379: 2.817469966889304e-09
