Gene = MESR3
Position 16524: 1.1025000703436892e-08
Position 13906: 1.533884418215941e-09
Position 518: 1.0169356536819464e-09
Position 7784: 6.259740834858002e-10
Position 6926: 5.337244085804665e-10
Position 15356: 5.168886511619249e-10
Position 12073: 3.4966462593634037e-10
Position 13144: 1.7451978198096585e-10
Position 13371: 1.4661857520759268e-10
Position 7984: 8.702753890943697e-11
Position 12697: 7.748408504990427e-11
Position 8022: 6.916683460170424e-11
Position 6981: 6.71657399254938e-11
Position 533: 6.572126197598329e-11
Position 7238: 5.918660341635937e-11
Position 7926: 5.523280724197628e-11
Position 7706: 2.753312019383491e-11
Position 8198: 2.3856201498423365e-11
Position 8339: 2.1034615434381377e-11
Position 657: 1.8347025884281564e-11
Position 12150: 1.7276316536455162e-11
Position 7086: 1.4295319835645224e-11
Position 7512: 1.4110858995151361e-11
Position 8532: 1.3112338350072216e-11
Position 11938: 7.474257950756647e-12
Position 6429: 7.195692278585881e-12
Position 803: 6.668663660878086e-12
Position 10378: 2.9544021984900978e-12
Position 9911: 2.7860895122251745e-12
Position 9664: 2.773927219577883e-12
Position 9731: 1.8306713955802564e-12
Position 5591: 1.5686640856115942e-12
Position 6479: 1.4876887239256196e-12
Position 6983: 1.3912615205004872e-12
Position 6361: 1.3467743351225813e-12
Position 6147: 1.09393389382247e-12
Position 554: 9.332681625659322e-13
Position 9453: 7.641502821009167e-13
Position 8855: 2.083300241547933e-13
Position 1032: 1.7340533246691346e-13
Position 4483: 8.716733185929426e-14
Position 4346: 7.508887384212467e-14
Position 4705: 5.466305478118747e-14
Position 4166: 4.319809645454258e-14
Position 5892: 3.766970831758164e-14
Position 1074: 2.816399712105624e-14
Position 4666: 2.5733874708247305e-14
Position 5933: 2.1057598914228483e-14
Position 4728: 2.0807224440754763e-14
Position 3656: 1.826811057194062e-14
Position 2924: 1.7942899130861396e-14
Position 5856: 1.624009364694164e-14
Position 3954: 1.5005318878762455e-14
Position 6306: 1.4117888918915118e-14
Position 2286: 1.308063348847931e-14
Position 4373: 1.146457308446411e-14
Position 4514: 9.519575576230697e-15
Position 1602: 8.206997561634774e-15
Position 1572: 8.022067705275337e-15
Position 3622: 7.4913686222017e-15
Position 4552: 5.7071940887485625e-15
Position 3226: 4.996201080917461e-15
Position 3467: 4.557507879722505e-15
Position 5415: 4.396311986789329e-15
Position 4035: 3.835044619849484e-15
Position 1983: 3.7709422567055576e-15
Position 3679: 3.7378128656787156e-15
Position 1700: 2.8719084775639092e-15
Position 4183: 2.2382290053083045e-15
Position 1487: 1.1113238918468616e-15
Position 2493: 1.032916088420868e-15
Position 3566: 9.87185083724627e-16
Position 4576: 9.72671352033479e-16
Position 4740: 8.966282135998053e-16
Position 3739: 7.28094384332658e-16
Position 2012: 6.25393785405015e-16
Position 1315: 6.098385977528989e-16
Position 3184: 5.842183600656589e-16
Position 4221: 4.775691993664775e-16
Position 3260: 4.610094640724164e-16
Position 2771: 3.4120352337748707e-16
Position 3887: 3.1370657433122384e-16
Position 2487: 2.387924457896856e-16
Position 2447: 2.3212436832660994e-16
Position 3205: 1.6019240295003714e-16
Position 2363: 1.5425055303559947e-16
Position 2885: 1.4746336838171308e-16
Position 2962: 1.1907596047329844e-16
Position 3044: 1.1044906795836494e-16
Position 1273: 1.0641879753995306e-16
Position 1661: 1.0519010752708849e-16
Position 219: 1.0153190364994455e-16
Position 1036: 8.716437143423442e-17
Position 2082: 8.226003654905222e-17
Position 1431: 4.3971594027512915e-17
Position 2293: 4.3374838608469214e-17
Position 1579: 4.007577300748727e-17
Position 1530: 3.8144664529103066e-17
Position 1443: 3.517219523497525e-17
Position 1629: 3.329499610483167e-17
Position 897: 2.5630967465523926e-17
Position 1872: 2.4669148404078944e-17
Position 1590: 2.4577732128769686e-17
Position 328: 2.1312599183693692e-17
Position 449: 1.8531613280093103e-17
Position 1139: 1.4442357566674898e-17
Position 736: 1.1712514734425006e-17
Position 110: 1.0847499754873091e-17
Position 557: 5.315185973723654e-18
Position 383: 5.206141994458119e-18
Position 122: 4.4683089136599526e-18
Position 119: 3.4342793035946972e-18
Position 422: 3.4184989317267372e-18
Position 244: 2.722821968758452e-18
Position 788: 9.182035604862948e-19
Position 125: 8.886002164997308e-19
Position 394: 5.896149111036845e-19
Position 289: 5.276460355505393e-19
Position 151: 4.951755476850761e-19
Position 333: 1.986537106467474e-19
Position 746: 1.4720269503384969e-19
Position 591: 1.0516538039229532e-19
Position 253: 7.568246411460977e-20
Position 884: 6.733277859319227e-20
Position 368: 6.252158064697444e-20
Position 738: 2.016020647780503e-20
Position 943: 1.844845188484283e-20
Position 607: 1.3345623545650162e-20
