Gene = comm2
Position 746: 0.0016924077306705262
Position 1431: 0.0016820155238202537
Position 793: 0.0013546762201209676
Position 264: 0.0010445330980169752
Position 1330: 0.0006610696440353048
Position 1598: 0.0006340687049082319
Position 818: 0.0006223216739836632
Position 410: 0.0005416301340274376
Position 1547: 0.0005413461010465767
Position 1418: 0.0005309405568377079
Position 1100: 0.0005159993804935289
Position 875: 0.0004898894190519367
Position 2205: 0.00045604809353172465
Position 362: 0.0003686900826485774
Position 1145: 0.00034609002122389353
Position 445: 0.00025053332981760074
Position 1806: 0.000230043299082427
Position 374: 0.0002272323237838353
Position 2134: 0.0001963359108244554
Position 493: 0.00019468128942444685
Position 989: 0.0001806795153338745
Position 346: 0.00016077227009867663
Position 166: 0.00014788968449455596
Position 1437: 0.000143409980887017
Position 343: 0.00013044800651674534
Position 929: 9.352398927661187e-05
Position 1682: 8.829481182262374e-05
Position 101: 8.555245082218988e-05
Position 1864: 8.480274130931383e-05
Position 2069: 7.781438020443846e-05
Position 1595: 7.188147346402607e-05
Position 2043: 7.140790557194846e-05
Position 1722: 6.772836882411117e-05
Position 1885: 6.637051824470755e-05
Position 1998: 6.540683865311888e-05
Position 806: 6.444368531342053e-05
Position 1507: 6.289583167257614e-05
Position 2088: 6.114311117373754e-05
Position 1259: 5.912082965726886e-05
Position 893: 5.640081177134998e-05
Position 1491: 5.4635237720433075e-05
Position 626: 5.384771740797887e-05
Position 269: 4.867320943619778e-05
Position 496: 4.8645235003986736e-05
Position 1122: 4.6111736570783004e-05
Position 1933: 3.96866965600791e-05
Position 98: 3.9537192408562144e-05
Position 1350: 3.8955462237243974e-05
Position 750: 3.655292212925142e-05
Position 896: 3.3245985873181565e-05
Position 1644: 2.706468714345833e-05
Position 1282: 2.4817048886507963e-05
Position 999: 1.9823291448436294e-05
Position 1653: 1.9230123224588364e-05
Position 194: 1.759674057987939e-05
Position 1252: 1.5169164790535574e-05
Position 2188: 1.4849242133856164e-05
Position 1466: 1.3816072040764316e-05
Position 283: 1.2721665819695789e-05
Position 713: 1.1617808513165927e-05
Position 548: 7.787220966126688e-06
Position 2215: 6.532787740522646e-06
Position 1232: 6.461876529526701e-06
Position 289: 5.953231192016101e-06
Position 1731: 5.89670576538212e-06
Position 303: 5.7922433433526185e-06
Position 1075: 5.6900803140132e-06
Position 499: 5.079304224061368e-06
Position 1004: 4.78735435060711e-06
Position 1248: 4.4023548660894195e-06
Position 1734: 4.269653158808172e-06
Position 1032: 4.0505824422733395e-06
Position 449: 3.989336805373547e-06
Position 424: 3.5561868953525626e-06
Position 83: 3.415329409285627e-06
Position 182: 2.8707702178438692e-06
Position 371: 2.2841090639864053e-06
Position 382: 2.0753469603964533e-06
Position 49: 1.966851929195687e-06
Position 292: 1.5168876571290885e-06
Position 132: 1.5053526124274495e-06
Position 420: 1.3410131113860058e-06
Position 272: 1.053779814579214e-06
Position 518: 7.108313150567711e-07
Position 129: 6.169646305238404e-07
Position 150: 4.324867732892217e-07
Position 64: 4.805897675280883e-09
Position 152: 1.3679283877516568e-09
Position 509: 1.1555742520203093e-09
Position 515: 1.1087423084169657e-09
Position 1761: 6.352529200562353e-10
Position 107: 4.256122990729337e-10
Position 140: 6.87919472921692e-11
Position 58: 4.2305562374794344e-14
Position 77: 4.1268098502918655e-14
Position 134: 7.260393870311343e-15
