Gene = Spc105R
Position 2513: 6.482145654390242e-05
Position 2814: 5.844893823952907e-05
Position 139: 4.595871166027478e-05
Position 782: 4.5395223950618244e-05
Position 1186: 4.442366317965366e-05
Position 387: 4.2441789937841236e-05
Position 2817: 4.0477811065928685e-05
Position 652: 3.9279471532817886e-05
Position 1108: 3.9090017893607006e-05
Position 413: 3.6590755335316124e-05
Position 2717: 3.357161454069355e-05
Position 3648: 3.348980240096039e-05
Position 790: 3.231032526075523e-05
Position 917: 2.9985534064422445e-05
Position 177: 2.9340909773917673e-05
Position 457: 2.9205675160346016e-05
Position 382: 2.9141866789821282e-05
Position 633: 2.7465272899836442e-05
Position 1949: 2.6702018055213994e-05
Position 766: 2.620811653231551e-05
Position 454: 2.253564062692342e-05
Position 743: 2.179468107961257e-05
Position 2298: 1.94470340596705e-05
Position 4039: 1.9324657243084203e-05
Position 642: 1.859543281957807e-05
Position 408: 1.7676463044036936e-05
Position 2980: 1.6684843188343974e-05
Position 2094: 1.303080935954107e-05
Position 2130: 1.1815600136104536e-05
Position 937: 1.1678184812597127e-05
Position 1559: 1.1639228585041639e-05
Position 1739: 1.129070152655147e-05
Position 1712: 9.665265242933587e-06
Position 3603: 8.547448019122677e-06
Position 2831: 7.857915117446628e-06
Position 2471: 6.274727809199565e-06
Position 1999: 5.607911898921131e-06
Position 2387: 5.375037647108349e-06
Position 1775: 4.353630139998188e-06
Position 1012: 4.294676970739582e-06
Position 225: 4.175754008577703e-06
Position 1358: 4.062566053865206e-06
Position 2539: 3.4040097577134466e-06
Position 1492: 2.7933891013273676e-06
Position 2285: 2.478423686834471e-06
Position 1352: 1.9985245708910587e-06
Position 242: 1.4928153817376439e-06
Position 361: 1.0258556974011723e-06
Position 127: 9.010241516597703e-07
Position 522: 8.041927084633552e-07
Position 236: 5.597633201489188e-07
Position 181: 5.390920220245931e-07
Position 567: 3.58170312600579e-07
Position 400: 3.004117823226685e-07
Position 186: 2.774653490286024e-07
Position 613: 2.556160825608553e-07
Position 659: 2.4217267536684184e-07
Position 428: 2.2519320922760767e-07
Position 571: 1.6475630128626982e-07
Position 88: 7.188655191224854e-08
Position 1211: 5.603020038234097e-08
Position 1767: 4.506729366163144e-08
Position 1708: 3.1961377298348895e-08
Position 1287: 2.4090448405761525e-08
Position 1149: 1.8290708102054875e-08
Position 252: 1.114968465623325e-08
Position 1732: 6.867097334821205e-09
Position 1175: 5.38117416460912e-09
Position 91: 5.2417755128831026e-09
Position 1255: 1.4881419333843852e-09
Position 1074: 3.484916105579142e-10
Position 249: 2.523708303232335e-10
Position 1259: 2.3508740898377967e-10
Position 270: 9.293658599992988e-12
Position 260: 5.832997943711278e-12
Position 273: 3.0927402724335394e-12
Position 124: 3.0162353107955376e-12
