Gene = GABA-B-R3
Position 6149: 0.0049244256233969075
Position 4105: 0.003140799719668876
Position 4173: 0.0030980203189307763
Position 6528: 0.0030968740032301188
Position 10645: 0.0030540052709734423
Position 2543: 0.002524469603021061
Position 9694: 0.0022905176595650295
Position 1125: 0.002178437121943092
Position 5076: 0.0021594569274133103
Position 10343: 0.0020366878750627585
Position 1371: 0.0016809416224303796
Position 6640: 0.0012475827648771617
Position 1585: 0.0012017189515244118
Position 686: 0.0011675317444836085
Position 9850: 0.0010936388776478976
Position 8311: 0.001063004134895922
Position 979: 0.0009835265501209737
Position 671: 0.0008753148860648154
Position 7699: 0.0007975572818805612
Position 7082: 0.000793899581458022
Position 5042: 0.000734649011538088
Position 8822: 0.0007107252931555026
Position 9609: 0.0006623588387504273
Position 975: 0.0006346911194191163
Position 6555: 0.0005386955771605041
Position 2364: 0.000500854777246621
Position 1529: 0.00047969987525795497
Position 164: 0.0004682199468426833
Position 7426: 0.00042686389051271753
Position 10128: 0.0004077988792710621
Position 9365: 0.00037788293641411526
Position 8109: 0.00036519498617983793
Position 883: 0.0003620239980421877
Position 1488: 0.00035880610387766784
Position 7751: 0.0003563729649928103
Position 863: 0.0003296272709784022
Position 380: 0.0003156067041956748
Position 3816: 0.0002923559478597119
Position 9358: 0.0002903922672643699
Position 1228: 0.0002873085406073038
Position 9367: 0.0002785527422273645
Position 387: 0.00026272020597557625
Position 7677: 0.0002490943568713777
Position 7140: 0.00023561255454252806
Position 1040: 0.00020859770887743454
Position 7726: 0.00017986633074120676
Position 1493: 0.00017951861951502062
Position 365: 0.00017746777349851624
Position 6140: 0.0001761301223788889
Position 5423: 0.00015879479779453998
Position 251: 0.0001315090815782092
Position 7690: 0.0001170808452330074
Position 1045: 0.00011535205037326959
Position 7321: 9.867105338416057e-05
Position 4659: 8.889138808836314e-05
Position 7755: 8.287657667447278e-05
Position 943: 7.032920510057587e-05
Position 948: 6.967150340139748e-05
Position 9974: 6.70711501582278e-05
Position 9333: 6.23630058533182e-05
Position 7746: 5.766512097850898e-05
Position 5637: 5.5555000976006615e-05
Position 7985: 4.4220110783165167e-05
Position 8125: 3.8310331311751855e-05
Position 10049: 3.779643012256338e-05
Position 1189: 3.52275243786365e-05
Position 9435: 3.494554972436116e-05
Position 7538: 3.4434074740249515e-05
Position 9143: 2.925320864367762e-05
Position 9948: 2.9216495855622007e-05
Position 261: 2.845436016917461e-05
Position 7360: 2.038657655167025e-05
Position 9945: 1.8830564299258428e-05
Position 9912: 1.7922160806648036e-05
Position 1365: 1.7361125161348024e-05
Position 751: 1.7151704087531786e-05
Position 1679: 1.6451021123308566e-05
Position 9475: 1.556743765556842e-05
Position 561: 1.3086415937465888e-05
Position 867: 1.3033575015267996e-05
Position 1394: 1.0833862728819353e-05
Position 9236: 1.0070613350694534e-05
Position 9660: 8.510694389638869e-06
Position 1461: 7.777755051363887e-06
Position 9318: 5.882209782310232e-06
Position 9423: 2.9904156334881583e-06
Position 9469: 2.495753753722795e-06
Position 9472: 2.1700105469846245e-06
Position 754: 2.151594166331494e-06
Position 627: 2.1266813003248204e-06
Position 237: 1.8905141710256172e-06
Position 309: 1.7950853144920504e-06
Position 581: 1.609676907843264e-06
Position 235: 1.170341057844194e-06
Position 991: 1.0947063662415754e-06
Position 857: 8.822774556720175e-07
Position 937: 4.376090229363636e-07
Position 757: 4.324641642167184e-07
Position 849: 3.4199476288778113e-07
Position 8462: 2.649426662895565e-07
Position 454: 2.468425094254788e-07
Position 9079: 2.3309506224935117e-07
Position 9439: 2.098643953346988e-07
Position 9446: 2.0324559972881644e-07
Position 7998: 1.6649597452591457e-07
Position 8574: 1.4085029010000821e-07
Position 275: 1.1598114668806387e-07
Position 8088: 1.0112622427210507e-07
Position 6224: 8.25387762080666e-08
Position 8801: 6.113656867680044e-08
Position 447: 4.8219454122260725e-08
Position 9563: 4.1431502933422834e-08
Position 8457: 4.142598253881213e-08
Position 9448: 3.810523883887629e-08
Position 8332: 3.606707635052265e-08
Position 427: 1.7539166254009202e-08
Position 880: 1.2514054416046471e-08
Position 10096: 8.359367272540957e-09
Position 865: 5.227855587063656e-09
Position 598: 4.480458404700575e-09
Position 456: 1.2557166952637988e-09
Position 7458: 9.567071507042748e-10
Position 484: 4.877983914868654e-12
Position 9321: 1.3509892359340573e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7854: 0.9648626540803423
Position 9285: 0.9372059463563236
Position 4541: 0.8128048772430678
Position 5883: 0.8086951131194116
Position 9733: 0.5695111170630363
Position 7182: 0.47680269243046175
Position 6722: 0.47405443254336654
Position 8378: 0.32772575681603094
Position 9423: 0.2917892228486109
Position 8999: 0.28904054295970744
Position 5225: 0.285647571736845
Position 9681: 0.24942096901920255
Position 6470: 0.2480224426569776
Position 11628: 0.24381069857779614
Position 7139: 0.23443914218460402
Position 5075: 0.20699270966521013
Position 5137: 0.19127116068292277
Position 9761: 0.12450663252981173
Position 7199: 0.11824493429483646
Position 8901: 0.11721595701038884
Position 10763: 0.10517309523900922
Position 7153: 0.10286335360076708
Position 3547: 0.09952900118252081
Position 1832: 0.09925135151955679
Position 11821: 0.09623058960529238
Position 4796: 0.08803245477540833
Position 8079: 0.085471898483242
Position 6388: 0.07953488330531325
Position 8332: 0.07527480893616896
Position 4592: 0.07348871673595483
Position 6746: 0.06706078173145663
Position 5744: 0.06369349147880864
Position 2749: 0.06092080813591281
Position 6510: 0.04886778394996756
Position 4873: 0.04549328605841691
Position 1040: 0.04535751001379933
Position 3885: 0.0437942236716613
Position 7242: 0.043592138947622656
Position 9251: 0.041298257186617095
Position 6614: 0.04068284678951588
Position 3110: 0.036679011976346536
Position 6211: 0.033664007170574495
Position 5027: 0.032232388039022265
Position 8849: 0.031596838050527556
Position 5535: 0.02955090972378295
Position 4292: 0.02920404550761501
Position 11199: 0.028297337393964818
Position 5700: 0.026291554088276547
Position 12117: 0.02262213634413632
Position 5912: 0.022294749675446812
Position 8606: 0.021981762200075274
Position 7581: 0.019936073975685753
Position 5741: 0.019780882512784256
Position 3844: 0.019332982918026372
Position 5716: 0.018964004969538
Position 8153: 0.01839467296629163
Position 9306: 0.01837908146141978
Position 8409: 0.0158775577804938
Position 8159: 0.015037490472018305
Position 8445: 0.015003847901330043
Position 9446: 0.014804040881764383
Position 10228: 0.014703523516344578
Position 4930: 0.014160974056434161
Position 8969: 0.012350181938765428
Position 6591: 0.011043998314432054
Position 1608: 0.010726817177339731
Position 6246: 0.008825908141619829
Position 7746: 0.008389723138099677
Position 4322: 0.008303171220328085
Position 6808: 0.007568771421255401
Position 7872: 0.007073663116579052
Position 3882: 0.0068070319165048476
Position 6258: 0.006304635870972466
Position 5829: 0.006124624295019671
Position 2785: 0.005659923245910838
Position 5051: 0.0054724998769092
Position 1662: 0.005455515370337941
Position 7424: 0.00539317456280426
Position 7723: 0.004804139579872526
Position 10854: 0.004736137264441244
Position 5886: 0.004672026456253163
Position 10017: 0.004312171167410957
Position 6390: 0.004222487645430981
Position 1810: 0.0038752440075240802
Position 5231: 0.003867387319316121
Position 1900: 0.003768316024202242
Position 1854: 0.003665607755387819
Position 5192: 0.0035105570981081363
Position 4906: 0.0033837084479079603
Position 5045: 0.0032475069623034824
Position 1181: 0.003145642839676595
Position 7802: 0.0031264010591333965
Position 8725: 0.0030952367405072114
Position 2663: 0.002801912393337242
Position 11849: 0.0027241735471745347
Position 6182: 0.002454550399021419
Position 1649: 0.0024441771243062967
Position 6313: 0.0023407520597222824
Position 6908: 0.0023078529674200954
Position 8822: 0.002122943661293547
Position 10551: 0.0020690963912895852
Position 2900: 0.0020588425719747475
Position 3911: 0.0020533707512095387
Position 6337: 0.001984674547601137
Position 11213: 0.0019488173685282217
Position 9660: 0.001848960271543726
Position 10929: 0.0017330481064159243
Position 10443: 0.0016527348506946316
Position 4826: 0.0016518275712659935
Position 5113: 0.0015955382119551735
Position 4836: 0.0015603130800596384
Position 5801: 0.001551886358094602
Position 11238: 0.0015401884731027417
Position 6241: 0.001516257877626045
Position 1253: 0.0014981098416003143
Position 925: 0.0014574769884438859
Position 7207: 0.001308386090528541
Position 9666: 0.0011982446656201536
Position 10505: 0.0011646213855917632
Position 6767: 0.0011546015653976357
Position 6060: 0.0011229244069980138
Position 1072: 0.001117573965785637
Position 9236: 0.0011103177314876762
Position 443: 0.0010695067464107156
Position 5512: 0.0010253893817712715
Position 8253: 0.0010138526890921477
Position 10523: 0.000995209053069768
Position 2426: 0.0009900998355753092
Position 4805: 0.0009769382172335824
Position 943: 0.0009128904146031762
Position 1953: 0.0009067032873249999
Position 6317: 0.0008710244585078967
Position 11235: 0.0008202060276956259
Position 6217: 0.000819237874249738
Position 525: 0.000808127640743584
Position 5922: 0.0007954567006659113
Position 7699: 0.0007843617354674616
Position 7027: 0.0007092539763880319
Position 8212: 0.0006930091005476565
Position 5957: 0.000674970223732058
Position 8449: 0.0006624042432826005
Position 11593: 0.0005688504982781351
Position 9461: 0.0005041215894953087
Position 7164: 0.00047144245728386076
Position 11204: 0.0004382742548261892
Position 5587: 0.0003975233736035857
Position 8117: 0.0003813189449502713
Position 5636: 0.0003714176364041109
Position 7818: 0.0003087773881703997
Position 9694: 0.0002947685221368479
Position 6229: 0.0002676423181872964
Position 10459: 0.00024458633484685834
Position 8121: 0.00024319352933831784
Position 631: 0.00023603974866061254
Position 8452: 0.00015267687484231152
Position 6779: 0.0001335097845618722
Position 10494: 0.0001226846140854399
Position 5618: 0.00010428371982388243
Position 4724: 8.889138808836314e-05
Position 10596: 7.754819671813245e-05
Position 9346: 7.440940946385242e-05
Position 7898: 6.479163581507879e-05
Position 7879: 5.4731861040113377e-05
Position 5772: 5.31591794442959e-05
Position 9545: 5.122979507034473e-05
Position 5688: 4.9312824619017416e-05
Position 9529: 4.602888254835021e-05
Position 857: 3.408958347348607e-05
Position 1407: 2.4532552370744273e-05
Position 1006: 2.1492719095166984e-05
Position 222: 1.729465810308023e-05
Position 7595: 1.6656402758016446e-05
Position 1280: 1.5430469412301462e-05
Position 427: 1.216324103353572e-05
Position 7704: 9.936255728184833e-06
Position 422: 8.259357204439437e-06
Position 9292: 5.265542680768909e-06
Position 1300: 4.82738954794951e-06
Position 306: 4.410063953790981e-06
Position 7597: 4.318596860565493e-06
Position 878: 4.2198494977679405e-06
Position 699: 5.946463108530572e-07
Position 365: 5.740724691147064e-07
Position 150: 3.2697886518977127e-07
Position 289: 3.232174425610778e-07
Position 641: 1.4725888228299252e-07
Position 665: 1.0963491282852869e-07
Position 199: 5.8072398060021145e-08
Position 336: 5.588861886813877e-08
Position 735: 5.3892837904039465e-08
Position 638: 5.2375233886516325e-08
Position 592: 4.750204574680461e-08
Position 247: 2.7293541964431468e-08
