Gene = ms(2)34Fe
Position 1666: 2.8146516144444e-05
Position 312: 2.774940648791336e-05
Position 1502: 2.7578585998888532e-05
Position 1375: 2.2919273610965802e-05
Position 1123: 2.247710441326865e-05
Position 1407: 1.89774831515452e-05
Position 2801: 1.8067045316788325e-05
Position 4778: 1.4389866651544051e-05
Position 2643: 1.3899255124718166e-05
Position 194: 1.2491572908708133e-05
Position 406: 1.1430190486470417e-05
Position 1264: 1.0457576121570718e-05
Position 2046: 9.337053614725251e-06
Position 669: 8.877161458207843e-06
Position 5157: 6.072280136957141e-06
Position 334: 5.325604611477207e-06
Position 163: 5.246190086561181e-06
Position 930: 5.139398586628943e-06
Position 238: 5.069761284163934e-06
Position 44: 4.198942829385453e-06
Position 174: 3.268200388530142e-06
Position 104: 2.965154004759343e-06
Position 623: 2.533906802384496e-06
Position 98: 2.322537494745244e-06
Position 101: 1.6679658068546808e-06
Position 1131: 1.4418108741525377e-06
Position 547: 1.3359547666689996e-06
Position 362: 9.573131348963475e-07
Position 627: 8.48976216054745e-07
Position 258: 6.934720647949502e-07
Position 875: 5.987263707732084e-07
Position 178: 5.120116997445409e-07
Position 158: 4.742078155310154e-07
Position 617: 3.882567925810811e-07
Position 408: 3.1497673573717023e-07
Position 206: 2.0426762327007838e-07
Position 1087: 1.211682716994296e-07
Position 2064: 8.958476509671232e-08
Position 4638: 7.957369686976687e-08
Position 1167: 7.601685174381166e-08
Position 2044: 5.4648107977152294e-08
Position 4948: 4.4784777062043084e-08
Position 217: 3.777860332976314e-08
Position 762: 3.011333497294449e-08
Position 2408: 1.547126605362804e-08
Position 2186: 1.3938674187914915e-08
Position 2739: 1.2836627075793489e-08
Position 4620: 7.977106949003033e-09
Position 3970: 7.155920427295389e-09
Position 5048: 5.861683797521151e-09
Position 5023: 5.355581461605691e-09
Position 2766: 2.7979746862213786e-09
Position 2768: 2.3008121638118014e-09
Position 892: 2.21529932947761e-09
Position 741: 9.349226717815078e-10
Position 1795: 9.249958478597519e-10
Position 2517: 5.955610239918455e-10
Position 62: 1.7479919529211474e-10
Position 5186: 6.790963340289559e-12
Position 384: 5.191621311080025e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4982: 0.9984852249980433
Position 741: 0.9945735773192115
Position 1908: 0.924386421995569
Position 4548: 0.9181152228013277
Position 4814: 0.910466445241224
Position 345: 0.86415913943837
Position 2719: 0.7895700283715382
Position 4333: 0.38031852088612506
Position 3829: 0.37331006221721674
Position 1635: 0.3230328151559702
Position 3638: 0.11391230527177905
Position 1580: 0.10024822034534155
Position 4086: 0.08505933460868116
Position 3754: 0.0738179236732658
Position 2785: 0.06195396751756593
Position 1919: 0.06045840467081595
Position 5205: 0.05485096228667189
Position 3849: 0.05428850631994291
Position 401: 0.053468373855832585
Position 3877: 0.049973798939494475
Position 2722: 0.04221410507305951
Position 4471: 0.04027049898021469
Position 3214: 0.039592101200894986
Position 1782: 0.02988336058489773
Position 497: 0.027908166863519726
Position 1757: 0.026989727760582553
Position 4369: 0.020121866091154513
Position 3757: 0.01948425655010055
Position 3193: 0.01778684568513596
Position 2243: 0.017350049268923907
Position 3952: 0.01615286102495147
Position 4756: 0.015927211157474024
Position 1939: 0.01322716734691351
Position 3234: 0.013060243016447096
Position 3003: 0.01285548698264139
Position 3969: 0.012566649201177517
Position 369: 0.011239594106451666
Position 1311: 0.011119090360943443
Position 561: 0.008933116283744496
Position 4411: 0.006822221217381335
Position 3588: 0.0067703158147541095
Position 565: 0.006528825457252638
Position 537: 0.005880472990384158
Position 4777: 0.005824684162528571
Position 3966: 0.005565766674865578
Position 1500: 0.005187860345611733
Position 527: 0.004810959345337557
Position 4060: 0.004721052612744048
Position 2515: 0.0041667772278003445
Position 4436: 0.003725625873527814
Position 3198: 0.003664663863742014
Position 4645: 0.0035355856668523537
Position 3422: 0.003337857173724622
Position 4099: 0.002662119517154084
Position 2824: 0.002509090783697865
Position 892: 0.0020825184163601445
Position 437: 0.002007670358756939
Position 4302: 0.001804823454817164
Position 3641: 0.0017817768653403316
Position 2911: 0.0016730442691454445
Position 424: 0.0014746248667221876
Position 5016: 0.0011798240008394055
Position 3704: 0.0011484403452491241
Position 3045: 0.0009710221761466629
Position 2423: 0.0008596742075211398
Position 1795: 0.0008088362168656876
Position 581: 0.0007679671342613778
Position 5387: 0.0007476942886428172
Position 1036: 0.0007025519901244016
Position 633: 0.0006804838040170394
Position 2379: 0.0006626854094054774
Position 362: 0.0006622832635589196
Position 2351: 0.0006399343821001343
Position 2064: 0.0006127867917779509
Position 3556: 0.0006056627963630243
Position 3151: 0.0005876542196504219
Position 1820: 0.0005444540489115666
Position 2019: 0.0004899436626842124
Position 1413: 0.0004494094904321543
Position 5157: 0.0004302763481148857
Position 1712: 0.00039062935911853117
Position 2096: 0.00038878622774611636
Position 1686: 0.00033473459973207395
Position 3144: 0.0003057280983547887
Position 2007: 0.00028608129170136075
Position 1137: 0.00023297485000244026
Position 4679: 0.00022669391327480935
Position 1590: 0.00022423241275118736
Position 5395: 0.00022088514834560857
Position 2521: 0.00021172701920393395
Position 2567: 0.00020977816195530147
Position 4533: 0.00019899487774999695
Position 5232: 0.00019624077715251287
Position 1065: 0.0001576405430903721
Position 1596: 0.00012431762796193195
Position 2956: 0.00012112469667060875
Position 3262: 0.00011670783709158434
Position 708: 0.00011549554897329112
Position 1455: 0.000109409658913968
Position 1458: 9.023703206226878e-05
Position 2925: 8.656798868843252e-05
Position 449: 8.346108526913457e-05
Position 2459: 8.024235878143176e-05
Position 2090: 7.861080610262316e-05
Position 2229: 7.109563571030632e-05
Position 5380: 6.851540959374773e-05
Position 1695: 6.563706308101362e-05
Position 2950: 6.509020021466974e-05
Position 589: 6.284464908408747e-05
Position 2983: 6.148486633430942e-05
Position 1070: 6.060651978727368e-05
Position 503: 5.821390688650627e-05
Position 2851: 5.4736141025076524e-05
Position 4984: 5.264355830325716e-05
Position 1425: 3.634190794484326e-05
Position 611: 3.1809529096952327e-05
Position 5220: 3.092695668207372e-05
Position 1332: 3.0740750967662655e-05
Position 414: 3.0629539074004126e-05
Position 416: 2.7316829335558162e-05
Position 1392: 2.691780462456e-05
Position 1375: 2.493416734156736e-05
Position 1002: 2.299298987423214e-05
Position 5031: 2.0305785243779193e-05
Position 2386: 1.7341313670778894e-05
Position 2093: 1.5895614150818352e-05
Position 1212: 1.5779769039223446e-05
Position 596: 1.4793583466517018e-05
Position 434: 1.3959901539153128e-05
Position 1281: 1.2775679814320565e-05
Position 1960: 1.2332232405979237e-05
Position 1387: 1.077579789572982e-05
Position 1005: 8.727384310804922e-06
Position 4951: 8.627486085984024e-06
Position 5325: 7.895033660061761e-06
Position 1227: 5.8719544750409074e-06
Position 2657: 5.790998933733864e-06
Position 1140: 5.392858210832297e-06
Position 5341: 5.331759121099329e-06
Position 5028: 5.222939742225282e-06
Position 1982: 4.008399815373455e-06
Position 91: 3.8449342670033866e-06
Position 2787: 3.622228894093076e-06
Position 447: 3.332745120303989e-06
Position 5268: 2.6992612914236063e-06
Position 443: 2.1839735600402777e-06
Position 945: 2.1481708592423826e-06
Position 915: 1.9582208104950917e-06
Position 751: 1.773171479089935e-06
Position 5334: 1.6440676697123356e-06
Position 258: 1.3477945916674935e-06
Position 545: 1.2533311324840744e-06
Position 270: 1.2045149007031105e-06
Position 174: 1.2017677941957365e-06
Position 234: 1.025611652353923e-06
Position 3468: 8.775168688076256e-07
Position 183: 4.1104199288518223e-07
Position 2677: 3.076516361259932e-07
Position 617: 2.744857065479531e-07
Position 322: 2.141590950160616e-07
Position 608: 1.2597070267761398e-07
Position 194: 9.260192477565946e-08
Position 638: 8.372016835895368e-08
Position 651: 4.800121960405713e-08
Position 238: 2.5692620586397053e-08
Position 158: 2.3850222062007083e-08
Position 641: 1.7346649720008125e-08
Position 1017: 1.1031139683481386e-08
Position 1100: 5.295966860993842e-09
Position 870: 4.6251140511092525e-09
Position 948: 2.162249465192475e-09
Position 282: 1.7479655238853648e-09
Position 275: 8.280708230309741e-10
Position 918: 6.616354863148606e-10
Position 246: 2.0511420404445475e-10
Position 286: 9.739899076426761e-11
