Gene = Gr23a
Position 473: 1.121769911858916e-07
Position 1495: 8.715013081124901e-08
Position 234: 8.283458983756127e-08
Position 1050: 2.1712105663195524e-08
Position 1136: 8.02690859470638e-09
Position 584: 1.6743152077171368e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2252: 0.7699097231225295
Position 2038: 0.6570488045744242
Position 1383: 0.416047580486746
Position 1333: 0.17781594359633388
Position 2262: 0.08441839139560654
Position 2294: 0.05718744242236141
Position 1094: 0.023631533483195584
Position 948: 0.021626274591136436
Position 1219: 0.012258719502166083
Position 1931: 0.00801632162291639
Position 976: 0.0065484652116661445
Position 1573: 0.005140793221668543
Position 1684: 0.0034480004692060365
Position 1530: 0.0030288403776206033
Position 86: 0.001588054755095254
Position 2083: 0.0015632029992692484
Position 1015: 0.0015091857197657523
Position 623: 0.0014783197762572664
Position 1579: 0.0011283119812131304
Position 2161: 0.0011154013900192751
Position 509: 0.0010638828796769677
Position 2172: 0.0010580478078910422
Position 725: 0.0009208943788665049
Position 1116: 0.0008642830204357454
Position 1717: 0.0008488785715765317
Position 1800: 0.0007864696577830399
Position 718: 0.0007471051497473469
Position 590: 0.0007315912401723468
Position 2140: 0.0006896409802206618
Position 1557: 0.0006744674210684416
Position 2068: 0.0005473370213764103
Position 1872: 0.0004482461149681282
Position 2196: 0.00033283017204590855
Position 530: 0.00028578751885824735
Position 1393: 0.0002501134937349521
Position 1600: 0.00020747075834745289
Position 1982: 0.0001985360102990389
Position 1630: 0.00019479711797578403
Position 1263: 0.00017603253948749709
Position 1182: 0.00017557384726082982
Position 1636: 0.00015966032435851422
Position 673: 0.00013856220821498814
Position 2112: 0.0001335377824121074
Position 1188: 0.00010303173408881449
Position 2311: 8.681084282396271e-05
Position 1055: 8.248683352254064e-05
Position 1946: 7.169069384521136e-05
Position 1878: 7.030925013956056e-05
Position 132: 6.687121122878802e-05
Position 980: 2.9673689300587975e-05
Position 166: 2.8053558840383586e-05
Position 646: 2.5951849489315896e-05
Position 1796: 2.0117552154130554e-05
Position 1147: 1.8260286019382476e-05
Position 532: 1.1355392779629729e-05
Position 963: 9.316349405131093e-06
Position 272: 9.076001781675604e-06
Position 275: 4.704730781076366e-06
Position 286: 4.127235515891366e-06
Position 278: 3.1525983860503476e-06
Position 392: 1.8753301990901023e-06
Position 998: 8.550161719649654e-07
Position 260: 6.992838127715949e-07
Position 606: 5.940707920730905e-07
Position 992: 1.3415930849931786e-07
Position 858: 1.0774567191373356e-07
Position 656: 7.047141795435606e-08
Position 387: 2.2361219193748423e-09
Position 311: 1.0803055206716143e-09
Position 331: 3.4049262452878844e-10
Position 290: 2.0473862655724405e-10
