Gene = kto
Position 6393: 0.0004826404590677118
Position 661: 0.0004793480753812008
Position 7059: 0.00046546032816342125
Position 500: 0.00043055899553743325
Position 2071: 0.00039348368423096505
Position 6202: 0.0003753244806043389
Position 6006: 0.00037209483087054864
Position 1039: 0.0002869528198394132
Position 7574: 0.00028371585188976254
Position 5362: 0.0002824926105294125
Position 6891: 0.0002804795522356629
Position 3826: 0.0002786063007287335
Position 1481: 0.00025879486853293873
Position 6140: 0.00024257331982423567
Position 1091: 0.00023787593128377074
Position 6785: 0.00023752279018477668
Position 7335: 0.00021479032955148825
Position 5418: 0.00020787017592311622
Position 6199: 0.00017447735481353294
Position 239: 0.00014017316743606098
Position 1724: 0.0001358260855869162
Position 853: 0.00012880449447641516
Position 5577: 0.00012042616403612288
Position 6710: 8.242531747875278e-05
Position 8055: 7.988272072705492e-05
Position 6703: 7.87411383626199e-05
Position 5437: 7.808329991242731e-05
Position 7110: 7.067016559493727e-05
Position 5922: 6.931923087098225e-05
Position 5623: 6.800680357050045e-05
Position 5779: 6.777163945279411e-05
Position 6898: 6.584917091809603e-05
Position 1453: 6.416642341896267e-05
Position 7050: 6.173837823352744e-05
Position 7177: 5.951801842112612e-05
Position 1476: 4.862020124368237e-05
Position 362: 4.585020073543342e-05
Position 5769: 4.522415162820129e-05
Position 7062: 4.4764024524654145e-05
Position 5893: 4.327056478236733e-05
Position 6418: 4.1171865163469636e-05
Position 5825: 3.96055443299274e-05
Position 1020: 3.74971412938141e-05
Position 111: 3.626928112744009e-05
Position 6259: 3.612494789659285e-05
Position 999: 3.580272041112265e-05
Position 1280: 3.4898766915512416e-05
Position 7658: 3.3088769644251846e-05
Position 8186: 2.799128826523859e-05
Position 6885: 2.7946957323538913e-05
Position 3735: 2.5780018793522694e-05
Position 5835: 2.5662496698161695e-05
Position 6846: 2.3888158808578015e-05
Position 5925: 2.378962360309784e-05
Position 7928: 2.2079155311057356e-05
Position 6121: 1.8982047685672355e-05
Position 6387: 1.8959896920043674e-05
Position 7877: 1.788541872971215e-05
Position 3540: 1.7344127740643088e-05
Position 5777: 1.524729342906525e-05
Position 5403: 1.518238873662861e-05
Position 5997: 1.4698374864308737e-05
Position 5912: 1.3710932875831167e-05
Position 3954: 1.3520878658969669e-05
Position 3593: 1.342703975089579e-05
Position 5830: 1.0941978460244492e-05
Position 5678: 5.935463890307808e-06
Position 5662: 5.477682567777422e-06
Position 87: 5.349306275027869e-06
Position 6118: 4.700043520716948e-06
Position 5415: 4.487273063991046e-06
Position 5907: 4.337572012084813e-06
Position 7452: 4.078936992036904e-06
Position 1768: 3.901809136477159e-06
Position 487: 3.8315233922939e-06
Position 1736: 3.481156449431147e-06
Position 951: 3.2750464089292915e-06
Position 5941: 2.9526344573380655e-06
Position 628: 2.525796168512915e-06
Position 840: 2.399430131262098e-06
Position 523: 2.1718885588177062e-06
Position 6896: 2.139512141844978e-06
Position 796: 2.0824537134098992e-06
Position 5827: 1.9980421833291418e-06
Position 7397: 1.9273865957467164e-06
Position 6273: 1.5316209402944327e-06
Position 1301: 1.4931849247784704e-06
Position 684: 1.2429560417562184e-06
Position 7460: 1.217720621097258e-06
Position 1309: 1.0536927876850834e-06
Position 454: 1.0213217171032264e-06
Position 5686: 9.400954166697577e-07
Position 996: 8.922233865283184e-07
Position 1053: 8.745944287300927e-07
Position 7664: 7.260032131308707e-07
Position 1013: 6.030116620677977e-07
Position 5796: 5.946711271246559e-07
Position 275: 2.9530410733513687e-07
Position 31: 1.8067303936096383e-07
Position 105: 1.1465653882926726e-07
Position 692: 9.856913971925043e-08
Position 565: 8.177071910590675e-08
Position 4640: 3.316049288233298e-08
Position 67: 2.678457879593534e-08
Position 1899: 1.1142299660192085e-08
Position 607: 1.324902917771816e-09
Position 6925: 7.804973425539253e-10
Position 6097: 4.031345114984936e-10
Position 6915: 3.2410548058398843e-10
Position 5478: 2.1747416169153658e-10
Position 6767: 1.5067614531531704e-10
Position 6807: 1.8275113147399175e-11
Position 6973: 2.4771133570064327e-12
Position 746: 2.3133513340537445e-13
Position 5840: 8.854937596373101e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 735: 0.9999518420453388
Position 5249: 0.9988162760051479
Position 6950: 0.9982284046474785
Position 5677: 0.991578879519453
Position 6579: 0.9868706336109118
Position 3477: 0.8811170250091451
Position 6063: 0.5933947185466072
Position 6066: 0.4027179977276346
Position 270: 0.1414340294823633
Position 3514: 0.1136028882605494
Position 2633: 0.10625279959420719
Position 3317: 0.09179625428679522
Position 4139: 0.08961727312036954
Position 8326: 0.08798724856281347
Position 4757: 0.07326042236819583
Position 432: 0.07060339099183241
Position 499: 0.06353737052955546
Position 4948: 0.04515440225288619
Position 1181: 0.035243663777058745
Position 913: 0.028450935757734386
Position 2234: 0.02497031353738204
Position 1864: 0.024666338575292546
Position 466: 0.01962361657715894
Position 3022: 0.0186241374632038
Position 4212: 0.018526243731827548
Position 3188: 0.014194637363129441
Position 4652: 0.011482725628188216
Position 4371: 0.011456832656845366
Position 3947: 0.01080967683452491
Position 1527: 0.009969769435184222
Position 3142: 0.008879658920031685
Position 2138: 0.008803193778901677
Position 2882: 0.006136755152466436
Position 5767: 0.005282420072623313
Position 5411: 0.004580716910541623
Position 4074: 0.004555332451398761
Position 4402: 0.004404995216803573
Position 8299: 0.003937173000916559
Position 4156: 0.0036562459599577607
Position 1502: 0.003479186152280467
Position 1280: 0.003476777194048189
Position 3623: 0.0032258702709503408
Position 3490: 0.003135983814579656
Position 850: 0.002955437854449514
Position 437: 0.002514145273988557
Position 3941: 0.0024711123617550345
Position 1374: 0.0023942998726951595
Position 2379: 0.0021815627844666884
Position 6648: 0.0016762292312759773
Position 6591: 0.001159541206113549
Position 6645: 0.0011386885902029817
Position 6994: 0.0009451728764152905
Position 5376: 0.0009166568024597273
Position 6427: 0.0009147872289098028
Position 555: 0.0008591418255211482
Position 3985: 0.0008468873881214106
Position 2242: 0.000816685218392711
Position 493: 0.0007888809878581777
Position 7729: 0.0006637872143719905
Position 3805: 0.000663122451662002
Position 5218: 0.0006048014355988493
Position 1217: 0.0005165207955857846
Position 1476: 0.000510883683033514
Position 6624: 0.000501895692933886
Position 1614: 0.00039939921832405387
Position 883: 0.00038842720450892797
Position 932: 0.0003439758951313332
Position 5840: 0.00034041644979521156
Position 6627: 0.0003378103019456281
Position 463: 0.00027211949078712684
Position 5588: 0.0002666935955287664
Position 4032: 0.0002616710682469296
Position 6594: 0.0002466372490723272
Position 469: 0.0002410408489078012
Position 6496: 0.00023878315057486124
Position 6105: 0.00022518389865680623
Position 6078: 0.00016187873575819518
Position 249: 0.00014113223439719198
Position 7381: 0.00013642203687472122
Position 7252: 0.00013624215707456924
Position 286: 0.00012565380281296849
Position 7426: 0.00012278070145299027
Position 7177: 0.00012106534043047596
Position 7036: 0.00011904076792312514
Position 7204: 0.00011801810865302639
Position 5907: 0.00011605102707687657
Position 5609: 0.00011156953475447375
Position 6753: 0.000104101230753357
Position 532: 9.940248293294187e-05
Position 8053: 9.864221034535114e-05
Position 853: 9.43996704120183e-05
Position 289: 9.187082083870923e-05
Position 5735: 8.800933766228155e-05
Position 6801: 8.158176282744057e-05
Position 3866: 7.856815618629518e-05
Position 7951: 7.770323116855558e-05
Position 3849: 7.695264301764386e-05
Position 7078: 7.421532051373653e-05
Position 6735: 7.261612682249344e-05
Position 6436: 7.168128562502504e-05
Position 5713: 7.027878097256673e-05
Position 6450: 6.910891940355698e-05
Position 5282: 6.777886665648852e-05
Position 7033: 6.750867462564317e-05
Position 6651: 6.735993547010478e-05
Position 7150: 6.523224576484897e-05
Position 7255: 6.409723350500306e-05
Position 6991: 5.082283896069715e-05
Position 1706: 4.097132323015124e-05
Position 6440: 3.6045418654788305e-05
Position 6750: 3.5278086673871676e-05
Position 5312: 3.5028610435297136e-05
Position 7813: 3.0986163327313985e-05
Position 571: 2.8410159318515236e-05
Position 6690: 2.6905270248453252e-05
Position 580: 2.3798445547965287e-05
Position 7165: 2.3590815953946414e-05
Position 292: 2.353027979390375e-05
Position 7117: 2.3170420122828182e-05
Position 7594: 2.1626042571365686e-05
Position 6219: 2.0121573090087727e-05
Position 7775: 1.9157040923386763e-05
Position 6693: 1.8878927613265193e-05
Position 6255: 1.6506191449707298e-05
Position 6213: 1.599863926994135e-05
Position 7105: 1.5892090751655803e-05
Position 7120: 1.503803926079681e-05
Position 6464: 1.4702021060205696e-05
Position 6222: 1.388907585744526e-05
Position 7207: 1.1465950238306323e-05
Position 7006: 1.1142962975109192e-05
Position 5231: 1.0974648576511843e-05
Position 6696: 1.0228740311707954e-05
Position 331: 1.009816500661473e-05
Position 6545: 9.018900818887609e-06
Position 7549: 8.988860716762124e-06
Position 6264: 8.359751860535544e-06
Position 5722: 8.340025552356183e-06
Position 5893: 7.968215017594035e-06
Position 403: 7.951842791419289e-06
Position 6876: 7.685951728895578e-06
Position 5983: 7.625582438573499e-06
Position 5803: 7.5324685593480825e-06
Position 6270: 7.233973648984921e-06
Position 6783: 6.6434334502740836e-06
Position 7123: 5.736451727511583e-06
Position 936: 5.340452196688534e-06
Position 918: 5.212417367390449e-06
Position 295: 5.105867782806221e-06
Position 6654: 4.695153282828963e-06
Position 652: 4.395905290458841e-06
Position 6285: 4.20315082546976e-06
Position 5960: 4.11248299274757e-06
Position 673: 3.5451968657338477e-06
Position 133: 2.9583698051579513e-06
Position 328: 2.4860052442839957e-06
Position 334: 2.415219583128224e-06
Position 6828: 2.2494433786048108e-06
Position 6240: 2.165871067243626e-06
Position 379: 2.149967346746844e-06
Position 325: 2.0328973860685e-06
Position 1087: 1.6447297632341283e-06
Position 5845: 1.348483411320945e-06
Position 6273: 1.3089065289390392e-06
Position 6477: 1.10072063363794e-06
Position 6873: 1.08321273644527e-06
Position 746: 1.0808099747039046e-06
Position 775: 9.243757754339946e-07
Position 6400: 8.28021743351451e-07
Position 254: 8.211183864434168e-07
Position 537: 5.240078410065932e-07
Position 628: 5.069186661895915e-07
Position 346: 4.6828270542559575e-07
Position 638: 3.6546952078095316e-07
Position 472: 1.6164444590671273e-07
Position 659: 1.4114976189165533e-07
Position 178: 1.403623975007233e-07
Position 670: 1.364270835154059e-07
Position 79: 6.596373791946762e-08
Position 85: 6.019903141054945e-08
Position 892: 5.234076018578501e-08
Position 661: 3.946948240318659e-08
Position 145: 2.0279183498092495e-08
Position 826: 1.948799618189564e-09
Position 82: 1.6542997657031931e-09
Position 142: 1.3552197709033102e-09
Position 6113: 6.864323773298758e-10
Position 6249: 5.081438107750145e-10
Position 6174: 4.942834609323354e-10
Position 97: 4.855787178346399e-10
Position 157: 1.5595866978398733e-10
Position 149: 1.8019855383326376e-13
Position 258: 6.456469912138349e-14
Position 151: 9.56307657357518e-15
