Gene = DIP-theta
Position 4362: 3.057620181675398e-05
Position 2537: 2.9212773524517193e-05
Position 319: 2.341009581720266e-05
Position 1232: 2.3122011607827265e-05
Position 17484: 2.297162668617498e-05
Position 1268: 2.028346794632241e-05
Position 17994: 1.8110038212928045e-05
Position 17418: 1.6088617856621496e-05
Position 22886: 1.3532736453732956e-05
Position 880: 1.3306885920473155e-05
Position 325: 1.297831986808864e-05
Position 2352: 1.2623622227444002e-05
Position 382: 9.264840199494153e-06
Position 62: 8.020055271974468e-06
Position 538: 7.761476657104036e-06
Position 742: 6.332437428674218e-06
Position 1036: 5.1814053530874836e-06
Position 1028: 4.678902982283945e-06
Position 1021: 4.093710857455463e-06
Position 1199: 3.201006859066804e-06
Position 1154: 3.0469316956501595e-06
Position 27885: 2.5557948941165768e-06
Position 713: 1.7320077869154425e-06
Position 1170: 1.5931247302986547e-06
Position 17437: 1.5432266012571731e-06
Position 2286: 1.4009267439054097e-06
Position 128: 8.909580163879576e-07
Position 18270: 8.181651808708989e-07
Position 745: 8.051742126435669e-07
Position 287: 7.537142871633437e-07
Position 25874: 7.098964398180557e-07
Position 8: 6.721089057987777e-07
Position 949: 5.674319767298293e-07
Position 293: 5.659273743373529e-07
Position 970: 5.555700673257056e-07
Position 75: 4.1749156872936534e-07
Position 13: 3.769499173730643e-07
Position 389: 2.622297415872918e-07
Position 121: 2.0345824793301695e-07
Position 359: 1.535325240557863e-07
Position 89: 1.319325606408614e-07
Position 3: 6.217189742265567e-08
Position 44: 5.6582936803486465e-08
Position 68: 4.976318863726749e-08
Position 35: 4.357908072789982e-08
Position 66: 4.2317642279263646e-08
Position 19: 4.2007201128942087e-08
Position 1582: 9.695343430812005e-09
Position 429: 2.2180887487598695e-09
Position 335: 1.0172822423204686e-09
Position 94: 2.408742129366589e-10
Position 555: 1.218380149643093e-10
Position 626: 1.2167813871267448e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 31442: 0.9860757063172827
Position 17896: 0.9806014793254711
Position 21172: 0.9405726567071949
Position 22775: 0.9364223115826372
Position 17247: 0.919650839491347
Position 16607: 0.8015343964565909
Position 26247: 0.75310216656182
Position 26103: 0.7445663164502858
Position 6379: 0.7386722166256139
Position 22960: 0.726075953888251
Position 18211: 0.6518494988112025
Position 17103: 0.43697121284622004
Position 25482: 0.4101960106190566
Position 23771: 0.3970011506663737
Position 15776: 0.39627207926180485
Position 18415: 0.36226576092021123
Position 16817: 0.33961151713369075
Position 19184: 0.2989474470777611
Position 18801: 0.2705159323380063
Position 17668: 0.2477043134676515
Position 18170: 0.2391395287237389
Position 25706: 0.22551448927816786
Position 6131: 0.20475483097450728
Position 16560: 0.1845845237991306
Position 17522: 0.1461580582522056
Position 6671: 0.1162672563461245
Position 12457: 0.11393335267540548
Position 17396: 0.06320296640257247
Position 13029: 0.06300861461799563
Position 25173: 0.05865779932589479
Position 18341: 0.05817056929549075
Position 17425: 0.05636985952789473
Position 17562: 0.055855877582677266
Position 17480: 0.05494093767573707
Position 22971: 0.04692719115222014
Position 26311: 0.04597582929218701
Position 23203: 0.044725064451079065
Position 26064: 0.03801859276938725
Position 3785: 0.03721784041839651
Position 20439: 0.031374733318885635
Position 6069: 0.02981251747211628
Position 24928: 0.02643405971220062
Position 6337: 0.024105937974604152
Position 22241: 0.023100403948419813
Position 22510: 0.022939220324066572
Position 25431: 0.02285564387435432
Position 18685: 0.022670945457576554
Position 11769: 0.022572855483963164
Position 19528: 0.018976303039332888
Position 19557: 0.018404391323904472
Position 25854: 0.016822555427631326
Position 23415: 0.01668628624653056
Position 24225: 0.014389378257029978
Position 23824: 0.01405235815297082
Position 11277: 0.01293416196694777
Position 1319: 0.012682828872972094
Position 269: 0.012640974155679958
Position 19255: 0.012579160713001773
Position 17442: 0.012173251737934787
Position 24741: 0.011744140211966882
Position 23544: 0.011063081766244228
Position 25051: 0.01051715898114609
Position 3266: 0.010364247450249591
Position 26964: 0.010192940646627385
Position 24614: 0.009748612366526943
Position 3923: 0.009272462644937472
Position 5936: 0.008456094568702254
Position 19012: 0.007556424634922468
Position 19783: 0.0070943530988405576
Position 16565: 0.007084341844827383
Position 24296: 0.007061748020631233
Position 31119: 0.006794498414339403
Position 26266: 0.006477914822796768
Position 31794: 0.006130337350475356
Position 26742: 0.0061109191379404605
Position 16853: 0.0057712062139910845
Position 24085: 0.005735410795031066
Position 7228: 0.005622838357593505
Position 24061: 0.005468392179932633
Position 6275: 0.005295060536012549
Position 17741: 0.004983982078107312
Position 17307: 0.004809276284813447
Position 24173: 0.004679065111646924
Position 5649: 0.004218028591638229
Position 17578: 0.004204383234816469
Position 26076: 0.004198558663781574
Position 5199: 0.00396990975889876
Position 17433: 0.0038096837033147687
Position 10959: 0.0037580299494125403
Position 30617: 0.003665097329684744
Position 18831: 0.0036243688296190126
Position 7312: 0.003431377971635752
Position 18618: 0.0033770415427089025
Position 29358: 0.003376033565815249
Position 27029: 0.0027408561570713814
Position 22083: 0.0024347956140935057
Position 18638: 0.002406098128034266
Position 20449: 0.002390028411107702
Position 27430: 0.0023243842831331906
Position 18497: 0.0022085766362670875
Position 18523: 0.002099687720515244
Position 7204: 0.0020685778538116384
Position 23972: 0.001987390805355127
Position 25116: 0.0019240650888342826
Position 16618: 0.0018504849537457286
Position 3789: 0.001831379897195605
Position 22004: 0.001805452818009507
Position 22600: 0.0017239003377213886
Position 4437: 0.0016881738617034025
Position 22105: 0.0015392530214621714
Position 23518: 0.0015122902689498965
Position 17126: 0.0013936558708737218
Position 26695: 0.0013262258976172465
Position 23511: 0.001313074364702499
Position 11957: 0.0012733198493074596
Position 21877: 0.0012227973519913782
Position 3305: 0.001172388647772622
Position 10140: 0.0011580633465914435
Position 11182: 0.001157911031182091
Position 3745: 0.0011296834176333288
Position 10463: 0.0011209486534709218
Position 20483: 0.0011151787728732117
Position 26426: 0.0010804575899025514
Position 23354: 0.0010747185613679605
Position 3060: 0.001002317773824657
Position 18621: 0.0009551627256563161
Position 4624: 0.0009498144033874072
Position 19871: 0.0009484987152128922
Position 26900: 0.0008977760908828407
Position 23169: 0.0008865478036990963
Position 22140: 0.0008862319890832768
Position 10993: 0.0008722034319743079
Position 28871: 0.0008438142212826076
Position 3526: 0.0008156704853025801
Position 3207: 0.0008130910314670547
Position 2930: 0.000750889381851904
Position 11222: 0.000746443023146235
Position 22023: 0.0007174618193651679
Position 22037: 0.0006171073451174897
Position 5249: 0.0005645333724093482
Position 17451: 0.0005599744909216036
Position 3614: 0.0005334523525145024
Position 18064: 0.000520319456671537
Position 1113: 0.00047533243047486763
Position 18085: 0.0004721194759066582
Position 29866: 0.00041184983488329097
Position 18690: 0.00040942202255081126
Position 2697: 0.00040663666291747134
Position 19946: 0.0004031756399827519
Position 22452: 0.0003869579974792322
Position 18615: 0.00037715395113550605
Position 1970: 0.0003438948902539049
Position 24239: 0.0003063929376557093
Position 24639: 0.0002835663566448508
Position 2450: 0.00027602256584579015
Position 23004: 0.0002739667649884649
Position 3034: 0.00023683395583229844
Position 17923: 0.00022737247233770654
Position 22068: 0.000224172490560078
Position 29803: 0.0002129674045313381
Position 5536: 0.00020810882554977782
Position 18093: 0.00020806612914010754
Position 18654: 0.00017979699726561278
Position 2411: 0.0001788442333895282
Position 3140: 0.00016015929645946282
Position 3571: 0.00015568540187564946
Position 18103: 0.00015092094423509183
Position 29413: 0.00014214671649801365
Position 1252: 0.00013437570800480458
Position 26318: 0.00013405812550197076
Position 1006: 0.000111384189443467
Position 318: 0.0001023776552738593
Position 29251: 8.84017214175448e-05
Position 7166: 7.294085048688383e-05
Position 15459: 6.820619407972777e-05
Position 18245: 4.3841520978923924e-05
Position 1645: 4.103073462319625e-05
Position 17866: 3.316066202607162e-05
Position 475: 3.1231828797212094e-05
Position 456: 3.0305176927565997e-05
Position 17216: 2.9128368826574445e-05
Position 27164: 2.1161260803433475e-05
Position 26875: 1.4464390723101318e-05
Position 26748: 1.3374009423378787e-05
Position 16822: 1.3239188783342996e-05
Position 26263: 9.142678015021212e-06
Position 17269: 6.907728008145668e-06
Position 27167: 6.083141715069759e-06
Position 26880: 5.249975297243018e-06
Position 26470: 3.435520902568072e-06
Position 2959: 2.3675572803761043e-06
Position 5190: 2.3625980509095626e-06
Position 626: 2.143858821179869e-06
Position 2135: 1.5619978123121284e-06
Position 17054: 1.38869633706951e-06
Position 4493: 1.212218658927785e-06
Position 3079: 9.747566061473815e-07
Position 1128: 7.367175236171981e-07
Position 2686: 6.256335991002759e-07
Position 5065: 5.851185543719654e-07
Position 4383: 5.801136883201543e-07
Position 672: 4.902601424226328e-07
Position 382: 4.7666952271131096e-07
Position 1078: 3.1582537974136755e-07
Position 1609: 2.8684983710238457e-07
Position 2005: 2.3407893675327688e-07
Position 775: 9.129678113579643e-08
Position 591: 8.18566201305327e-08
Position 688: 3.192664938130215e-08
Position 215: 1.8446433121890676e-08
Position 583: 1.53873463625207e-08
Position 742: 1.399855059865935e-08
Position 778: 6.1203695164700625e-09
Position 497: 2.4964222465601705e-09
Position 227: 2.448449579022332e-09
