Gene = Sgs1
Position 2930: 0.0024234051758816526
Position 2786: 0.002368472954782615
Position 2594: 0.002365571756103473
Position 244: 0.002358623357762653
Position 2018: 0.0022759939213850217
Position 2546: 0.002257361144688267
Position 2834: 0.0022136552758288074
Position 2498: 0.0021541005147701934
Position 1826: 0.0021512375757942546
Position 2882: 0.0021500951084620365
Position 3218: 0.0021396346811511785
Position 2450: 0.0021295949347114873
Position 457: 0.0021122182996573084
Position 1970: 0.0020804363894861458
Position 3026: 0.0020797123716827146
Position 818: 0.002065203472628394
Position 1778: 0.002047638901076035
Position 2402: 0.0019615338303566685
Position 3787: 0.0019153998164384047
Position 2354: 0.001871805512225184
Position 2306: 0.001848069588800772
Position 1250: 0.0018284590269380904
Position 2258: 0.0017044747034330025
Position 2210: 0.0016836296339481126
Position 2162: 0.0016081980652320753
Position 1874: 0.0015886216926507184
Position 1490: 0.001568373983078108
Position 1922: 0.0015508830780682254
Position 2114: 0.001538854494299366
Position 1538: 0.001525050583270249
Position 2066: 0.0014133516707513225
Position 3146: 0.0014033041430680042
Position 721: 0.0013400984069275072
Position 386: 0.00131040395256579
Position 1202: 0.0012430534121646904
Position 3798: 0.001199698570221531
Position 1058: 0.0011839530438501236
Position 794: 0.001180421437607466
Position 3771: 0.0011369107563344906
Position 1730: 0.0010648961384124966
Position 3530: 0.0010174790238366602
Position 1298: 0.0010075059184235418
Position 559: 0.0009820394235168697
Position 1682: 0.0009545303808975622
Position 1394: 0.0009106739540095738
Position 3730: 0.0009084301191240775
Position 110: 0.0008774653210855203
Position 3386: 0.0008335242775513554
Position 1010: 0.0007947168077667488
Position 914: 0.0007636610733749784
Position 866: 0.0007457027340089649
Position 329: 0.0007127987265981357
Position 962: 0.0007070222495190031
Position 1442: 0.0007058340139105082
Position 671: 0.0006481875921733782
Position 1802: 0.0006338197140361847
Position 1154: 0.0006183161782103123
Position 3290: 0.0006182998542821335
Position 272: 0.0006085625877407151
Position 1106: 0.0005420990636579704
Position 1586: 0.0005096151701335381
Position 3242: 0.0004920863915382233
Position 1634: 0.00045983734327827115
Position 3482: 0.00042058852631121694
Position 3194: 0.0004002646777606487
Position 1226: 0.0003961831914550623
Position 3434: 0.0003890105339709807
Position 2762: 0.0003439765939467458
Position 160: 0.00034216575368104706
Position 1370: 0.0003324920581821829
Position 2858: 0.0003318277713852935
Position 2714: 0.00032824174360983853
Position 1046: 0.00031632256920362045
Position 1514: 0.0003150056027514712
Position 2666: 0.00031322666758165857
Position 1706: 0.0003079379649791164
Position 1274: 0.0003074137838877019
Position 1082: 0.00030652632635298944
Position 2810: 0.00029926501735292986
Position 2618: 0.0002988984405375573
Position 2570: 0.00028522564328752064
Position 2522: 0.00027217829387957696
Position 2474: 0.0002597277818548798
Position 2426: 0.0002478468055101441
Position 2378: 0.00023650931203003455
Position 2330: 0.00022569044035804619
Position 842: 0.00021640639345940778
Position 2282: 0.00021536646668077528
Position 1562: 0.00020668524597051166
Position 2234: 0.00020551475240589305
Position 610: 0.0002037600520464717
Position 1850: 0.00020287084729860204
Position 3002: 0.00020075281818200395
Position 2186: 0.00019611369451986443
Position 2138: 0.00018714267821645284
Position 2090: 0.00017858203169223414
Position 2954: 0.0001590444614816184
Position 1898: 0.00014706216838093918
Position 1994: 0.00014547705683129865
Position 104: 0.00014531431105302599
Position 2906: 0.0001388024413875307
Position 311: 0.00013042751182674593
Position 2042: 0.00010065616473522776
Position 419: 9.963113760159671e-05
Position 250: 9.759600239332574e-05
Position 1946: 9.606852824722923e-05
Position 1130: 8.95103928325252e-05
Position 197: 8.933562440884605e-05
Position 410: 8.062587485230878e-05
Position 1418: 6.915085316944594e-05
Position 187: 6.516495916525541e-05
Position 3970: 6.456139718395296e-05
Position 518: 6.442321918641263e-05
Position 986: 5.633997707753516e-05
Position 1610: 4.368200621257577e-05
Position 685: 3.429720617147224e-05
Position 422: 1.5053869067818838e-05
Position 396: 7.713515349153692e-08
Position 296: 5.2725313971812575e-08
Position 223: 1.7410118433834185e-08
Position 67: 1.1218897143093297e-10
Position 201: 2.006047112669635e-11
Position 204: 1.9529668745297755e-13
Position 128: 6.760296864105719e-15
