Gene = mtRNApol
Position 1698: 0.09102842982998675
Position 1273: 0.04773026520465845
Position 155: 0.02980775896733912
Position 834: 0.02284306813596922
Position 3074: 0.016258414123751796
Position 1279: 0.01477487281021665
Position 3004: 0.014196373541602336
Position 2749: 0.013160790595128856
Position 1658: 0.01297096859669503
Position 3766: 0.011380964500681429
Position 2908: 0.010069087096703488
Position 3694: 0.008779056946575728
Position 3283: 0.00673984467528942
Position 2927: 0.00636111848199402
Position 1768: 0.00586587670507205
Position 5021: 0.004881475154294255
Position 4104: 0.003941940179846205
Position 435: 0.0034963780117058542
Position 5037: 0.003318027343660133
Position 1451: 0.0031408584757792977
Position 2353: 0.003136872556966814
Position 1720: 0.0024099259507099316
Position 258: 0.0023400194824521573
Position 4903: 0.0022138949217611215
Position 2774: 0.0021448143337896063
Position 4726: 0.0020394881810484916
Position 323: 0.0017938488328022263
Position 4732: 0.0017867794838404977
Position 1746: 0.0017609122733927942
Position 1924: 0.0016012090846504656
Position 2126: 0.0014580099370548963
Position 1525: 0.0014519948575978155
Position 2537: 0.0011474583527541708
Position 161: 0.0011218327528347866
Position 495: 0.001065148097032665
Position 1910: 0.0010389821364573083
Position 347: 0.000866955255626101
Position 426: 0.0008432833419479023
Position 4916: 0.0007559282128000547
Position 2678: 0.0007513299840986369
Position 2090: 0.0007232201478649504
Position 4887: 0.0007159507393108772
Position 878: 0.0006521386221664595
Position 2995: 0.0006320322093966228
Position 2356: 0.0006162390935089702
Position 3973: 0.000610850507258006
Position 1852: 0.0005479059879105095
Position 4188: 0.0005433522827364977
Position 3671: 0.0005415758398249534
Position 3037: 0.0005271906161382809
Position 320: 0.0004820851693347256
Position 1073: 0.0004573766115880806
Position 4790: 0.0003745451558222513
Position 1085: 0.0003682062655417287
Position 4736: 0.0002904053193711276
Position 2476: 0.000282570052283463
Position 1666: 0.0002676393631305829
Position 5099: 0.0002277646445380802
Position 1928: 0.00022730084949772
Position 4619: 0.00021973661229004305
Position 1894: 0.0002175401161522405
Position 2098: 0.00019986190522237226
Position 4719: 0.00019604753073853692
Position 1583: 0.0001960220669819407
Position 2941: 0.00017489177609366233
Position 2421: 0.00015505511415987998
Position 3394: 0.00015127657641652483
Position 273: 0.00013498449277337727
Position 1253: 0.00011836410104509675
Position 937: 0.00010930877081942621
Position 896: 8.57262594971336e-05
Position 4438: 7.874822820473233e-05
Position 627: 6.784131633388033e-05
Position 3927: 6.698293320994017e-05
Position 634: 6.0388407058976544e-05
Position 2209: 5.883920752783384e-05
Position 1962: 5.269250438759463e-05
Position 4482: 5.268939112917324e-05
Position 704: 4.1090654594417355e-05
Position 917: 3.95804613877881e-05
Position 884: 3.912690274780034e-05
Position 3714: 3.761688236441338e-05
Position 3802: 3.234277727850941e-05
Position 4744: 3.180937574726164e-05
Position 3871: 3.160867227893802e-05
Position 3651: 2.807528924912957e-05
Position 3934: 2.4803258274995567e-05
Position 187: 2.1745168125969102e-05
Position 3777: 1.9501054957421093e-05
Position 695: 1.820180206090323e-05
Position 1062: 1.6835492750679405e-05
Position 965: 1.649115177560226e-05
Position 384: 1.598504701925295e-05
Position 503: 1.3850900780801933e-05
Position 701: 1.0653481424346156e-05
Position 225: 1.059937104838678e-05
Position 3466: 9.181877212932785e-06
Position 674: 7.881600266731594e-06
Position 1131: 7.703275736314616e-06
Position 4678: 7.015969403016918e-06
Position 983: 6.874440827328323e-06
Position 812: 5.988259174295165e-06
Position 4794: 5.955957572106162e-06
Position 4876: 5.798306407177514e-06
Position 836: 4.333189196201646e-06
Position 4616: 3.988037026796977e-06
Position 643: 3.87420873767462e-06
Position 776: 2.181729238253453e-06
Position 515: 1.8015145319197352e-06
Position 843: 1.5803285624211437e-06
Position 671: 1.4211800924075084e-06
Position 216: 1.3718987379571433e-06
Position 1315: 1.3509508149135413e-06
Position 1504: 1.209426648604767e-06
Position 1027: 6.088724501872955e-07
Position 527: 4.779213124263555e-07
Position 638: 4.7237124501825907e-07
Position 512: 4.463215603757596e-07
Position 357: 2.8725694487321624e-07
Position 782: 2.3518788949891643e-07
Position 1157: 2.2172522053989746e-07
Position 1111: 2.148806183415019e-07
Position 1021: 2.0304288375733833e-07
Position 1011: 1.793473081596284e-07
Position 1005: 1.573529409045913e-07
Position 1144: 1.5218690832329302e-07
Position 903: 1.4026518779121394e-07
Position 560: 1.2839742498884348e-07
Position 732: 1.0255879870385004e-07
Position 656: 9.24238686575611e-08
Position 1185: 7.534533117192569e-08
Position 1016: 1.542800832546134e-08
Position 1190: 8.62674133975574e-09
Position 1294: 6.9077713937564445e-09
Position 576: 1.1513810527013656e-12
Position 585: 1.1052269725209853e-12
Position 362: 4.027809334957302e-15
