Gene = chic
Position 4651: 0.000487539726299448
Position 3574: 0.00044828609185605336
Position 4776: 0.00044471593829265477
Position 410: 0.0004446626828433078
Position 498: 0.0004261343715831773
Position 2644: 0.00034656790706018737
Position 1334: 0.0002659256046969071
Position 188: 0.00026301570638314275
Position 2290: 0.00025345043837832106
Position 742: 0.00024065337001345237
Position 483: 0.00019970493815618366
Position 1778: 0.0001839717985434225
Position 4632: 0.00016379810319252039
Position 2293: 0.00014880915298296225
Position 6055: 0.00013483988563208252
Position 330: 0.00011494654548856349
Position 4563: 9.778841642306807e-05
Position 5388: 9.381295864539782e-05
Position 4476: 8.559811840447115e-05
Position 4524: 8.257800467075065e-05
Position 4283: 7.146987940178077e-05
Position 1424: 6.922117547502776e-05
Position 2255: 5.880719859543756e-05
Position 4161: 4.485329814747724e-05
Position 4606: 3.675710824735108e-05
Position 5271: 3.598614063669924e-05
Position 4867: 3.170692205383087e-05
Position 542: 3.154414375065234e-05
Position 350: 2.7892939421201484e-05
Position 4743: 2.4723799577728054e-05
Position 872: 2.2447106544855045e-05
Position 827: 2.1091037371213463e-05
Position 5027: 1.824087618876274e-05
Position 314: 1.7151590663949784e-05
Position 347: 1.2976828527426014e-05
Position 4929: 1.1584826251120258e-05
Position 4347: 1.0518960423515016e-05
Position 4050: 1.0475280541951671e-05
Position 4144: 9.97343945081014e-06
Position 339: 7.98733446214777e-06
Position 4480: 7.846028617036366e-06
Position 4267: 7.599075577553102e-06
Position 7441: 7.1310625551924095e-06
Position 7378: 7.117928326706353e-06
Position 344: 6.355612858775966e-06
Position 4087: 5.8598472254365446e-06
Position 3850: 5.331025592251346e-06
Position 441: 5.300819288376185e-06
Position 101: 3.272685921106262e-06
Position 4099: 1.8297821704652328e-06
Position 1844: 1.0139825952390024e-06
Position 2129: 8.974439502375025e-07
Position 2074: 6.133218580652966e-07
Position 2265: 5.85168900877651e-07
Position 817: 3.4398913595878215e-07
Position 2993: 2.8012189738401255e-07
Position 3046: 2.0227133880185081e-07
Position 4528: 1.0312362683271324e-07
Position 2883: 7.504336936784582e-08
Position 2568: 1.4837802925392758e-08
Position 3102: 2.18128606240468e-10
Position 2859: 5.729766394127466e-11
