Gene = DNApol-alpha50
Position 857: 7.704088109967998e-08
Position 446: 5.261121111147238e-08
Position 3126: 1.8596668848542305e-08
Position 245: 9.113678675651635e-12
Position 410: 7.2023101552843496e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2651: 0.8934173538515175
Position 2876: 0.8794725510581578
Position 832: 0.5370778422931266
Position 3251: 0.11347917884628102
Position 2923: 0.08445697068880387
Position 2673: 0.060417284028760336
Position 3101: 0.02678828553817004
Position 3839: 0.019350835768773948
Position 769: 0.01690329764028932
Position 431: 0.015435810199663622
Position 3776: 0.014547843172246139
Position 2484: 0.009191152005763564
Position 261: 0.009190265247273927
Position 2679: 0.007179944351276184
Position 519: 0.006879359791898729
Position 3804: 0.006378927460251662
Position 3357: 0.006210560877871058
Position 3255: 0.005136473137838759
Position 2770: 0.004928814575039484
Position 1024: 0.0035479065363386714
Position 624: 0.0035089107740099495
Position 242: 0.003216666511272867
Position 2319: 0.0029300327722894767
Position 2325: 0.002886746955395569
Position 813: 0.0025473654456763897
Position 2963: 0.001839795157077871
Position 341: 0.0017259758183339352
Position 919: 0.0017259585015417652
Position 396: 0.001422861568350316
Position 2632: 0.0014088199662675056
Position 3189: 0.0012233073123382463
Position 3565: 0.001218779214529872
Position 548: 0.0011301719502346758
Position 3856: 0.0009667068124622368
Position 4085: 0.0008565054516149163
Position 3889: 0.000740623484897654
Position 671: 0.000580310349908937
Position 792: 0.0004917337771089806
Position 3754: 0.0004147812378320184
Position 334: 0.0004064184569770765
Position 2747: 0.00035891453764260595
Position 1056: 0.0003415842322956628
Position 845: 0.00033520053905197365
Position 634: 0.0003347165018415649
Position 1414: 0.00032699968602743117
Position 2739: 0.00027692248023476653
Position 2339: 0.0002448476050282293
Position 2522: 0.00023282241514586076
Position 2493: 0.00021980779531613454
Position 346: 0.00020727156098437232
Position 3648: 0.00020019205656384846
Position 2693: 0.00015925991104464587
Position 596: 0.00012508807166175355
Position 3381: 0.00011112130129855552
Position 2372: 0.00010473256096360986
Position 1822: 9.531525116784648e-05
Position 289: 9.49126716179961e-05
Position 2094: 9.317722157029399e-05
Position 3004: 8.551607918968018e-05
Position 1263: 6.819954387385306e-05
Position 1355: 6.362918868143282e-05
Position 317: 6.16613504317923e-05
Position 1810: 5.6397340290833654e-05
Position 3146: 5.3487350881686355e-05
Position 3014: 4.657403685076541e-05
Position 144: 4.50902746081125e-05
Position 172: 4.2102085101254586e-05
Position 221: 3.8837341599463716e-05
Position 164: 3.120843893879854e-05
Position 1926: 2.935687139631272e-05
Position 1732: 2.8522203005134413e-05
Position 114: 2.648094993651422e-05
Position 2298: 2.0317165641507745e-05
Position 1138: 1.8359736563345572e-05
Position 1205: 1.8012518697125026e-05
Position 562: 1.6321589329768832e-05
Position 2147: 1.518763962568866e-05
Position 675: 1.4669444696205154e-05
Position 644: 9.963622544021055e-06
Position 350: 6.993409718761169e-06
Position 75: 5.9431963807902e-06
Position 354: 4.833388034626529e-06
Position 314: 4.607698491138085e-06
Position 100: 2.3131919990695464e-07
Position 774: 9.841245883677947e-08
Position 853: 3.3799288153813344e-08
Position 121: 1.961568761043433e-08
Position 2977: 1.7008140793292566e-08
Position 177: 1.5190940764724887e-08
Position 937: 1.1092809666392624e-08
Position 943: 3.188812667983504e-09
Position 559: 2.1389280066013152e-09
Position 46: 8.01026220616984e-10
Position 128: 6.168452760658783e-10
Position 49: 4.293072058979521e-10
Position 360: 1.5077102572589118e-13
