Gene = Ugt301D1
Position 203: 3.9893610273613075e-06
Position 655: 3.7002532649667516e-06
Position 432: 2.04783862878333e-06
Position 406: 3.2652349551033027e-07
Position 163: 1.6612555535288342e-07
Position 490: 1.4481398132488915e-07
Position 127: 5.07362529232202e-08
Position 188: 5.88093844058231e-09
Position 439: 1.332954582978785e-10
Position 441: 3.061301193780315e-11
Position 121: 2.8411878545354175e-12
