Gene = RpIIIC53
Position 921: 3.7187579699217805e-09
Position 1326: 1.017423742182113e-11
Position 1217: 8.676649736375425e-12
Position 911: 2.055334371477317e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.9973837086439399
Position 925: 0.9100108463349568
Position 1046: 0.8055732131185915
Position 1058: 0.05273233300039999
Position 1453: 0.028916513943202053
Position 1202: 0.020370941970375065
Position 1078: 0.006651923818035999
Position 631: 0.005402697863575347
Position 312: 0.004587830712053927
Position 1711: 0.004145760217531508
Position 1066: 0.00347978749650363
Position 1701: 0.0034579563427140723
Position 945: 0.0018328470047576687
Position 628: 0.0017817944726550648
Position 95: 0.001451652546650999
Position 1126: 0.0014508144659980359
Position 1564: 0.0013922164776046845
Position 609: 0.0013243674916046594
Position 1523: 0.0008871891806474404
Position 625: 0.0008077305159491414
Position 658: 0.0006218974443874894
Position 1544: 0.000528230996141197
Position 1235: 0.000486124281146523
Position 108: 0.0003759081536759782
Position 1170: 0.000371436424801047
Position 1100: 0.0003021856563870551
Position 1253: 0.00025265099483552905
Position 1096: 0.00022513367687991987
Position 1534: 0.00021654611342810512
Position 1567: 0.00021257192906606106
Position 65: 0.00016823703324444342
Position 292: 0.0001482634642221899
Position 1321: 0.0001351469923533587
Position 483: 0.00010953234583703472
Position 650: 0.00010931171992971664
Position 942: 0.00010288613095853182
Position 690: 8.653408824325943e-05
Position 1298: 8.247417157205864e-05
Position 504: 6.867472795435887e-05
Position 707: 4.300632276345785e-05
Position 993: 4.0583233684189276e-05
Position 1180: 2.6578317144952287e-05
Position 1570: 2.439244966359807e-05
Position 693: 2.195063976327014e-05
Position 492: 2.0848037607887542e-05
Position 1109: 2.058804152299444e-05
Position 1264: 1.3845941809732018e-05
Position 215: 1.1520664978449417e-05
Position 155: 1.0341196014453861e-05
Position 126: 9.251559329394456e-06
Position 726: 4.394493228710796e-06
Position 964: 4.31446152482605e-06
Position 265: 3.5923173874837142e-06
Position 133: 3.005183675394184e-06
Position 188: 2.3442671817170985e-06
Position 212: 1.4542447395402088e-06
Position 435: 1.2150083660786143e-06
Position 747: 1.195347568082121e-06
Position 735: 1.1689060204091918e-06
Position 1286: 1.0116616123063598e-06
Position 893: 9.230132405197654e-07
Position 218: 8.999311180213345e-07
Position 76: 7.953401195762185e-07
Position 890: 7.508005335718092e-07
Position 373: 5.322909388635836e-07
Position 741: 5.076549779602773e-07
Position 756: 4.951447339451446e-07
Position 1272: 4.5938087760734066e-07
Position 1256: 4.3216672289445134e-07
Position 999: 4.1275758234088975e-07
Position 231: 4.061938985731731e-07
Position 362: 3.5210412888175164e-07
Position 509: 3.062305796721388e-07
Position 1175: 2.901792867823747e-07
Position 521: 2.1722647267928258e-07
Position 867: 1.9700885277662117e-07
Position 833: 1.8681600992501485e-07
Position 1491: 1.827550123716494e-07
Position 974: 1.6919427479009173e-07
Position 1339: 1.4321770417701357e-07
Position 960: 1.3139158307025168e-07
Position 1326: 1.2673489679698807e-07
Position 782: 1.159903023955695e-07
Position 195: 7.888967775679947e-08
Position 366: 6.515167174314201e-08
Position 45: 6.206606836837261e-08
Position 759: 4.791460749891308e-08
Position 193: 2.0526909775785667e-08
Position 1104: 1.5231482078314037e-08
Position 1007: 1.4648178453137176e-08
Position 240: 1.3390563465225066e-08
Position 419: 1.1265352417442243e-10
Position 512: 1.596422757005213e-11
Position 523: 1.5457608559297552e-12
Position 236: 2.1839299958151753e-15
