Gene = del
Position 931: 2.3040811057320544e-05
Position 1979: 1.5550266517021118e-05
Position 555: 1.5088278483203117e-05
Position 1918: 1.4848907973280225e-05
Position 487: 1.4167934071083628e-05
Position 178: 1.4158372034549e-05
Position 825: 1.0097052654962086e-05
Position 260: 9.522912815727058e-06
Position 502: 6.1025734768496585e-06
Position 780: 5.904930804205997e-06
Position 249: 3.3744045566424506e-06
Position 131: 1.212284896947182e-06
Position 222: 2.9779852049948777e-07
Position 1008: 2.0154431471606558e-07
Position 61: 1.6739679012785346e-07
Position 1444: 1.5633690203354454e-07
Position 381: 2.7130104445845687e-08
Position 509: 2.401173410716542e-08
Position 392: 2.6674467639627526e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 409: 0.9882304107960743
Position 1660: 0.8178350960833481
Position 722: 0.7124254499744913
Position 2957: 0.22177543651018675
Position 2605: 0.17820398836871493
Position 2146: 0.0744932346818142
Position 2511: 0.05855072066520053
Position 1463: 0.05778368560310209
Position 741: 0.0497143714948797
Position 2656: 0.04229763322022006
Position 3048: 0.02461299713969862
Position 1349: 0.022852498141289933
Position 2243: 0.014622978383258019
Position 1918: 0.011688041843426361
Position 1402: 0.010103020695012524
Position 1178: 0.009486056533233051
Position 2140: 0.00938783960924582
Position 2804: 0.008011366548979791
Position 1238: 0.006796801131240966
Position 918: 0.003646644470173182
Position 91: 0.003507686917284826
Position 927: 0.003374569866412235
Position 2989: 0.003257360839368954
Position 2333: 0.0032354058260875415
Position 2705: 0.0028296174493111156
Position 1405: 0.0016924548646606932
Position 1093: 0.0014428048931976834
Position 2527: 0.0013941612875291798
Position 234: 0.0013533484544817525
Position 1751: 0.001052889199305619
Position 155: 0.0010403926054695749
Position 736: 0.0009698088865013335
Position 1477: 0.0007989665894137839
Position 992: 0.0007917944828526979
Position 297: 0.0007176891494924571
Position 3069: 0.0006427807047496935
Position 1777: 0.000600057652562263
Position 206: 0.0005832044256331977
Position 643: 0.0005822826872589415
Position 2048: 0.00042768469416421873
Position 2339: 0.0004236574032225784
Position 2468: 0.0004137124540306398
Position 80: 0.0003649698537967434
Position 3063: 0.00032494990808448727
Position 2414: 0.0003150439716541212
Position 2228: 0.00030462380847951946
Position 1382: 0.00028013510151359016
Position 192: 0.0002458915533908237
Position 1906: 0.00022954411396311958
Position 1665: 0.00020827354652478742
Position 3383: 0.00019760587161108377
Position 2697: 0.0001573923080160061
Position 2309: 0.00013594180980310017
Position 2197: 9.937668827158483e-05
Position 500: 9.03199772723137e-05
Position 850: 5.40977556091108e-05
Position 167: 4.471349347712695e-05
Position 685: 3.390383636020828e-05
Position 1078: 2.523603086423046e-05
Position 1096: 2.027454202550099e-05
Position 341: 1.8191617783510132e-05
Position 447: 1.6410388574368337e-05
Position 1039: 8.491795864769792e-06
Position 436: 8.25538156295946e-06
Position 1132: 7.625880110918138e-06
Position 1761: 7.478234622786547e-06
Position 1724: 5.081378977742754e-06
Position 453: 2.808845438799223e-06
Position 766: 2.059619727728083e-06
Position 433: 1.939899017225134e-06
Position 1017: 1.633936935087061e-06
Position 756: 1.5349818952347713e-06
Position 587: 1.3631821929986816e-06
Position 467: 1.313124291327363e-06
Position 578: 1.176142853832925e-06
Position 271: 7.290720075874016e-07
Position 311: 6.961356298635418e-07
Position 372: 6.869446042885757e-07
Position 429: 4.774871897066836e-07
Position 1690: 4.66079143970736e-07
Position 260: 4.2333045689076767e-07
Position 276: 3.9380422580948066e-07
Position 267: 2.1984611272138504e-07
Position 458: 5.140273575052632e-08
Position 321: 4.9296325360398445e-08
Position 565: 4.134429373460454e-08
Position 57: 2.8295715540090292e-08
Position 561: 2.2063780497900033e-08
Position 273: 1.80834630437282e-08
Position 855: 1.164598026054198e-08
Position 763: 8.52475580519783e-09
Position 812: 7.39824536641878e-09
Position 212: 3.11502001934644e-09
Position 317: 1.8162435339674615e-09
Position 350: 5.731987273309286e-13
