Gene = Pi3K21B
Position 1861: 3.677095065455854e-08
Position 310: 3.528448831760148e-08
Position 247: 2.7729624262145368e-08
Position 805: 2.844186867641713e-09
Position 245: 5.870052305323598e-10
Position 253: 4.339692599428419e-10
Position 272: 9.924850392148621e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1152: 0.9830114210573472
Position 4883: 0.3490936329250436
Position 243: 0.3403139331792054
Position 3009: 0.277103910206583
Position 7149: 0.1887273476658938
Position 4145: 0.1476424009802085
Position 7350: 0.061244260782750255
Position 7132: 0.055794682134443344
Position 3410: 0.05093513188615727
Position 2100: 0.04958108014769875
Position 850: 0.04023945262711487
Position 4849: 0.029199437499261585
Position 7170: 0.02755687914477696
Position 4103: 0.02179031949820527
Position 4197: 0.017813610293627123
Position 4596: 0.014361227395401376
Position 3553: 0.012051225890453118
Position 796: 0.011486889646926247
Position 253: 0.011340060273322568
Position 2867: 0.011315556297337007
Position 3072: 0.011246720657374606
Position 2130: 0.01103685143967017
Position 3357: 0.01093667850623552
Position 2669: 0.009448615851375311
Position 1766: 0.009255858412576028
Position 3962: 0.009195972473264537
Position 3192: 0.008885166219580172
Position 2162: 0.008545432953248553
Position 6881: 0.006824792324632552
Position 5668: 0.005581763333398938
Position 1745: 0.005085935192297787
Position 2919: 0.004903188897258457
Position 3182: 0.004677591195285179
Position 5073: 0.004101047046224977
Position 4170: 0.004092394948320514
Position 1193: 0.003991676549255285
Position 147: 0.0037684884935746802
Position 2735: 0.003606445211948279
Position 470: 0.0035604163581082456
Position 2798: 0.0028405793164978602
Position 4014: 0.002724631601829824
Position 2357: 0.0025111561362502395
Position 5124: 0.0023037901385059693
Position 958: 0.0021104290796328034
Position 3379: 0.0020711463659131295
Position 426: 0.002002166585846779
Position 2444: 0.0017735774122133378
Position 121: 0.001632332661969349
Position 2641: 0.001613309264636909
Position 4921: 0.0015892858399838498
Position 3387: 0.0013451290889981023
Position 2509: 0.0012883522218590138
Position 1910: 0.0012527240519907875
Position 3595: 0.0009893505462427396
Position 3115: 0.0009583927985536166
Position 1472: 0.0009486993485831598
Position 1475: 0.0008460940427785535
Position 5348: 0.0008344780525517746
Position 2773: 0.0008084904699602903
Position 3109: 0.0007843308147944927
Position 2575: 0.0006382999011066049
Position 2851: 0.0005608641123263718
Position 816: 0.0005402638202685237
Position 438: 0.00043009517854147264
Position 2134: 0.0004195673996836979
Position 3994: 0.0004149770179925071
Position 302: 0.00037341812266579656
Position 2166: 0.00029253508187860575
Position 340: 0.0002848744195157671
Position 513: 0.0002521216562073132
Position 432: 0.0002321682751139697
Position 914: 0.00023097091110289383
Position 3615: 0.0002202594055820381
Position 2155: 0.00021304251780365752
Position 750: 0.00021059370111896607
Position 2224: 0.0001891077152914953
Position 3302: 0.00017758612120695238
Position 667: 0.00015066995268845322
Position 1836: 0.00014649725692212243
Position 2186: 0.0001453124536916659
Position 865: 0.00012504111493627924
Position 1797: 0.00012383741738742227
Position 375: 0.00011988466851831133
Position 779: 0.00010321831593619882
Position 2956: 8.635440168287523e-05
Position 884: 8.107630250094569e-05
Position 1600: 7.271807060198623e-05
Position 2407: 7.082866557749849e-05
Position 2601: 6.973802778259566e-05
Position 2148: 4.9612749299313804e-05
Position 1367: 3.500694332411244e-05
Position 2491: 2.6364243628945228e-05
Position 1719: 2.2472903365898705e-05
Position 180: 2.122104175129118e-05
Position 2974: 1.3405547332310342e-05
Position 2831: 1.3018756796351062e-05
Position 3198: 1.2435695672907232e-05
Position 558: 1.153835746757682e-05
Position 404: 1.0235380734026205e-05
Position 479: 8.284815843353351e-06
Position 344: 6.655363962659533e-06
Position 1309: 6.5788847623570754e-06
Position 414: 5.353615763898649e-06
Position 2472: 2.5720319444140402e-06
Position 2085: 2.51389474054591e-06
Position 1499: 1.361519614503484e-06
Position 1298: 1.0688601131779003e-06
Position 1042: 1.0626140422020831e-06
Position 575: 7.552858413580458e-07
Position 589: 5.717831540464313e-07
Position 333: 2.478921311104902e-07
Position 381: 1.839234755332429e-07
Position 212: 1.4545181433308243e-07
Position 407: 7.029849144064322e-08
Position 485: 9.183671030071713e-09
Position 221: 6.110508964948512e-09
Position 308: 6.192537960484796e-10
Position 190: 6.127136164585818e-12
