Gene = GlcAT-P
Position 2655: 0.000124508739237205
Position 825: 0.00011947037602093128
Position 1262: 0.00011329832010713971
Position 19544: 0.00010081378473083981
Position 19535: 9.885488840299371e-05
Position 19595: 8.961453048098921e-05
Position 19304: 8.624713037011156e-05
Position 232: 8.592254278284804e-05
Position 19217: 1.7512659314523076e-05
Position 18964: 4.641693542838287e-06
Position 1346: 2.619172952524711e-06
Position 1420: 2.571674810010722e-06
Position 2295: 2.438112741933216e-06
Position 1330: 2.3430636757669986e-06
Position 1914: 2.286193978992427e-06
Position 1454: 2.2397002616359357e-06
Position 1535: 2.1708434453104664e-06
Position 1223: 1.9428624633788397e-06
Position 429: 1.3812296340234145e-06
Position 1697: 1.2117149743124845e-06
Position 1228: 9.399460349449759e-07
Position 938: 4.6366632871492026e-07
Position 1814: 4.5471627814071307e-07
Position 181: 3.8346374389487156e-07
Position 14892: 3.725392775623227e-07
Position 1617: 3.0107466566949946e-07
Position 1116: 2.621413089621009e-07
Position 678: 2.5234849004495493e-07
Position 178: 2.4262208464948673e-07
Position 2433: 1.869453678377055e-07
Position 128: 1.692565119897102e-07
Position 724: 1.6485383669986914e-07
Position 9852: 6.080803673664123e-08
Position 103: 4.523218874726376e-08
Position 236: 2.470037030674489e-08
Position 81: 1.7620412566596677e-08
Position 326: 1.4132093100430331e-08
Position 364: 1.2603618739089067e-08
Position 1405: 9.420845850454728e-09
Position 170: 9.376768065135481e-09
Position 1706: 5.9402566681413626e-09
Position 305: 5.8942749923734325e-09
Position 969: 5.06921009125325e-09
Position 19049: 1.8127733942865003e-09
Position 3236: 1.2605733698882754e-09
Position 1213: 1.1924699085229753e-09
Position 1297: 8.343551948495361e-10
Position 2122: 7.25528379877062e-10
Position 1294: 4.6461858045850195e-10
Position 2515: 1.553016955830532e-10
Position 2336: 1.1668765732294232e-10
Position 246: 1.0959859205422265e-12
Position 188: 7.591811235012799e-13
Position 61: 1.3318338022968593e-16
