Gene = comm3
Position 2045: 3.118051033326026e-19
Position 1345: 5.86861570000373e-20
Position 1276: 5.704609663563224e-20
Position 1076: 2.131114052332278e-20
Position 1088: 1.529523020169028e-20
Position 1164: 9.010822207170524e-21
Position 770: 4.1915180678928365e-21
Position 979: 2.5760660179355242e-21
Position 1794: 2.0132898391984487e-21
Position 1226: 1.5573000869373047e-21
Position 874: 6.43000469074021e-22
Position 683: 2.3382055981208253e-26
Position 669: 6.971805159499924e-28

Sorted 3' Splice Sites (High to Low Probability):
Position 33739: 0.9932612358799734
Position 30078: 0.006738757742754197
Position 16215: 5.35463796842179e-09
Position 8718: 1.1987707769473799e-09
Position 14553: 1.1333014580871673e-09
Position 628: 8.852434253326323e-10
Position 16952: 4.907373201983613e-10
Position 15291: 3.1898937181803244e-10
Position 8899: 1.3012610318476472e-10
Position 8691: 3.8241200552213605e-11
Position 6748: 2.1929669398810177e-11
Position 8733: 1.5199326105640256e-11
Position 8964: 1.4869115032636572e-11
Position 14133: 1.4753289339082296e-11
Position 12637: 1.4055534078058687e-11
Position 8887: 1.3544705354037253e-11
Position 8445: 1.1134029207504338e-11
Position 160: 1.034086563457311e-11
Position 1468: 1.0120950872578256e-11
Position 4933: 9.946107622555264e-12
Position 2495: 7.300505778932425e-12
Position 7701: 6.994680731623935e-12
Position 1233: 6.86075670929712e-12
Position 8483: 6.673415778708109e-12
Position 2622: 5.535136651195754e-12
Position 7674: 4.920228054069924e-12
Position 10047: 4.1656560774014556e-12
Position 2539: 3.951654347397665e-12
Position 10778: 3.933851993461357e-12
Position 4897: 3.836653775016449e-12
Position 5064: 3.821304915116999e-12
Position 5104: 3.6316352961286123e-12
Position 6778: 2.9487430381600178e-12
Position 7745: 2.801477504857218e-12
Position 10899: 2.775241463301207e-12
Position 1441: 2.6375654349693094e-12
Position 4977: 1.9186612803105086e-12
Position 376: 1.9164578630344076e-12
Position 7375: 1.8530793642685708e-12
Position 12595: 1.803143351892474e-12
Position 2595: 1.7527498027481154e-12
Position 4640: 1.472039116391296e-12
Position 5089: 1.383202258884629e-12
Position 236: 1.2771099393502202e-12
Position 4762: 1.199690948542145e-12
Position 9032: 1.16917351575088e-12
Position 5167: 1.1650781576769935e-12
Position 2562: 9.936764714384653e-13
Position 1527: 9.127801045308694e-13
Position 11354: 8.331241287279703e-13
Position 5036: 7.672748634393269e-13
Position 223: 7.551845012661564e-13
Position 4567: 7.258241266095084e-13
Position 9113: 6.963246820525022e-13
Position 100: 6.857976593631134e-13
Position 178: 6.231434955753762e-13
Position 9867: 6.179262593617667e-13
Position 9789: 5.110021517077964e-13
Position 4980: 3.727665758961436e-13
Position 4302: 3.6071786855138263e-13
Position 2520: 2.652297694953629e-13
Position 507: 2.2268652620303587e-13
Position 206: 2.2032058737186453e-13
Position 10354: 1.789470050747393e-13
Position 2137: 1.7284079333617756e-13
Position 217: 1.4609048858215888e-13
Position 6089: 7.175109300076249e-14
Position 5323: 2.92629344336872e-14
Position 5369: 2.4229473518061685e-14
Position 5437: 1.4189706316520786e-14
Position 5452: 6.877534501266655e-15
Position 7127: 5.63731908299322e-15
Position 6868: 3.992567897237416e-15
Position 6062: 3.3701033164042733e-15
Position 6173: 2.8492095481097024e-15
Position 5383: 2.4565534926817526e-15
Position 6300: 1.4753691232857026e-15
Position 6679: 1.1430762034328445e-15
Position 5415: 9.88572929913681e-16
Position 4144: 6.448597278489691e-16
Position 4434: 6.071634302528263e-16
Position 4688: 3.107075709268438e-16
Position 3735: 2.9779239186883034e-16
Position 3322: 1.6446845284440323e-16
Position 4466: 1.6013833411211682e-16
Position 3078: 1.5371990647639396e-16
Position 4599: 1.5309395353410821e-16
Position 2177: 9.640155039983752e-17
Position 899: 8.870788048891572e-17
Position 2095: 8.455562691679461e-17
Position 2935: 6.899757038564088e-17
Position 3929: 5.969815496111774e-17
Position 4827: 5.84260592661727e-17
Position 4184: 5.760600142671709e-17
Position 1729: 5.604671742485049e-17
Position 3938: 5.529858281850782e-17
Position 4112: 5.1713408048905845e-17
Position 3962: 3.923097750216467e-17
Position 2347: 3.037497189578191e-17
Position 3404: 2.9590931593359994e-17
Position 3665: 2.6682986716117535e-17
Position 1857: 2.2787526793243828e-17
Position 3254: 2.0031536145168878e-17
Position 3083: 1.8629949238069182e-17
Position 2265: 1.7498978496820377e-17
Position 891: 1.3319520325859249e-17
Position 2903: 1.2712462433554913e-17
Position 1137: 1.1596909985750285e-17
Position 874: 1.1364716465469986e-17
Position 2038: 1.109477991202313e-17
Position 2769: 9.402662448519037e-18
Position 2098: 8.74573287693868e-18
Position 2152: 8.058378585888645e-18
Position 2364: 5.2430860295419166e-18
Position 320: 4.627587153047083e-18
Position 1482: 3.35953159928588e-18
Position 1583: 3.0972042127577124e-18
Position 1600: 2.675470052684194e-18
Position 710: 2.6052780342752647e-18
Position 906: 2.1662535718740783e-18
Position 741: 1.971143308678949e-18
Position 1337: 1.8041624763845365e-18
Position 838: 1.6004693048979598e-18
Position 353: 1.5489542870494042e-18
Position 1766: 1.4909147632914639e-18
Position 80: 1.48979048297525e-18
Position 1553: 1.4609514296498717e-18
Position 438: 1.4188315392864667e-18
Position 923: 8.42213322350774e-19
Position 747: 7.040878361948916e-19
Position 258: 3.196703531414595e-19
Position 132: 2.950209195680052e-19
Position 128: 1.4677107455227578e-19
Position 482: 1.4428262814589277e-19
Position 1377: 6.734123037766873e-20
Position 471: 5.233765851999701e-20
Position 452: 4.053950446507474e-20
Position 1215: 3.827603628354947e-20
Position 1662: 3.746046034468616e-20
Position 1067: 5.042904390389167e-21
Position 517: 4.97419114362819e-21
Position 49: 4.609164102522977e-21
Position 1449: 2.774794772001199e-21
Position 990: 1.75826623556671e-21
Position 992: 1.3620402715612715e-21
Position 835: 1.1923958586139598e-21
Position 1276: 1.032484755783354e-21
Position 536: 7.340006541800748e-22
Position 322: 5.821681761536569e-22
Position 985: 1.94018173735143e-22
Position 669: 5.906788221017624e-24
Position 595: 5.8804632329527604e-24
Position 768: 2.04085489717296e-24
Position 562: 1.5783261785438124e-24
Position 738: 1.1926813406149647e-24
Position 802: 3.6110823790528322e-25
