Gene = Rchy1
Position 6290: 0.0008043986936368706
Position 4481: 0.0005463787130976782
Position 6194: 0.0005402887393929446
Position 4179: 0.0004899265693668791
Position 4345: 0.00044688186938420134
Position 6200: 0.00041836376025547234
Position 2589: 0.0004033891173796597
Position 863: 0.00036656416382940257
Position 5794: 0.000359234974191121
Position 963: 0.0003219440895782428
Position 3195: 0.0002957778667878551
Position 3014: 0.00028361130836980877
Position 3697: 0.0002831727035045505
Position 3836: 0.0002163768467897534
Position 3666: 0.00021248565487065553
Position 5881: 0.0002049920363692003
Position 525: 0.00014553320638885494
Position 3441: 0.00012267425566004264
Position 5162: 0.00012097119727250861
Position 3669: 0.00011604446046525469
Position 5325: 0.00011262032760359883
Position 6090: 0.00011065527324975188
Position 6403: 8.588907771628912e-05
Position 2757: 8.471082017210469e-05
Position 6437: 7.48986876745482e-05
Position 6613: 6.443439186671724e-05
Position 6164: 5.864016421984496e-05
Position 457: 5.66580867202136e-05
Position 731: 4.991785448031638e-05
Position 6553: 4.251471258956433e-05
Position 5389: 3.863414914054057e-05
Position 3438: 3.7749424553541744e-05
Position 2653: 3.651033986177945e-05
Position 5579: 3.50095059913834e-05
Position 234: 2.8289743064901567e-05
Position 4720: 2.6327414909248998e-05
Position 5432: 2.2160588863011878e-05
Position 160: 2.117919873078794e-05
Position 6418: 2.0049003947566467e-05
Position 6344: 1.952173085991243e-05
Position 5232: 1.70348384681915e-05
Position 6384: 1.553227895364299e-05
Position 6249: 1.2856486734464804e-05
Position 5403: 7.933803659321371e-06
Position 199: 6.77335680581876e-06
Position 5908: 6.028528700355855e-06
Position 6484: 5.555507072486402e-06
Position 5683: 5.174986666085049e-06
Position 5229: 5.096262145998042e-06
Position 5235: 3.558689184816711e-06
Position 5442: 3.5211459881577497e-06
Position 5614: 3.513822120317416e-06
Position 5779: 3.058586992810802e-06
Position 5552: 2.5068185007863478e-06
Position 6302: 2.1889741366316497e-06
Position 141: 1.963890284899931e-06
Position 242: 1.6979461875022637e-06
Position 6255: 1.3901400415813737e-06
Position 257: 1.1503147385321196e-06
Position 239: 1.05991286084975e-06
Position 6637: 1.0143859850274422e-06
Position 5331: 8.10935467649364e-07
Position 6422: 4.314761292010971e-07
Position 6170: 4.1022109649968965e-07
Position 280: 1.3033243489641403e-07
Position 221: 1.0927983978652394e-07
Position 505: 7.561647490822015e-08
Position 95: 7.73410192446463e-09
Position 3694: 2.3121328844562337e-09
Position 5992: 3.285994696927627e-10
Position 296: 1.7977298375425561e-12
Position 68: 3.31500572886098e-13
Position 244: 2.7917585926105936e-17
