Gene = Gart
Position 418: 0.00021458195595879182
Position 9197: 0.0002040107844162752
Position 442: 0.00019027759266420768
Position 8147: 0.00018192833091509395
Position 8764: 0.00017598492892457874
Position 126: 0.0001656538823515511
Position 5824: 0.00015415240467701473
Position 907: 0.00014644912514272937
Position 760: 0.00013836239857207782
Position 6746: 0.0001359981475273758
Position 6030: 0.00012763202719066002
Position 7466: 0.00011680834249815826
Position 791: 0.00011187845657015484
Position 984: 0.00011044615899860689
Position 1454: 0.00010726951196506118
Position 32: 0.00010277039853046867
Position 7476: 9.79291627889862e-05
Position 609: 9.574799884745359e-05
Position 7919: 9.24534240745346e-05
Position 5692: 9.192908551516792e-05
Position 6301: 7.851675370603665e-05
Position 271: 7.812388785430258e-05
Position 8312: 6.376064362065933e-05
Position 5026: 5.9976731065857296e-05
Position 1794: 5.776534501310594e-05
Position 6475: 5.16137303051236e-05
Position 7898: 5.020153723319515e-05
Position 735: 4.78446612095338e-05
Position 113: 4.072801136958383e-05
Position 120: 3.925835688844497e-05
Position 7293: 3.827083539993092e-05
Position 941: 3.794241071441689e-05
Position 7552: 3.734946197417868e-05
Position 8289: 3.7226943366524416e-05
Position 6185: 3.5935645414763566e-05
Position 5577: 3.476869669701331e-05
Position 723: 3.435933890885781e-05
Position 7565: 3.419608700967652e-05
Position 1815: 3.390907913237011e-05
Position 409: 2.90422503159004e-05
Position 5408: 2.8301958274874507e-05
Position 296: 2.6787860225595494e-05
Position 1167: 2.5882456803237032e-05
Position 4943: 2.584610295383407e-05
Position 1561: 2.4644186395580716e-05
Position 7410: 2.353789875483015e-05
Position 1357: 2.285754682130974e-05
Position 834: 2.2435145624099193e-05
Position 1966: 1.9672349638830926e-05
Position 5556: 1.9061706873961646e-05
Position 462: 1.2325626251845901e-05
Position 404: 1.1467738651332957e-05
Position 7453: 1.1240326058365895e-05
Position 5183: 9.043022843322743e-06
Position 656: 8.121382404072835e-06
Position 81: 7.662609496165803e-06
Position 1911: 7.34823165068857e-06
Position 19: 6.5293489398060985e-06
Position 703: 6.015581716189033e-06
Position 631: 5.3444155562896e-06
Position 2535: 4.949719761577042e-06
Position 4993: 4.937020974984041e-06
Position 4963: 3.5848744034272517e-06
Position 211: 3.5766670881033194e-06
Position 446: 3.2609655372832195e-06
Position 5024: 3.1634726924405303e-06
Position 150: 2.37202667655648e-06
Position 6829: 2.016863954289597e-06
Position 171: 1.3751999845943346e-06
Position 5213: 1.3714970085216269e-06
Position 432: 1.255974732993029e-06
Position 6047: 7.643273004156265e-07
Position 159: 7.085793771904954e-07
Position 227: 3.8345771502488804e-07
Position 168: 3.1864052714165764e-07
Position 5616: 3.0785969604746096e-07
Position 5: 2.64170128247846e-07
Position 444: 2.2525429501508372e-07
Position 6063: 2.2306029325292503e-07
Position 252: 1.9557801631984076e-07
Position 7316: 1.7210253090805726e-07
Position 316: 1.2533011166655786e-07
Position 7581: 9.404361512241651e-08
Position 7432: 8.969709423901659e-08
Position 324: 8.497138486371967e-08
Position 6486: 2.819248887863707e-08
Position 6477: 2.578412485132775e-08
Position 378: 1.2200279561182219e-08
Position 7700: 7.425717470084626e-09
Position 6084: 5.539052770872341e-09
Position 7721: 5.480299908364927e-09
Position 4671: 3.8343054265270606e-09
Position 205: 3.495266627895893e-09
Position 6137: 2.2301941650666968e-09
Position 195: 1.4533914303890644e-09
Position 5611: 8.626694203433567e-10
Position 492: 2.8810621166783524e-10
Position 506: 2.5896149833533543e-10
Position 7297: 1.8761070549768252e-10
Position 7065: 1.2499599800166812e-10
Position 598: 5.462128380012379e-11
Position 4966: 4.4980564112453885e-11
Position 255: 6.648098057821322e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7523: 0.9748555314162634
Position 6411: 0.9580448907042578
Position 4515: 0.9530455947020501
Position 5523: 0.9488698838429134
Position 5931: 0.6635437017261573
Position 4817: 0.6272700544599514
Position 4831: 0.33928997581384207
Position 1266: 0.17305254545722418
Position 1478: 0.13347155791536872
Position 1492: 0.04340814046181892
Position 5566: 0.03723372223622482
Position 6599: 0.036428662967569386
Position 516: 0.029894151990952925
Position 185: 0.026844924509520928
Position 5838: 0.026625452507458458
Position 5894: 0.025444233441430736
Position 5824: 0.024073404298108947
Position 1131: 0.02368193372413763
Position 2433: 0.013306788623080112
Position 1338: 0.012407306444548303
Position 7533: 0.011730357719532672
Position 6527: 0.00990122033014638
Position 3244: 0.009622058558374313
Position 5937: 0.009182880024137679
Position 7973: 0.009059920789708482
Position 159: 0.008041167295970512
Position 7146: 0.007926209817955531
Position 3131: 0.007200897145087022
Position 7176: 0.006932027133260808
Position 7564: 0.00530825671578054
Position 5354: 0.004810183292694625
Position 2004: 0.00457195940903376
Position 7214: 0.003437388920348251
Position 1304: 0.003345311281451784
Position 2449: 0.002621685749869187
Position 6900: 0.0024636845478439545
Position 1539: 0.002225501366286595
Position 168: 0.0020245490337707645
Position 1439: 0.0018911708010801085
Position 4539: 0.0017446502451071357
Position 9148: 0.0015861777498002083
Position 1214: 0.0012624991722378666
Position 1035: 0.0010361196259732585
Position 998: 0.0009664096736799303
Position 221: 0.0009468855098334691
Position 1561: 0.0009462356066966199
Position 6728: 0.0008746935724972534
Position 150: 0.0008586333518675027
Position 834: 0.0006839073816752978
Position 9261: 0.0006801803447702187
Position 677: 0.0006713096612264634
Position 6486: 0.0005497271369783306
Position 1396: 0.0005351046264368922
Position 5591: 0.0005096263543688801
Position 7601: 0.00048335834524868725
Position 6681: 0.00046466112988888703
Position 5492: 0.00039892615741542176
Position 7639: 0.0003492618774087991
Position 418: 0.0003400156083615094
Position 1393: 0.0003305210441809164
Position 2073: 0.00031446372260532775
Position 7034: 0.0003080027974481504
Position 5943: 0.0003074824561475308
Position 2262: 0.00029905121623602355
Position 7683: 0.0002962454354268091
Position 1424: 0.0002517713231573907
Position 6230: 0.00021170171164808406
Position 1001: 0.00020249327642445948
Position 8961: 0.00019951901851937863
Position 6091: 0.00018801732737064856
Position 1152: 0.00018311914239149
Position 6301: 0.00017445551430562414
Position 2297: 0.00016805506812752916
Position 1140: 0.0001622506625653991
Position 6037: 0.00015518422864951048
Position 2496: 0.00014548139722294083
Position 1702: 0.00013805740574654443
Position 2016: 0.00012639545614666331
Position 270: 0.00010756059940891299
Position 6625: 0.00010115742473751303
Position 8920: 0.00010099629034750294
Position 1514: 9.65129169607398e-05
Position 6840: 8.291139133197397e-05
Position 6710: 8.216862817182971e-05
Position 6277: 7.902837493453595e-05
Position 7717: 7.233504535300512e-05
Position 7598: 6.398895952204157e-05
Position 8578: 4.753913929281493e-05
Position 8347: 3.722694336652435e-05
Position 554: 3.593553562148854e-05
Position 458: 3.355018466908502e-05
Position 9111: 3.244489570112413e-05
Position 6426: 2.4137488695937233e-05
Position 956: 2.3791651513516967e-05
Position 796: 1.8597101841940932e-05
Position 5595: 1.5169467263832932e-05
Position 299: 1.4548385759830697e-05
Position 5644: 1.4321350965689993e-05
Position 598: 1.0692468617378987e-05
Position 426: 6.517767020901703e-06
Position 1023: 4.902174227332615e-06
Position 1590: 2.154233324801501e-06
Position 1408: 9.797063633328086e-07
Position 312: 2.0104385667111552e-07
Position 360: 1.5439077054600377e-07
Position 1222: 1.24041679470017e-07
Position 113: 1.3982849188330869e-08
Position 324: 1.2849036104987216e-08
Position 617: 7.522106331008187e-09
Position 252: 6.93107019318589e-09
Position 373: 1.6838617044693783e-10
Position 345: 1.2362098300879692e-10
Position 369: 7.500841506449053e-13
Position 321: 4.442869133793903e-13
