Gene = Idh
Position 814: 2.1369295575165168e-05
Position 1053: 1.760652993665249e-05
Position 459: 1.472649178497967e-05
Position 1339: 1.3859531036652854e-05
Position 1575: 1.0272948408168092e-05
Position 1410: 7.808866329435382e-06
Position 1205: 7.350614478448955e-06
Position 1335: 6.869976863102509e-06
Position 1318: 6.780911596501589e-06
Position 683: 3.7991694407230867e-06
Position 1170: 6.132897205758152e-07
Position 317: 1.1178352305062362e-07
Position 118: 4.3691178917123575e-08
Position 479: 1.4453644434225234e-08
Position 878: 1.2009080634840733e-08
Position 995: 1.1434462879261328e-08
Position 488: 6.508504805948814e-11
Position 238: 5.607055974894291e-11
Position 463: 2.127714282465722e-11
Position 495: 1.766420012569814e-11
Position 486: 1.3370022897198612e-11
Position 503: 3.0366372966887588e-12
Position 67: 4.447681812394856e-13
