Gene = bbg
Position 1473: 0.0002855978567354905
Position 1688: 0.00025015388729852586
Position 283: 0.00021818694115436396
Position 893: 0.00021537975635267128
Position 98: 0.00021226747018584496
Position 137: 0.0002062882772536259
Position 1974: 0.0002003336017080683
Position 289: 0.00019786311211126388
Position 429: 0.00014414394833705012
Position 58: 0.00013984310780230797
Position 1116: 0.00011975317702034027
Position 260: 0.00011900389952776826
Position 403: 0.0001145910563394998
Position 376: 4.025936509869812e-05
Position 452: 2.6169624089884195e-05
Position 1104: 2.519026200430184e-05
Position 351: 2.469106602154893e-05
Position 1344: 1.945398435190914e-05
Position 1153: 1.8475336889525034e-05
Position 792: 1.560605253614184e-05
Position 927: 1.4730758980993727e-05
Position 690: 1.304796575305761e-05
Position 101: 1.2847500700164588e-05
Position 1365: 1.2706353221182772e-05
Position 457: 9.001204993811514e-06
Position 359: 8.465477208358742e-06
Position 262: 6.426809150291335e-06
Position 1717: 5.732477605379881e-06
Position 43: 5.337229154401337e-06
Position 644: 2.169953508983295e-06
Position 1711: 1.4512794653659082e-06
Position 334: 5.372566411623001e-07
Position 617: 4.019356896557768e-07
Position 408: 1.853501674442393e-07
Position 7: 1.0707979643065212e-07
Position 16: 5.657421084367167e-08
Position 23: 5.104343385536604e-08
Position 46: 4.9314310107900245e-08
Position 267: 2.4935809722696636e-09
Position 9130: 2.326842045715324e-09
Position 8186: 1.5972980115575074e-09
Position 104: 1.254836658620617e-09
Position 5474: 1.0162627313421317e-09
Position 5400: 7.398551186504245e-11
Position 4484: 5.2827200241672835e-11
Position 5857: 3.010628359266384e-11
Position 4391: 2.665045241928503e-12
Position 3082: 7.888730190680007e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 23005: 0.9890871479497421
Position 15609: 0.9140179104064443
Position 16249: 0.7129101426666637
Position 1596: 0.6717163735985454
Position 10827: 0.17325674699145616
Position 1791: 0.16792245612451046
Position 2553: 0.1017345560256042
Position 2493: 0.043778770090778414
Position 2354: 0.02950272307154863
Position 1999: 0.02838324550083825
Position 2614: 0.022442463101484754
Position 2035: 0.020813406637420567
Position 2577: 0.018828798651407522
Position 603: 0.009944721696008208
Position 1240: 0.00826007254195373
Position 16547: 0.0071793488466330435
Position 2450: 0.006295299264326323
Position 1104: 0.0053990261878398395
Position 725: 0.004873028311109287
Position 2590: 0.004509562038006844
Position 926: 0.0038661313890133923
Position 650: 0.003621540226856485
Position 968: 0.003174514423273293
Position 901: 0.002982482777259676
Position 2536: 0.0028537895954478068
Position 883: 0.002666132539173289
Position 2057: 0.002093386860874456
Position 655: 0.001960410303539279
Position 2457: 0.001900537074074988
Position 617: 0.0014417848099699123
Position 1247: 0.0013257674914108801
Position 2041: 0.0011503790845667874
Position 2243: 0.0011332305477859644
Position 1153: 0.0009561793190650025
Position 2369: 0.0007290005321149747
Position 1795: 0.0005327990159005423
Position 1817: 0.0004544653528134446
Position 16944: 0.000414866763864392
Position 18099: 0.000319448617067142
Position 303: 0.00023364829202482222
Position 408: 0.00018550979828279443
Position 231: 0.00015248132715442854
Position 1019: 0.00011382121826276772
Position 1627: 0.00010046421587092237
Position 16496: 8.180350278181225e-05
Position 273: 6.086681857301653e-05
Position 242: 5.982265734359051e-05
Position 16550: 5.274686564914281e-05
Position 776: 3.608597726006868e-05
Position 16890: 2.2535512768796967e-05
Position 830: 2.0486184686193798e-05
Position 137: 1.9249014209088128e-05
Position 16507: 1.6802604078439518e-05
Position 340: 1.59306629176928e-05
Position 58: 1.1372921402321229e-05
Position 905: 7.876921050422572e-06
Position 489: 6.518203388518598e-06
Position 359: 5.995209944616294e-06
Position 529: 4.568422101982313e-06
Position 1060: 1.9425608623404958e-06
Position 11793: 2.0258479244470317e-07
Position 811: 7.378210354390885e-08
Position 10963: 3.48520679971748e-08
Position 11003: 3.3988634058687164e-08
Position 368: 3.107705637988494e-08
Position 417: 2.5810464180143698e-08
Position 332: 2.440681972935394e-08
Position 545: 2.218685989088932e-08
Position 9016: 4.868037833272346e-09
Position 9183: 3.201446792324191e-09
Position 8724: 2.6255169704703376e-09
Position 781: 2.012625197730998e-09
Position 9063: 1.7655317121031774e-09
Position 8245: 1.5972980115575276e-09
Position 467: 1.5437672148371786e-09
Position 5537: 1.1212964572120134e-09
Position 5695: 1.0731330063621469e-09
Position 7307: 1.0587840881640176e-09
Position 7372: 9.595592031795093e-10
Position 5203: 8.49604398110263e-10
Position 5179: 7.465291287825232e-10
Position 4341: 2.0411785516678114e-10
Position 5947: 7.689736568459911e-11
Position 5088: 7.216248713712435e-11
Position 5297: 6.628414857902456e-11
Position 4283: 3.34637490148961e-11
Position 5856: 3.1672245928947844e-11
Position 3008: 3.012280111102752e-11
Position 5929: 3.010628359266352e-11
Position 6590: 2.768364291929215e-11
Position 4268: 2.1335899733471268e-11
Position 2924: 1.9028957734041846e-11
Position 5294: 1.6557974328560614e-11
Position 4350: 1.3802879526023782e-11
Position 2896: 1.3480365215730246e-11
Position 3906: 8.354539667769207e-12
Position 3082: 7.800754016728465e-12
Position 4057: 4.82848494949912e-12
Position 3683: 4.5595998639036855e-12
Position 5012: 3.904493620452744e-12
Position 2755: 2.0511946219788017e-12
Position 3341: 1.4993777367456722e-12
Position 3056: 1.354122226236107e-12
Position 2707: 1.2027492976001316e-12
Position 2830: 9.335658427250296e-13
Position 3602: 6.985709633064191e-13
Position 1974: 5.641781776773693e-13
Position 1968: 2.763880516483321e-13
Position 1652: 6.169827715969819e-15
Position 1070: 5.850600894214942e-15
Position 1373: 1.819895778312026e-15
Position 153: 3.4532116690525356e-17
Position 79: 3.3785103868040274e-17
Position 190: 3.1460142227547765e-17
Position 222: 2.891502720708488e-17
Position 318: 1.8770308575041505e-17
Position 320: 1.7715548550048793e-17
Position 662: 1.3026768818524948e-17
