Gene = cyc
Position 107: 0.00024133222024534431
Position 311: 0.0002236912053736424
Position 1826: 0.00019873293730735334
Position 1802: 0.00017738461510177965
Position 1855: 0.00017300750980085285
Position 1761: 0.00014878649812322242
Position 1865: 0.00012804527586494246
Position 810: 0.00012182544409875528
Position 1735: 0.00011669988768799976
Position 1301: 0.00010520630848765112
Position 2151: 0.00010239536643112403
Position 339: 0.00010209861161059534
Position 599: 9.878212910654166e-05
Position 1814: 8.604924779933871e-05
Position 896: 5.03263335376419e-05
Position 1014: 4.800652589733255e-05
Position 1311: 4.3090600413882514e-05
Position 701: 4.112813245308883e-05
Position 1100: 4.079496971658701e-05
Position 1389: 3.749355982868782e-05
Position 2153: 3.452925379442325e-05
Position 880: 3.019054031693066e-05
Position 1065: 2.6708809597543345e-05
Position 815: 2.3185299835208913e-05
Position 1422: 2.2974933268063986e-05
Position 1130: 1.9128481517993942e-05
Position 1175: 1.626777960769398e-05
Position 246: 1.1550484084028081e-05
Position 1790: 1.1320397191106819e-05
Position 291: 9.230834715501518e-06
Position 1745: 9.141409375986023e-06
Position 111: 8.960920296649326e-06
Position 844: 8.784508205667207e-06
Position 485: 7.299777014258063e-06
Position 1370: 6.443304127315104e-06
Position 1079: 6.253271427993133e-06
Position 692: 5.699419791732178e-06
Position 537: 5.374614756694779e-06
Position 1931: 5.101993496865121e-06
Position 1070: 5.067921714118329e-06
Position 465: 4.178004591452952e-06
Position 1033: 3.5342437073020314e-06
Position 488: 3.3910632843327614e-06
Position 1082: 3.3047056139769706e-06
Position 779: 3.1160062466813756e-06
Position 838: 3.010610080999482e-06
Position 2102: 2.3053265188441086e-06
Position 455: 2.1564198377395937e-06
Position 1108: 1.6727253368914629e-06
Position 737: 7.93072919236111e-07
Position 1162: 7.644270251680504e-07
Position 356: 7.2079622570199e-07
Position 344: 7.193832092963416e-07
Position 93: 2.7547678927707245e-07
Position 350: 2.4778794308146146e-07
Position 175: 2.3716265973792033e-07
Position 126: 2.069590138827991e-07
Position 170: 1.6515131802325556e-07
Position 482: 9.762490954340315e-08
Position 83: 5.52603092282758e-08
Position 202: 3.9737325169046516e-08
Position 188: 6.583877371232755e-09
Position 178: 1.0792974069038361e-09
Position 458: 1.4271250918982576e-10
Position 492: 1.287863835510857e-11
