Gene = Papss
Position 13861: 8.259472827012184e-05
Position 327: 8.194439767980987e-05
Position 15372: 7.829183682591268e-05
Position 10404: 7.60106813669656e-05
Position 6: 6.787728542931317e-05
Position 710: 6.405127172026706e-05
Position 54: 5.959036303162162e-05
Position 342: 4.512560957169397e-05
Position 11307: 4.1402432938953745e-05
Position 14908: 3.7689291973053276e-05
Position 15476: 3.117641063841544e-05
Position 14925: 2.980489872305781e-05
Position 13795: 2.738338723483317e-05
Position 15520: 1.997755127850516e-05
Position 160: 1.9958864900424383e-05
Position 1124: 1.9221713610980387e-05
Position 15466: 1.6912241131738837e-05
Position 13601: 1.65747408142635e-05
Position 446: 1.3875096207675803e-05
Position 3263: 1.282731328512708e-05
Position 1084: 1.2619115361432455e-05
Position 507: 1.2442246248284842e-05
Position 756: 1.1263001267187444e-05
Position 775: 8.92912657645247e-06
Position 1211: 6.331582810570454e-06
Position 31: 4.694672284631632e-06
Position 862: 4.181718536502141e-06
Position 590: 4.137464191912521e-06
Position 1535: 3.7943141346802556e-06
Position 113: 1.882352001031967e-06
Position 15470: 1.4756665138021877e-06
Position 958: 1.3422380385188786e-06
Position 1062: 1.284781483267142e-06
Position 223: 1.1390680079099591e-06
Position 1133: 8.575200050285595e-07
Position 300: 7.719226947576893e-07
Position 813: 6.981420811376933e-07
Position 98: 5.547672889539217e-07
Position 488: 5.118360459065802e-07
Position 305: 4.0938309603028957e-07
Position 218: 3.66373225267096e-07
Position 491: 3.2981140322189835e-07
Position 248: 3.2775876788154254e-07
Position 263: 2.7063695179589317e-07
Position 90: 2.6895071530127896e-07
Position 922: 1.0211259115791932e-07
Position 13700: 5.2598421734039736e-08
Position 13995: 4.9704805716316614e-08
Position 14160: 3.84772390637769e-08
Position 13692: 3.1571535030748256e-08
Position 15312: 2.805967044737717e-08
Position 14803: 1.981061478919705e-08
Position 13919: 1.0767694205397785e-08
Position 282: 2.5217445787167436e-09
Position 361: 9.168529953340618e-10
Position 369: 7.353119718471737e-11
Position 13802: 1.264303448269758e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13521: 0.9986006868411981
Position 15111: 0.9947752901788431
Position 13084: 0.9636269246869315
Position 9852: 0.650363025811252
Position 2876: 0.5749852183431469
Position 2246: 0.318936169695391
Position 2595: 0.23435087149723624
Position 413: 0.21207585218115474
Position 516: 0.13477588403992685
Position 2408: 0.1324849220720312
Position 1402: 0.06693421249144564
Position 14624: 0.0618912645556851
Position 14928: 0.05424585633697912
Position 218: 0.052802424072063786
Position 7710: 0.04875272768044162
Position 14464: 0.03648576276957516
Position 3347: 0.03422059534634032
Position 1516: 0.033899741492184915
Position 3172: 0.03367396036370965
Position 2005: 0.03347808598714624
Position 1469: 0.02295723601181448
Position 710: 0.02210933166881588
Position 7338: 0.02184967279851857
Position 1848: 0.020166939507962778
Position 1967: 0.01734695053239451
Position 6486: 0.015991591885515632
Position 8848: 0.01446760411477377
Position 8836: 0.013943459597632511
Position 1056: 0.0137524406229492
Position 1712: 0.01262883451179237
Position 74: 0.012412630908348554
Position 1707: 0.011538825246769928
Position 7957: 0.010909152175909001
Position 1885: 0.01059902858508601
Position 7350: 0.010272770057414154
Position 482: 0.009971666780182593
Position 241: 0.009350862654486222
Position 1236: 0.008006840579643841
Position 11874: 0.007204915202323069
Position 1021: 0.006674017154829665
Position 12051: 0.005857315188139346
Position 11204: 0.005671391891263052
Position 7334: 0.005359611047699613
Position 203: 0.005142624667555205
Position 761: 0.0042473910485939775
Position 524: 0.004052032806279017
Position 443: 0.0035596662679536427
Position 859: 0.0030778924602520076
Position 921: 0.002528658776059108
Position 1133: 0.002390138614848136
Position 7731: 0.002335424165105256
Position 862: 0.0021102628629851325
Position 1943: 0.002048803894125787
Position 1372: 0.0018805155252553676
Position 15444: 0.001843693445687346
Position 1083: 0.0018167286231022513
Position 1318: 0.001804587482077797
Position 2419: 0.001779250728336209
Position 1597: 0.0017767263982131074
Position 2430: 0.0017029280831171523
Position 2117: 0.0016569182719990492
Position 2273: 0.0013907331496075756
Position 14405: 0.0013384031698102546
Position 15398: 0.0011744159787610868
Position 1717: 0.001091710643045993
Position 1908: 0.0010163982616019948
Position 2020: 0.0009320550023674061
Position 1895: 0.0009163320576694105
Position 90: 0.0008389841111764378
Position 3372: 0.0006494663077611668
Position 2276: 0.0006042872664832341
Position 136: 0.0005843165470722037
Position 14246: 0.0005448786352052488
Position 953: 0.0005376066873231714
Position 2026: 0.0005300728233700747
Position 3584: 0.0004978174922483484
Position 803: 0.00045946387801489724
Position 15618: 0.00045672667827250345
Position 15558: 0.0004477815203021655
Position 272: 0.0004467403347143545
Position 1767: 0.00039712514681861935
Position 1570: 0.0003855287004817282
Position 82: 0.00036905460500347907
Position 419: 0.0003396214835777705
Position 15573: 0.00033625707200494955
Position 98: 0.0003259881527787591
Position 3161: 0.0003112425110767477
Position 1812: 0.0002843655507742189
Position 1425: 0.00024696305255569683
Position 244: 0.00022575413868810594
Position 1643: 0.00015768945068393757
Position 13916: 0.00014290522862273156
Position 1094: 0.00014190772359964926
Position 917: 8.783181061232433e-05
Position 958: 6.076132661117787e-05
Position 1497: 4.698466441027256e-05
Position 690: 3.254352234794894e-05
Position 15366: 3.2345253929097546e-05
Position 2533: 2.7426421133469363e-05
Position 1264: 2.4411607684573913e-05
Position 3038: 1.6334232443737557e-05
Position 993: 1.406380356065448e-05
Position 103: 1.3602686080440394e-05
Position 15534: 1.0653370234989718e-05
Position 837: 9.886046621406246e-06
Position 3184: 8.712435336330882e-06
Position 140: 7.5030521047584605e-06
Position 282: 7.364890901881174e-06
Position 3388: 6.328297662560794e-06
Position 381: 1.750894000406491e-06
Position 318: 1.6395950641796108e-06
Position 611: 7.006670336498526e-07
Position 313: 4.065892207122466e-07
Position 305: 3.0950711120500836e-07
Position 113: 2.2392632206820933e-07
Position 144: 3.062416089903563e-08
Position 300: 2.2210898634232043e-08
Position 293: 1.705651254131355e-08
Position 325: 8.806199359573472e-09
Position 334: 1.242746777538788e-09
