Gene = Notum
Position 958: 0.00024048730362317129
Position 582: 0.00022914260714872132
Position 3189: 0.00022817527087142306
Position 4958: 0.00022369253160426386
Position 8947: 0.00019918914438956167
Position 4156: 0.0001986977513275404
Position 316: 0.00018759442699991974
Position 985: 0.00017685418126869536
Position 3209: 0.0001591014427323609
Position 6645: 0.00015904880468679375
Position 7092: 0.00015444340476924483
Position 3471: 0.0001456572778191662
Position 2075: 0.00013967698902182132
Position 3705: 0.00013918105351311256
Position 1943: 0.00013750674917393949
Position 7234: 0.0001348712706593459
Position 3251: 0.00012996630246733674
Position 724: 0.00012776317422194707
Position 395: 0.00011376539035374226
Position 2187: 0.00011221778183089478
Position 1111: 0.0001029670472793305
Position 177: 0.00010011550045418527
Position 6649: 9.854786953293173e-05
Position 1172: 9.717877949656609e-05
Position 7720: 9.665142828910612e-05
Position 4711: 9.64108271860616e-05
Position 6332: 8.30455914873511e-05
Position 371: 8.168525949692643e-05
Position 3837: 8.033377662682065e-05
Position 1072: 5.924229990502478e-05
Position 6571: 5.7178968242497965e-05
Position 9173: 5.694246629840619e-05
Position 7561: 5.402125256469855e-05
Position 3517: 5.37216755358013e-05
Position 240: 5.036377207467344e-05
Position 9163: 4.693483061076395e-05
Position 6657: 4.626337968503506e-05
Position 1695: 4.593304943566934e-05
Position 6329: 4.492890861424734e-05
Position 7414: 4.329650757926345e-05
Position 9155: 4.2779004580438566e-05
Position 77: 4.252668978638616e-05
Position 2007: 4.1646042272547205e-05
Position 6558: 3.9890778316262425e-05
Position 1083: 3.987855775215132e-05
Position 1134: 3.840102991553044e-05
Position 89: 3.7640139611599515e-05
Position 7195: 3.604731470435865e-05
Position 7294: 3.5176042886349945e-05
Position 1536: 3.509717925919953e-05
Position 1366: 3.3477195299260926e-05
Position 1386: 2.9023791928906834e-05
Position 6584: 1.881737539602086e-05
Position 7174: 1.6103665774041066e-05
Position 6420: 1.5578001698834005e-05
Position 7333: 1.3366582439057049e-05
Position 6675: 1.2493114042828157e-05
Position 7723: 9.048345413383692e-06
Position 2644: 8.079872350050669e-06
Position 7665: 6.587095269315448e-06
Position 7597: 6.566970296672674e-06
Position 2742: 5.526908576995355e-06
Position 2487: 4.702723297325893e-06
Position 7768: 3.515683327167304e-06
Position 6282: 2.6867261962070036e-06
Position 1220: 2.3177561350954207e-06
Position 1250: 1.773625891805071e-06
Position 927: 1.7626131135152045e-06
Position 1114: 1.7513519466818997e-06
Position 6279: 1.5871197512365123e-06
Position 6717: 1.42472025056808e-06
Position 6907: 1.298587094830421e-06
Position 6704: 1.1408051971364471e-06
Position 848: 8.95728491782398e-07
Position 495: 8.797491509850473e-07
Position 2172: 8.487069525201584e-07
Position 549: 7.446395630370497e-07
Position 193: 6.132172474105409e-07
Position 1001: 6.12389253152953e-07
Position 401: 4.494997856978871e-07
Position 1129: 4.40917468849507e-07
Position 570: 3.570965863757413e-07
Position 953: 3.318665522641363e-07
Position 806: 2.915627696027317e-07
Position 908: 2.4637451127610903e-07
Position 828: 1.9490816687933056e-07
Position 1038: 1.811072997312477e-07
Position 919: 1.4067857978196006e-07
Position 800: 1.283100488625072e-07
Position 7625: 1.0736498010552841e-07
Position 7264: 8.60608770018251e-08
Position 252: 8.377410450664377e-08
Position 6794: 6.370121438121282e-08
Position 101: 5.89474391499372e-08
Position 1715: 5.358425681704784e-08
Position 1183: 3.3469902081744704e-08
Position 773: 3.0789937411961776e-08
Position 201: 2.8005668398017483e-08
Position 6786: 1.8790936840731236e-08
Position 6875: 1.3741489451642961e-08
Position 436: 1.1880748010926673e-08
Position 301: 1.005526333067187e-08
Position 430: 9.996859211748775e-09
Position 7445: 9.652532146346005e-09
Position 7186: 6.50959168261257e-09
Position 7297: 5.780766462739202e-09
Position 6862: 1.5461247719381257e-09
Position 6764: 1.0124892787819676e-09
Position 2145: 5.609649454300112e-10
Position 6890: 4.5695436753572156e-10
Position 6984: 2.197477528198394e-10
Position 6768: 1.1422905756945514e-10
Position 1326: 1.6176200933911546e-11
