Gene = trbl
Position 1008: 3.4663073734181163e-06
Position 2795: 3.150853237218243e-06
Position 2255: 2.947015771374901e-06
Position 1099: 2.724507290096011e-06
Position 2554: 2.6156280218002533e-06
Position 3369: 2.497775713107543e-06
Position 2029: 2.3626109675713776e-06
Position 1160: 2.115831305950953e-06
Position 1017: 1.769182158916028e-06
Position 1344: 1.7092645516067093e-06
Position 1937: 1.6275670036216275e-06
Position 1886: 1.2918105110987536e-06
Position 1348: 1.1183506065932715e-06
Position 1284: 1.0087636176729247e-06
Position 1394: 1.5107826268171034e-08
Position 830: 1.5076543031476323e-08
Position 1852: 5.238747523977424e-09
Position 1355: 2.0129611380925035e-09
Position 1352: 1.0531198660295465e-09
Position 44: 1.7551224124518382e-10
Position 392: 1.5714061839153756e-10
Position 39: 1.339042524351095e-10
Position 398: 5.5444883300854306e-11
Position 432: 1.318730742907994e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4133: 0.9534594376614534
Position 1805: 0.5213346603376415
Position 3230: 0.2952542455745868
Position 1778: 0.038241624012269944
Position 4528: 0.03364863790698372
Position 3849: 0.020504351892889253
Position 860: 0.01701037327557123
Position 5008: 0.01555647825834029
Position 4386: 0.013178151861396842
Position 3287: 0.012934285562686663
Position 1499: 0.008705844376558872
Position 4469: 0.005246616855848469
Position 4146: 0.004555199271859437
Position 1284: 0.004388166521864313
Position 432: 0.0042587706637621705
Position 222: 0.0038083081199679
Position 2817: 0.0032447426287394985
Position 5029: 0.0030584625700167786
Position 1397: 0.0029126317139790913
Position 2209: 0.0027896492465886305
Position 986: 0.0024997236363353847
Position 1476: 0.0022883945828375283
Position 839: 0.0021940321834917065
Position 4407: 0.0020530709768193487
Position 539: 0.0019109800359934485
Position 2423: 0.0018704914524169292
Position 5139: 0.0012862027873552612
Position 481: 0.0012079616190748298
Position 950: 0.0011663962578147959
Position 4940: 0.0009831964501320772
Position 4701: 0.0009225456573483633
Position 4443: 0.0009079014344728583
Position 3906: 0.0008384210987861226
Position 478: 0.000736353023538115
Position 4503: 0.0004516429610007031
Position 1734: 0.00041068273459561524
Position 642: 0.0003242692520907716
Position 2547: 0.0003158030295802225
Position 2160: 0.00027065172035353746
Position 441: 0.00025251427052748525
Position 379: 0.0002326382085349373
Position 1726: 0.0002202935108343762
Position 2719: 0.0002041887824475621
Position 1094: 0.00019429404316050657
Position 671: 0.00017998926098502542
Position 4971: 0.0001785414876438696
Position 5289: 0.0001637169571540586
Position 1947: 0.0001526495626002731
Position 1910: 0.00013276672547726277
Position 866: 0.00011720706869213017
Position 869: 0.0001171121102448651
Position 330: 0.00011603427879227973
Position 566: 0.00011428839554601364
Position 1914: 0.00011222893555117261
Position 803: 0.00010498423033995847
Position 5272: 0.00010296823083335375
Position 382: 0.00010264594789811741
Position 2289: 9.696457113524991e-05
Position 1141: 9.4135671084895e-05
Position 302: 9.271243630184757e-05
Position 1932: 8.591284369951101e-05
Position 4234: 8.288119855970992e-05
Position 1843: 8.114884014740662e-05
Position 396: 7.973421559799705e-05
Position 1672: 6.334843594402067e-05
Position 1103: 5.380184533893355e-05
Position 101: 4.835578854571192e-05
Position 406: 4.811826320057891e-05
Position 630: 4.361086530434914e-05
Position 2621: 3.75206078445954e-05
Position 352: 3.529343021002776e-05
Position 348: 3.387136143649017e-05
Position 1740: 3.23128980242203e-05
Position 236: 2.9341541906384772e-05
Position 3494: 2.9095534858663248e-05
Position 3061: 2.8294382449877564e-05
Position 3109: 2.728206123556033e-05
Position 367: 2.5772561144213053e-05
Position 325: 2.534614742511202e-05
Position 3348: 2.4730160195073836e-05
Position 414: 2.37764717586075e-05
Position 1541: 2.1142595560561376e-05
Position 1786: 2.1022429664512516e-05
Position 1621: 1.9334748313485902e-05
Position 232: 1.511703127886764e-05
Position 484: 1.3215596361457897e-05
Position 692: 1.3198184163055036e-05
Position 557: 1.1711812003185945e-05
Position 2255: 1.1078341905303194e-05
Position 685: 1.0805488410216304e-05
Position 364: 1.0516155139321471e-05
Position 1326: 8.29391530119615e-06
Position 227: 7.883788489989528e-06
Position 574: 5.5314830354671834e-06
Position 133: 5.501903721766224e-06
Position 1557: 4.996067591671076e-06
Position 2036: 4.824599954430549e-06
Position 312: 4.717931335540378e-06
Position 444: 4.3719975860262235e-06
Position 1562: 3.5603300468646842e-06
Position 1595: 3.43148672095163e-06
Position 136: 3.385923944549038e-06
Position 335: 3.0884292421405007e-06
Position 260: 2.901846777976119e-06
Position 279: 1.984104947433635e-06
Position 183: 1.7625965955962152e-06
Position 270: 1.7120133032456018e-06
Position 4162: 1.6947470686717246e-06
Position 142: 1.52092259380986e-06
Position 287: 6.684641550405631e-07
Position 1646: 1.025411308273085e-07
Position 139: 3.79271659821373e-10
Position 161: 2.2554860500033113e-10
Position 159: 9.604802248827854e-11
