Gene = Ccn
Position 1459: 6.233352569411781e-22
Position 758: 5.388576495572401e-22
Position 276: 4.656696130388275e-22
Position 221: 4.210992166166181e-22
Position 352: 2.926610816565106e-22
Position 167: 2.04799494888714e-22
Position 321: 1.869607706320566e-22
Position 2289: 1.833704745418823e-22
Position 163: 1.764080004130994e-22
Position 149: 1.6656534136681879e-22
Position 432: 1.6074112774377886e-22
Position 401: 1.5558568322512362e-22
Position 612: 7.802774010513576e-23
Position 188: 7.025432781075205e-23
Position 729: 4.575465480500903e-23
Position 2000: 2.9880876613047575e-23
Position 1901: 2.263534415853003e-23
Position 846: 1.2717608179237848e-23
Position 626: 9.454632427108892e-24
Position 369: 2.9666489091160127e-24
Position 287: 1.1389014226623187e-25
Position 12251: 8.263538158214748e-26
Position 441: 7.557224934279487e-26
Position 66: 6.982972147821315e-26
Position 12254: 1.988309250246223e-26
Position 11543: 1.6957727945684302e-26
Position 12260: 1.490633085915232e-26
Position 11572: 7.499324841756897e-27
Position 10599: 4.6399865834117135e-27
Position 8875: 4.1750239104791334e-27
Position 10921: 2.033526889274214e-27
Position 9913: 1.3135184109461193e-27
Position 10313: 1.0112751565994444e-27
Position 7468: 8.61931102014117e-28
Position 7391: 3.6573367513616193e-28
Position 8665: 2.6331301204497153e-28
Position 8493: 1.3896893029500208e-28
Position 7808: 8.654883161369914e-29
Position 6133: 6.827706867012166e-29
Position 8134: 6.582175797738911e-29
Position 4190: 4.040006612383512e-29
Position 5762: 1.6382504787740258e-29
Position 6244: 1.4930171235254007e-29
Position 6234: 1.0558966864559702e-29
Position 3582: 4.085562171172466e-30
Position 3624: 2.282406469650354e-30
Position 3853: 2.23691691556321e-30
Position 2427: 1.1803381865256674e-30
Position 4601: 1.048290926436234e-30
Position 4653: 9.47615326832212e-31
Position 4125: 8.989707316215436e-31
Position 4396: 7.558545761281979e-31
Position 4425: 6.819482199709702e-31
Position 3006: 3.1873760930323887e-31
Position 3156: 3.488144778324439e-32
Position 3118: 2.1439178724583524e-32
Position 460: 1.958399303198423e-34
Position 284: 4.168300386345159e-35
Position 63: 2.469498735209924e-36
Position 376: 1.0846222597672257e-36
Position 716: 8.576033254609522e-37
Position 381: 8.1831375380654e-37
Position 445: 5.819887498448679e-37
Position 85: 2.8694992886279608e-37
