Gene = Capr
Position 827: 0.0008164086446934233
Position 1577: 0.0008146579361244727
Position 1539: 0.0008102914481654392
Position 1146: 0.0007218865308344555
Position 3834: 0.0006668054033897381
Position 2202: 0.0005661538033968017
Position 3066: 0.0005387844153086478
Position 3598: 0.0005338497054750782
Position 1368: 0.0004900978765290857
Position 2105: 0.0004888199123027872
Position 1051: 0.00044988425658749523
Position 1305: 0.00042574087191059264
Position 2247: 0.0004029764143800652
Position 876: 0.0004007224222548401
Position 1934: 0.00032582164483533797
Position 3084: 0.0002723612295148023
Position 3577: 0.00024533338416389615
Position 5166: 0.00023381057071633404
Position 2889: 0.00022939829024157103
Position 1413: 0.00021060788835463825
Position 1515: 0.00020960355821995102
Position 622: 0.00020812254306142822
Position 1980: 0.0001710822724710684
Position 1987: 0.00016783642159190606
Position 2541: 0.00014403374662798238
Position 2260: 0.00012855383785745562
Position 2707: 0.0001236489377858238
Position 2363: 0.00012140052264156728
Position 3342: 0.0001195139471047819
Position 2943: 0.00011668863861553687
Position 2922: 0.00011352044120613829
Position 1683: 0.00010827501004117123
Position 3017: 0.0001075946864106452
Position 3491: 9.685305798173475e-05
Position 3312: 9.206377888197034e-05
Position 645: 8.936127243272632e-05
Position 2547: 7.672948182733454e-05
Position 2183: 7.62665090080316e-05
Position 2301: 6.29776901366738e-05
Position 1346: 5.081339494019749e-05
Position 1663: 4.863799024244327e-05
Position 2515: 4.3106758221527126e-05
Position 2613: 3.846656779319005e-05
Position 1334: 3.728933579716329e-05
Position 2610: 3.5711002608342284e-05
Position 1019: 3.4830536651884643e-05
Position 460: 3.327610424270838e-05
Position 557: 3.249743320177235e-05
Position 503: 3.1769538583251484e-05
Position 979: 3.0490328766331312e-05
Position 1559: 2.920014735231444e-05
Position 2356: 2.9073130562534404e-05
Position 454: 2.658753203935819e-05
Position 1721: 2.5995424913758582e-05
Position 1712: 2.106411663931013e-05
Position 1136: 1.5746867252902615e-05
Position 737: 1.556807698453859e-05
Position 976: 1.537092544391733e-05
Position 509: 1.5196768525668107e-05
Position 463: 1.4086151212350559e-05
Position 512: 1.3849704879882387e-05
Position 588: 1.3753784096213053e-05
Position 642: 1.1961806388167321e-05
Position 960: 9.890479169570587e-06
Position 1436: 9.880745187053262e-06
Position 1693: 9.54551501620694e-06
Position 1173: 7.021527459821256e-06
Position 1449: 4.0825862698060685e-06
Position 1468: 3.524379087430095e-06
Position 1789: 1.6185787351334294e-06
Position 921: 4.025196691425134e-07
Position 398: 8.705676813566481e-08
Position 469: 8.48984225293852e-08
Position 165: 7.156838090190326e-08
Position 915: 6.144385956262923e-08
Position 161: 5.985019359505595e-08
Position 194: 4.1324976431393814e-08
Position 536: 3.032789423078876e-08
Position 624: 1.7719094105229624e-08
Position 376: 1.6651517539381863e-08
Position 292: 1.5385312102325122e-08
Position 669: 1.5327274614744842e-08
Position 191: 9.221617910470965e-09
Position 526: 8.72616466906998e-09
Position 267: 8.099417265869844e-09
Position 219: 5.523523492319409e-09
Position 404: 4.429267945982523e-09
Position 475: 4.047444562311452e-09
Position 171: 3.595075300943037e-09
Position 380: 2.551179374863336e-09
Position 520: 2.1838683703514676e-09
Position 222: 1.5278875050394434e-09
Position 687: 1.4683718552141958e-09
Position 663: 4.917321016419817e-10
Position 296: 3.9433789204582503e-10
Position 225: 2.885066452691591e-10
Position 408: 2.407419001166595e-10
Position 188: 2.2565910102459088e-10
Position 228: 1.8505191102413382e-10
Position 282: 6.573519471414416e-11
Position 186: 6.367945710484186e-11
Position 411: 1.2807340465758342e-11
Position 554: 1.27179977218395e-11
Position 414: 4.665474998981156e-12
Position 684: 1.5941729322412844e-12
Position 481: 1.2433372704027222e-14
