Gene = Fuca
Position 2869: 1.555000888587072e-05
Position 3337: 1.532238847080437e-05
Position 311: 1.5203515865010951e-05
Position 2707: 1.506391977143574e-05
Position 2963: 1.2420110226414714e-05
Position 1669: 1.1528138259651802e-05
Position 836: 9.679221302281206e-06
Position 660: 9.33795617105928e-06
Position 3859: 9.011737005470303e-06
Position 3648: 8.448233101202765e-06
Position 1540: 8.20953785032465e-06
Position 2960: 7.3896594163374705e-06
Position 47: 5.786154521124025e-06
Position 2995: 3.7380209401615412e-06
Position 3469: 3.3033906668867137e-06
Position 115: 2.9849220990358356e-06
Position 2785: 2.4637243797647296e-06
Position 3121: 1.3316315341815428e-06
Position 3729: 1.1039237823160428e-06
Position 105: 4.902788949528345e-07
Position 1010: 4.201463731419827e-07
Position 260: 4.051765899570472e-07
Position 317: 3.410418885231352e-07
Position 364: 3.2494081069510173e-07
Position 1125: 1.711540869700584e-07
Position 239: 1.564297845861611e-07
Position 466: 6.569551965284913e-08
Position 1375: 1.441051210352679e-08
Position 3282: 7.887929524626401e-09
Position 3363: 7.0976390335215506e-09
Position 3567: 6.065145490450377e-09
Position 2840: 1.74989517648899e-09
Position 2761: 1.4953505949641042e-09
Position 3113: 1.3031931720391842e-09
Position 242: 1.2375660619716428e-09
Position 3277: 1.1849299360860331e-09
Position 2917: 7.547427795572278e-10
Position 3233: 7.496957133732261e-10
Position 2718: 6.545872114147695e-10
Position 2353: 2.5869684145975513e-10
Position 2943: 1.9933904688549792e-10
Position 3461: 6.610552119692946e-11
Position 2848: 3.8659909393783975e-11
Position 2650: 2.324086179043325e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2277: 0.9932040833163056
Position 2678: 0.9929005845042744
Position 3218: 0.9849911236663055
Position 3698: 0.980500096007442
Position 2500: 0.930376877696659
Position 206: 0.6883626191980083
Position 636: 0.1781421994619573
Position 1893: 0.1508307164977675
Position 1100: 0.06785264534583442
Position 1828: 0.029772461475623232
Position 2518: 0.029589108557111637
Position 242: 0.0267285720332815
Position 1480: 0.010146265307611297
Position 3220: 0.010134398979532189
Position 1669: 0.00971854196907975
Position 3853: 0.009611785572245238
Position 2027: 0.008257594872301582
Position 1804: 0.007951163490215966
Position 1231: 0.007920415933714113
Position 2797: 0.006421905609216722
Position 1898: 0.0053822229346246
Position 796: 0.004388564372932615
Position 1862: 0.004007598699250004
Position 1693: 0.003976049975102304
Position 2451: 0.0034709808193074754
Position 579: 0.0034546464523701696
Position 2342: 0.002948332508212296
Position 1062: 0.0028440871711413926
Position 1622: 0.0026068724173048583
Position 597: 0.00242768088797082
Position 2312: 0.0021616165819021075
Position 350: 0.0021033642627301154
Position 3053: 0.002074898695151664
Position 2044: 0.0020359945106178303
Position 3859: 0.002011081879338998
Position 3906: 0.0018804276842038195
Position 956: 0.0014198782951354884
Position 2680: 0.0007129108171130337
Position 1140: 0.0006455314331425538
Position 1002: 0.000643443076497837
Position 3277: 0.0005155144016221521
Position 3469: 0.0005071755924476825
Position 2292: 0.0004841062977353962
Position 3061: 0.0003075110018979265
Position 3382: 0.0003001904983265836
Position 565: 0.0002925187176888881
Position 76: 0.000268565522795748
Position 3514: 0.00024329221858522638
Position 2364: 0.00021651097576724692
Position 3424: 0.00021263468130173715
Position 2815: 0.0002032276168666684
Position 3912: 0.00018418135472743767
Position 3093: 0.0001800950438151772
Position 495: 0.0001502230508140837
Position 2353: 8.726379540655453e-05
Position 2848: 7.733705606800379e-05
Position 3427: 7.185574796930068e-05
Position 2704: 6.150458111405789e-05
Position 480: 5.7539507074227326e-05
Position 660: 5.4789171776976405e-05
Position 675: 4.9613980944306856e-05
Position 407: 4.735413013711015e-05
Position 679: 4.686905306206749e-05
Position 3304: 3.5054053107722925e-05
Position 3591: 3.0157822553867798e-05
Position 616: 2.234676267771921e-05
Position 450: 2.1705149903657405e-05
Position 306: 1.2877294897775967e-05
Position 2943: 1.2849355644767935e-05
Position 419: 1.0152676134650757e-05
Position 498: 9.75716651695438e-06
Position 93: 5.775678821724602e-06
Position 2555: 4.861078647782237e-06
Position 531: 4.35151502363762e-06
Position 3803: 2.7964399533038176e-06
Position 80: 1.8382115999486065e-06
Position 2845: 1.5217043022732697e-06
Position 300: 1.2175996884843143e-06
Position 317: 1.1460328005441188e-06
Position 460: 1.100325038735163e-06
Position 3809: 1.060235750991313e-06
Position 3760: 1.0362403009081116e-06
Position 779: 1.0151794841022116e-06
Position 983: 9.851187712269368e-07
Position 1005: 9.688658501510236e-07
Position 843: 8.707322404011925e-07
Position 705: 8.148667957976993e-07
Position 693: 4.828060607750881e-07
Position 2560: 4.5429359315227385e-07
Position 51: 9.664939993297661e-08
Position 255: 8.456847795698471e-08
Position 47: 8.897072920463729e-09
Position 144: 6.517878547717476e-10
Position 412: 5.829068380719997e-11
Position 149: 3.944946018187042e-11
Position 162: 1.244011900768276e-13
Position 168: 1.2200585473507125e-13
Position 160: 1.1793560039576004e-13
Position 173: 3.4846371837686133e-14
Position 177: 1.7758143679653218e-14
