Gene = pHCl-1
Position 34535: 2.0135920483913195e-07
Position 34432: 6.935255946318809e-09
Position 34315: 3.753682391870242e-11
Position 34650: 5.965421425058352e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 28221: 1.000000000000003
Position 47130: 0.9946515960560328
Position 31542: 0.9855511589150706
Position 30381: 0.9229679320041466
Position 34289: 0.9214817290820646
Position 30971: 0.8928001537992617
Position 33188: 0.8123922538557395
Position 46779: 0.7749147848863206
Position 31409: 0.7690717089846256
Position 31178: 0.15975029551620015
Position 29760: 0.14397465425473596
Position 17986: 0.08226115273778661
Position 32201: 0.06991011964383492
Position 42629: 0.06256947575023732
Position 33341: 0.03897895571053397
Position 33321: 0.03648234686990759
Position 40877: 0.033562909325531284
Position 32432: 0.02646935887816223
Position 33423: 0.025695148167529488
Position 30620: 0.018520584300714946
Position 10639: 0.01572285633957379
Position 38475: 0.015365781438361382
Position 35402: 0.01456226126887851
Position 33022: 0.012860796430931317
Position 35792: 0.012082427747263527
Position 38648: 0.01070839253552328
Position 47330: 0.01001017125433594
Position 47389: 0.009326001959043725
Position 31137: 0.008663044602613556
Position 31995: 0.008489370502716151
Position 45436: 0.008304385239038311
Position 2102: 0.0072144994073250176
Position 49439: 0.007115138530263063
Position 31237: 0.006823418461166034
Position 30536: 0.006743297336273282
Position 34616: 0.006700312447057928
Position 30563: 0.005343109975764458
Position 1445: 0.0052624811076629995
Position 34261: 0.005064544060151819
Position 47433: 0.005055634042050086
Position 34497: 0.004232996714839581
Position 35812: 0.00422788813125025
Position 431: 0.004146034421745791
Position 34754: 0.004102591666392488
Position 42675: 0.004063794797618157
Position 33348: 0.003949026750132259
Position 33570: 0.003607274644946583
Position 32721: 0.003458487967702609
Position 32352: 0.0034457942840959792
Position 32168: 0.0032971233110140083
Position 30977: 0.0030297785853556796
Position 48440: 0.0028714358135015746
Position 32472: 0.0027896086639262532
Position 48036: 0.0023490178291219743
Position 29448: 0.0020961012297621576
Position 47083: 0.0019210525903116886
Position 42321: 0.0018633288919790985
Position 35993: 0.0017946504513561559
Position 32765: 0.0017911044735787445
Position 1716: 0.0017803789512107228
Position 38869: 0.001591007276832267
Position 34709: 0.0015443368829216309
Position 35802: 0.0015277337986869188
Position 33064: 0.001501724574049716
Position 38500: 0.0014393573513013212
Position 35275: 0.0014269611878321676
Position 34908: 0.0012861199364339808
Position 31285: 0.0012196914247998099
Position 34535: 0.001111746971075295
Position 33007: 0.0010196638499140513
Position 33106: 0.0009906018969702004
Position 556: 0.0009472103537782921
Position 41457: 0.0008812678068963779
Position 33213: 0.0008435827379827233
Position 32872: 0.0008268442512888633
Position 34249: 0.0007578604547725547
Position 34948: 0.0007125593891488283
Position 34740: 0.000699256516091457
Position 36012: 0.0006754551536779513
Position 1691: 0.0005458262751413067
Position 37434: 0.0005273677013674171
Position 1264: 0.0005217863217047185
Position 34715: 0.0005055383200915153
Position 47357: 0.0005023677257756433
Position 35208: 0.0004914510802387014
Position 36738: 0.0004887062639026468
Position 36064: 0.00046725260296846767
Position 38286: 0.0004589324223882556
Position 35028: 0.0004135413321659525
Position 266: 0.0002992451345504079
Position 31727: 0.0002981780008744106
Position 38659: 0.00029674715273820277
Position 32447: 0.0002916249262975127
Position 31572: 0.0002835606618978887
Position 40659: 0.0002600462077269427
Position 2128: 0.0002566378512691342
Position 38565: 0.0002549468709907811
Position 32945: 0.00024618073393988833
Position 32412: 0.00024471610980693033
Position 789: 0.00023647467838189154
Position 31897: 0.00020658486843706691
Position 32805: 0.00017557621003884514
Position 36081: 0.00017477366548721056
Position 36019: 0.00017461559689374603
Position 32737: 0.00014633641474228677
Position 44043: 0.00014486002798110492
Position 35432: 0.00014338878990502883
Position 40070: 0.0001420937577218837
Position 1468: 0.0001410002793399755
Position 1326: 0.0001337845178552158
Position 34544: 0.00013265482116426967
Position 45015: 8.903207766397815e-05
Position 33367: 8.836215943943245e-05
Position 36040: 8.613839654503637e-05
Position 43920: 8.02663940382197e-05
Position 35415: 6.889270957035885e-05
Position 39721: 5.9055923451475894e-05
Position 31883: 5.195334026205642e-05
Position 35577: 5.1397350772317594e-05
Position 34950: 3.949722144696289e-05
Position 35990: 2.9538904024968356e-05
Position 30579: 2.81786018485009e-05
Position 38225: 2.2793160624453378e-05
Position 32680: 2.1786306819671765e-05
Position 44073: 2.0493670483026204e-05
Position 34918: 2.005939002194918e-05
Position 32053: 1.9258306372850237e-05
Position 34759: 1.612970914732722e-05
Position 34246: 1.6050892898709168e-05
Position 34503: 1.2102811619076922e-05
Position 34927: 1.034833756757849e-05
Position 43397: 8.678675793729886e-06
Position 32706: 7.996183622715976e-06
Position 32730: 7.414229113105976e-06
Position 34726: 7.133332298125164e-06
Position 33477: 6.224071100534873e-06
Position 34650: 5.255155795256879e-06
Position 34645: 4.603864095109315e-06
Position 35440: 3.493888383215932e-06
Position 41503: 3.361399217427858e-06
Position 35448: 2.324050807315409e-06
Position 33534: 2.289943909647546e-06
Position 33890: 1.7862606387739498e-06
Position 32176: 1.6957922881222835e-06
Position 33845: 1.482567538054853e-06
Position 32049: 1.1888684809244098e-06
Position 31782: 8.500446707251042e-07
Position 33659: 4.5308285767305865e-07
Position 41007: 3.3125936093723335e-07
Position 40359: 3.1758858499455657e-07
Position 33481: 2.0869705893419227e-07
Position 31608: 4.480653086435607e-08
Position 36797: 3.496424465983639e-09
Position 36170: 2.687347021598288e-09
Position 37392: 2.150416557487958e-09
Position 36710: 7.019409166576423e-10
Position 36401: 6.10712377816537e-10
