Gene = l(2)34Fd
Position 305: 1.4885971579628632e-06
Position 476: 1.2548878502713248e-06
Position 50: 1.1291357810728489e-06
Position 327: 1.0606340868769487e-06
Position 197: 8.612631098854525e-07
Position 254: 7.533986367825568e-07
Position 56: 3.2070594964507577e-07
Position 11: 2.9304445178952844e-07
Position 211: 1.3067334832756076e-07
Position 235: 5.719203140945961e-08
Position 478: 3.299289102705856e-08
Position 9: 3.073594580677309e-08
Position 1354: 8.422467384640612e-09
Position 1186: 5.549129068429013e-09
Position 1666: 3.0938172220263303e-09
Position 1489: 2.7489522829653444e-09
Position 642: 2.5546134905707048e-09
Position 1291: 2.437732713478589e-09
Position 637: 2.2722814607882053e-09
Position 1125: 1.7122285667540732e-09
Position 500: 1.4258977422566563e-09
Position 1279: 8.843105467110245e-10
Position 1052: 7.797647922619729e-10
Position 1164: 7.730248025377689e-10
Position 1282: 4.507198034857328e-10
Position 844: 4.470892360890803e-10
Position 855: 3.0095150001928385e-10
Position 1016: 2.8321186452065207e-10
Position 1649: 2.319896001548862e-10
Position 1746: 1.9569817496177647e-10
Position 174: 4.389245853357434e-11
Position 699: 2.1329130013748702e-11
Position 1492: 7.10063581209237e-12
Position 78: 2.979115465926439e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.9959869088378547
Position 666: 0.9815246663628486
Position 211: 0.9380757487470704
Position 847: 0.02518896656400197
Position 1649: 0.02162815325058402
Position 728: 0.008699398579071404
Position 1038: 0.006121601446694883
Position 690: 0.002552699824906762
Position 2280: 0.0019993211112076643
Position 456: 0.0018833725086761979
Position 1617: 0.0018118429148973852
Position 340: 0.0011113247381627383
Position 254: 0.0008488103169280233
Position 1466: 0.0008138865504062952
Position 1174: 0.0007214296603384585
Position 271: 0.0005549657608895571
Position 241: 0.0005402850807712416
Position 2208: 0.000522369263071352
Position 1791: 0.0004946343577309324
Position 1052: 0.00046841347235543617
Position 1014: 0.00043100532004674533
Position 2084: 0.0003154849995557709
Position 286: 0.00028298636057190273
Position 1525: 0.00027646467525229877
Position 1225: 0.00020480695284553745
Position 468: 0.00017765836602637975
Position 1308: 0.0001723305703257476
Position 1659: 0.00016170129414142887
Position 534: 0.00015720052094426648
Position 2164: 0.00014063042830756776
Position 748: 0.00012535899456790834
Position 969: 0.00012426412179164872
Position 2304: 0.0001240115635412625
Position 775: 0.00011703210199024844
Position 699: 0.00011547298953310108
Position 757: 0.00011144725846387097
Position 415: 0.00010106926505754323
Position 1594: 9.461991822388654e-05
Position 1485: 8.760161677362965e-05
Position 315: 7.272495911142075e-05
Position 1179: 6.672492753718597e-05
Position 1746: 6.61226429398677e-05
Position 1905: 6.174138146634468e-05
Position 822: 6.11225598277863e-05
Position 799: 5.502465599952116e-05
Position 433: 4.94911862121989e-05
Position 2004: 4.46118796496406e-05
Position 1726: 4.3543836032144683e-05
Position 1361: 3.8583775761674035e-05
Position 1480: 3.846897801734777e-05
Position 2091: 3.45183386728717e-05
Position 1734: 3.107051293850906e-05
Position 1318: 2.8394264816141325e-05
Position 103: 2.8322367277366957e-05
Position 654: 2.6384124360413575e-05
Position 117: 2.405184131235201e-05
Position 2301: 2.384761985003552e-05
Position 1530: 1.8848171271311864e-05
Position 2310: 1.7358349035487936e-05
Position 987: 1.7103479552416974e-05
Position 870: 1.7036105440500875e-05
Position 379: 1.5875101300637918e-05
Position 472: 1.567701156078783e-05
Position 802: 1.3041823750302168e-05
Position 1673: 1.3014935264674193e-05
Position 1633: 1.301370280714992e-05
Position 232: 1.2580120392636181e-05
Position 1584: 1.180952192722939e-05
Position 1374: 1.1676586470340229e-05
Position 922: 1.1311645312256113e-05
Position 2331: 1.0428240594412993e-05
Position 1797: 8.706586405338048e-06
Position 1992: 8.182918921517342e-06
Position 185: 7.331856339375825e-06
Position 1603: 6.613835290034817e-06
Position 855: 6.5434395195639645e-06
Position 2293: 6.5282762061241675e-06
Position 1967: 6.211707631703162e-06
Position 2328: 5.794853035817219e-06
Position 1860: 4.734354474570516e-06
Position 505: 4.555648340675663e-06
Position 367: 4.454080626625989e-06
Position 1656: 3.688885804861619e-06
Position 1809: 3.5567950335967335e-06
Position 87: 3.5562177541140646e-06
Position 2316: 3.3227976452846547e-06
Position 1089: 3.2363914468709855e-06
Position 2307: 3.2183881492585806e-06
Position 1923: 3.171396089411332e-06
Position 790: 3.089423833466914e-06
Position 568: 2.7114205696701767e-06
Position 1806: 2.4078115167993678e-06
Position 1698: 1.7037971783423542e-06
Position 277: 1.4297916016658907e-06
Position 540: 1.1124706076037233e-06
Position 759: 1.0829765620831968e-06
Position 448: 9.764420971527681e-07
Position 267: 9.081117780232327e-07
Position 642: 7.034607449755139e-07
Position 582: 4.3939598888803954e-07
Position 577: 4.0730901768651427e-07
Position 151: 2.2787613876048547e-07
Position 182: 2.1803355814651792e-07
Position 197: 1.7577948330350584e-07
Position 388: 1.6432920598191243e-07
Position 327: 1.3680492203470688e-07
Position 141: 1.2903701763810195e-07
Position 161: 1.1259150583355346e-07
Position 612: 2.2191788100716085e-08
Position 69: 2.081264447996503e-08
Position 1489: 1.0451703876740086e-08
Position 131: 3.898197231575538e-10
Position 165: 2.593129693133732e-17
Position 158: 7.563547615077248e-18
