Gene = haf
Position 421: 1.4096781419318603e-12
Position 32: 1.2862660883607688e-12
Position 299: 1.1776581713411853e-12
Position 448: 7.139033432384416e-13
Position 402: 6.319573074739575e-13
Position 1861: 5.691285980833166e-13
Position 41: 5.662119158122245e-13
Position 724: 4.658668350099235e-13
Position 451: 2.694355031044238e-13
Position 270: 2.419316021092732e-13
Position 3869: 2.1866188703329937e-13
Position 3827: 1.862866874852347e-13
Position 454: 1.308652485402162e-13
Position 457: 6.414700507674216e-14
Position 409: 6.339004548841658e-14
Position 213: 4.844654122587467e-14
Position 3824: 3.2443106619386453e-14
Position 471: 2.541258927484675e-14
Position 436: 1.3914081953293368e-14
Position 822: 4.458891451242752e-15
Position 509: 6.622129327849883e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 27783: 0.8421732347554169
Position 25701: 0.7186296404747334
Position 1703: 0.6794326959329203
Position 1247: 0.21222072785884238
Position 26777: 0.1361886378397759
Position 1194: 0.030801095792503452
Position 213: 0.019774641300130704
Position 1410: 0.017897003088523496
Position 1115: 0.006884033798857072
Position 1075: 0.00557855173162978
Position 1529: 0.005539495787830794
Position 966: 0.00423611754893332
Position 413: 0.003958781453158998
Position 897: 0.0035800112273601786
Position 1534: 0.003320802494622718
Position 1497: 0.0032380431157478058
Position 1472: 0.002235162608387044
Position 178: 0.0013027631810672308
Position 12882: 2.928813151290598e-07
Position 3566: 4.5212593923295786e-08
Position 11196: 1.730657346761669e-08
Position 7757: 1.2416535083137718e-08
Position 6818: 6.5566967824357334e-09
Position 6475: 5.954497758088524e-09
Position 2104: 4.281732174066143e-09
Position 11669: 3.900250736821234e-09
Position 7011: 2.8036552647577425e-09
Position 2586: 1.865337362586031e-09
Position 2813: 1.683300465700624e-09
Position 12391: 1.1270880069613912e-09
Position 2082: 1.0421202077695528e-09
Position 11949: 6.248661632180172e-10
Position 3270: 5.509024797456241e-10
Position 3646: 4.858756172395814e-10
Position 8935: 4.0863972932325044e-10
Position 11193: 2.519220034101082e-10
Position 266: 2.133285520366811e-10
Position 514: 1.9614236024385967e-10
Position 509: 1.769493888616862e-10
Position 388: 1.51106092273774e-10
Position 9384: 1.21770998048455e-10
Position 2061: 1.125503795956063e-10
Position 711: 8.671610454832128e-11
Position 1454: 8.354308297331035e-11
Position 184: 7.784785965385536e-11
Position 6249: 6.790753673724103e-11
Position 1124: 6.388505618065526e-11
Position 8773: 5.756015520608079e-11
Position 5413: 5.370372353635623e-11
Position 681: 5.31231777611421e-11
Position 8359: 3.5968143146180425e-11
Position 275: 3.078301698430722e-11
Position 1259: 2.1683828127634404e-11
Position 2267: 1.7191437731887522e-11
Position 674: 1.6528050124015252e-11
Position 2148: 1.3169823477449087e-11
Position 656: 1.2230701374838764e-11
Position 1309: 1.0696704087556271e-11
Position 3529: 8.081075883915207e-12
Position 478: 7.556323973270499e-12
Position 3893: 5.389011484746122e-12
Position 1667: 3.0478845160322146e-12
Position 5460: 2.4072953625665176e-12
Position 5482: 2.3015690706596752e-12
Position 4944: 2.280994947517708e-12
Position 7159: 1.871813109128542e-12
Position 1786: 1.8158339006353417e-12
Position 5006: 1.608401437136893e-12
Position 448: 1.0089954331483319e-12
Position 1581: 8.633129684247001e-13
Position 6508: 8.455313527327537e-13
Position 4185: 6.505724584677322e-13
Position 1507: 5.382291279174625e-13
Position 1269: 5.041390030106678e-13
Position 3900: 4.878984999058469e-13
Position 3928: 4.267611547940649e-13
Position 354: 3.1128915354322507e-13
Position 351: 2.8479573961828093e-13
Position 471: 2.633309694335083e-13
Position 518: 2.4420495710034535e-13
Position 5534: 2.3679263647808656e-13
Position 368: 2.2079036415736752e-13
Position 568: 1.5703190601322228e-13
Position 4241: 4.1630042063712244e-14
Position 2598: 3.725205510449955e-14
Position 2903: 3.3527342133043445e-14
Position 582: 1.7775306394029447e-14
Position 3757: 1.6227117335550773e-14
Position 2456: 6.6825957460332675e-15
Position 1844: 4.955498666505377e-15
Position 2142: 3.0838052018021145e-15
Position 532: 1.2903096666763268e-15
Position 484: 5.937866062550206e-16
Position 618: 4.2841090491758655e-16
Position 157: 1.326804087157804e-16
Position 61: 3.7879471435535976e-17
Position 524: 1.7832271075750286e-17
Position 577: 1.5339777421457788e-17
Position 63: 3.3172138961650967e-19
Position 77: 4.250800804812429e-24
Position 75: 3.0937784522029715e-24
