Gene = Eip63F-1
Position 387: 4.2060171888918126e-10
Position 410: 2.4913255955152426e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 15589: 1.000000000000002
Position 21614: 0.9994074657650683
Position 21842: 0.9746396916545762
Position 23702: 0.9709222705602304
Position 4620: 0.952549941955306
Position 16893: 0.6827591658017453
Position 4764: 0.5430937523484259
Position 16329: 0.2984361617240991
Position 2434: 0.2844010963819554
Position 1947: 0.2121761612085148
Position 3541: 0.16335642681116727
Position 6158: 0.07935310564707172
Position 5908: 0.06622450296562482
Position 686: 0.06548759602748348
Position 2227: 0.06362434018452595
Position 1227: 0.06311755600093497
Position 2741: 0.05629974534554971
Position 3750: 0.051177122823449384
Position 22251: 0.05035407410956791
Position 3113: 0.045376498252391984
Position 1172: 0.04271533651233071
Position 17036: 0.039407106439330444
Position 1056: 0.03906853703566618
Position 787: 0.037496667501273284
Position 16526: 0.03695406142343296
Position 2534: 0.03527026401625745
Position 24498: 0.03404535924562728
Position 1124: 0.03366455940922977
Position 16057: 0.028946965358106702
Position 1660: 0.027536631648243444
Position 1648: 0.027215659641480042
Position 6117: 0.026799618518760077
Position 3581: 0.024979647318381787
Position 812: 0.024817194162934614
Position 16015: 0.023852743719026258
Position 1481: 0.0233193055771876
Position 2191: 0.02221856926238822
Position 16297: 0.02206720235154178
Position 1080: 0.01710971550532303
Position 18846: 0.01623140269654074
Position 2105: 0.015022620834756138
Position 25392: 0.014710482268274531
Position 1178: 0.014604924711850327
Position 24650: 0.014225782396655043
Position 2320: 0.013306923913696986
Position 4166: 0.012912406987112613
Position 19143: 0.012538082267542956
Position 17004: 0.011849718743309829
Position 21844: 0.010667463581821303
Position 16841: 0.009092833252663494
Position 1259: 0.008257683532025778
Position 394: 0.007728051726698949
Position 17455: 0.0075439952403606155
Position 2764: 0.007308577253086954
Position 624: 0.007174896974859924
Position 416: 0.0070614735517829305
Position 6179: 0.006787210354872855
Position 16231: 0.006783999343251961
Position 1291: 0.006568328398383092
Position 2110: 0.005866638536520067
Position 24841: 0.005852189773760544
Position 213: 0.005659954883895022
Position 2240: 0.005150248139530442
Position 4952: 0.005119932257544853
Position 2874: 0.004653563226269677
Position 2972: 0.0045427864567435
Position 1420: 0.004498264769078135
Position 23312: 0.004438995393510304
Position 17490: 0.0043988751743682586
Position 24371: 0.004316263584758797
Position 2124: 0.004056190884236281
Position 24673: 0.003700682990925084
Position 1282: 0.0035477034374014446
Position 24637: 0.0034780032012489237
Position 25491: 0.003335956602527241
Position 17021: 0.0032730938966861784
Position 586: 0.0028345475260362707
Position 10708: 0.0028055872357101584
Position 23729: 0.002608954624517485
Position 4047: 0.0026003037574414112
Position 2452: 0.002327055668932909
Position 1724: 0.002220337281313039
Position 1153: 0.002217814831304204
Position 3979: 0.002038020387799467
Position 22658: 0.0019622960104590946
Position 2780: 0.0017947040827931329
Position 9332: 0.00170875198018824
Position 1359: 0.0015814094847556627
Position 6125: 0.001503892368572592
Position 1511: 0.0014793292852528003
Position 23098: 0.0014773673867565715
Position 815: 0.001377243549239253
Position 23877: 0.001373671719428972
Position 6335: 0.0012596982834247666
Position 22149: 0.0012549065284727424
Position 1490: 0.0012540565157819076
Position 22207: 0.0012096484241401356
Position 1103: 0.0012054372654936338
Position 6393: 0.0011782672107227992
Position 16870: 0.0011330028338440907
Position 2063: 0.0011085201264366613
Position 279: 0.0010370839703271574
Position 1825: 0.0009252278831488204
Position 24443: 0.0007970753275302432
Position 17650: 0.000773547211214753
Position 1697: 0.0007548679867754526
Position 23981: 0.0007506567922522862
Position 4474: 0.0005427615089664088
Position 1560: 0.0005260697559290588
Position 1502: 0.0005128789826020286
Position 21408: 0.000494673035162766
Position 24322: 0.0004943025218037279
Position 217: 0.0004755632602964959
Position 4509: 0.00044995291046017816
Position 22493: 0.00039844224258631897
Position 1804: 0.0003652734427438517
Position 2364: 0.00035287066419578786
Position 2667: 0.00031096522025398716
Position 22544: 0.000287250573890174
Position 17513: 0.0002856316076543827
Position 3152: 0.0002775789336548756
Position 421: 0.00025459543572717665
Position 21891: 0.00023325889957325497
Position 2401: 0.00022497928714750373
Position 3217: 0.00021841553261670333
Position 23020: 0.0002029656377269584
Position 2944: 0.00017724848024771195
Position 3173: 0.00016917365504822159
Position 946: 0.0001604909420489242
Position 4561: 0.00015841346702510922
Position 3026: 0.00015482460502427086
Position 1700: 0.00014563041244064468
Position 1326: 0.00013595338949766813
Position 374: 0.00012955595965187316
Position 2958: 0.0001209929831306749
Position 454: 0.0001009031282749936
Position 2695: 0.0001008704834499467
Position 4580: 6.148482396876856e-05
Position 22200: 4.8993487737081e-05
Position 22685: 3.936430474061954e-05
Position 22269: 2.2297625842682006e-05
Position 648: 1.6328776314019687e-05
Position 588: 8.345695193672127e-06
Position 459: 8.154910302395605e-06
Position 694: 7.643906549235155e-06
Position 765: 7.047621654395704e-06
Position 6082: 6.528450476077703e-06
Position 17210: 5.3659806136180315e-06
Position 17259: 5.18478638548562e-06
Position 322: 3.2881394445143657e-06
Position 830: 3.0843084751062123e-07
Position 152: 1.9276662283845518e-07
Position 396: 5.8973813808866694e-08
Position 333: 5.8005676139488445e-08
Position 143: 4.103591259303491e-08
Position 64: 3.715058501281532e-08
Position 136: 2.310723928197015e-08
Position 688: 8.984319758826609e-10
Position 160: 3.517024867746408e-10
Position 219: 2.6956379372954296e-10
Position 92: 5.389640265201228e-11
Position 115: 2.9129676701449535e-11
Position 107: 7.081785551332917e-13
